date,eps_est_0y
"March 17, 2020",2.926
"March 11, 2020",3.044
"Feb. 21, 2020",3.091
"Feb. 20, 2020",2.970
"Jan. 23, 2020",3.018
"Jan. 16, 2020",2.960
"Jan. 15, 2020",2.924
"Jan. 14, 2020",2.991
"Dec. 31, 2019",2.988
"Dec. 18, 2019",3.069
"Dec. 16, 2019",3.060
"Dec. 4, 2019",3.062
"Nov. 15, 2019",3.190
"Nov. 13, 2019",3.182
"Nov. 11, 2019",3.182
"Nov. 8, 2019",3.085
"Nov. 7, 2019",3.022
"Nov. 6, 2019",2.788
"Oct. 28, 2019",2.928
"Oct. 23, 2019",2.902
"Oct. 15, 2019",2.907
"Aug. 13, 2019",3.076
"Aug. 8, 2019",2.952
"Aug. 7, 2019",2.82
"July 15, 2019",2.782
"May 9, 2019",3.225
"May 8, 2019",2.29
"May 6, 2019",2.274
"April 25, 2019",2.286
"April 17, 2019",2.415
"April 15, 2019",2.403
"April 3, 2019",2.376
"March 6, 2019",2.376
"March 1, 2019",2.403
"Feb. 27, 2019",2.404
"Feb. 25, 2019",2.505
"Feb. 22, 2019",2.592
"Feb. 21, 2019",2.642
"Jan. 15, 2019",2.494
"Dec. 31, 2018",2.10
"Dec. 20, 2018",1.945
"Dec. 12, 2018",1.705
"Dec. 11, 2018",1.47
"Nov. 9, 2018",1.80
"Oct. 16, 2018",1.37
"Oct. 12, 2018",1.08
"Sept. 12, 2018",0.9067
"Aug. 28, 2018",0.9267
"Aug. 15, 2018",0.9267
"Aug. 9, 2018",1.005
"May 11, 2018",0.22
"May 10, 2018",1.64
"May 9, 2018",2.40
"April 27, 2018",2.317
"April 20, 2018",2.317
"April 13, 2018",2.34
"Feb. 28, 2018",2.435
"Feb. 23, 2018",1.982
"Feb. 22, 2018",2.106
"Feb. 6, 2018",2.134
"Feb. 1, 2018",2.078
"Jan. 26, 2018",2.036
"Jan. 25, 2018",2.026
"Jan. 12, 2018",1.810
"Jan. 11, 2018",1.810
