date,ebitda_margin_ttm
"Dec. 31, 2019",3.90%
"Sept. 30, 2019",3.12%
"June 30, 2019",3.28%
"March 31, 2019",3.38%
"Dec. 31, 2018",2.44%
"Sept. 30, 2018",3.20%
"June 30, 2018",3.28%
"March 31, 2018",2.53%
"Dec. 31, 2017",3.34%
"Sept. 30, 2017",2.09%
"June 30, 2017",1.63%
"March 31, 2017",2.75%
"Dec. 31, 2016",3.19%
"Sept. 30, 2016",5.40%
"June 30, 2016",4.52%
"March 31, 2016",3.86%
"Dec. 31, 2015",3.22%
"Sept. 30, 2015",
"June 30, 2015",
"March 31, 2015",
"Dec. 31, 2014",
"Sept. 30, 2014",
"June 30, 2014",1.15%
"March 31, 2014",1.16%
"Dec. 31, 2013",1.10%
"Sept. 30, 2013",1.06%
"June 30, 2013",0.94%
"March 31, 2013",0.85%
"Dec. 31, 2012",0.71%
"Sept. 30, 2012",0.59%
"June 30, 2012",0.59%
"March 31, 2012",0.58%
"Dec. 31, 2011",0.60%
