date,operating_pe_ratio
"March 19, 2020",2.356
"March 18, 2020",1.874
"March 17, 2020",2.408
"March 16, 2020",2.441
"March 13, 2020",2.984
"March 12, 2020",2.714
"March 11, 2020",3.542
"March 10, 2020",3.904
"March 9, 2020",3.455
"March 6, 2020",4.124
"March 5, 2020",4.393
"March 4, 2020",4.500
"March 3, 2020",4.405
"March 2, 2020",4.462
"Feb. 28, 2020",4.245
"Feb. 27, 2020",4.292
"Feb. 26, 2020",4.63
"Feb. 25, 2020",4.610
"Feb. 24, 2020",4.823
"Feb. 21, 2020",4.875
"Feb. 20, 2020",4.823
"Feb. 19, 2020",4.756
"Feb. 18, 2020",4.809
"Feb. 14, 2020",4.859
"Feb. 13, 2020",4.856
"Feb. 12, 2020",4.881
"Feb. 11, 2020",4.826
"Feb. 10, 2020",4.743
"Feb. 7, 2020",4.888
"Feb. 6, 2020",4.924
"Feb. 5, 2020",5.001
"Feb. 4, 2020",4.991
"Feb. 3, 2020",4.966
"Jan. 31, 2020",4.886
"Jan. 30, 2020",4.936
"Jan. 29, 2020",4.974
"Jan. 28, 2020",4.883
"Jan. 27, 2020",4.958
"Jan. 24, 2020",4.954
"Jan. 23, 2020",5.043
"Jan. 22, 2020",5.020
"Jan. 21, 2020",5.081
"Jan. 17, 2020",5.117
"Jan. 16, 2020",5.046
"Jan. 15, 2020",5.057
"Jan. 14, 2020",5.043
"Jan. 13, 2020",4.952
"Jan. 10, 2020",4.916
"Jan. 9, 2020",4.922
"Jan. 8, 2020",4.949
"Jan. 7, 2020",4.936
"Jan. 6, 2020",4.928
"Jan. 3, 2020",4.866
"Jan. 2, 2020",4.840
"Dec. 31, 2019",4.806
"Dec. 30, 2019",6.413
"Dec. 27, 2019",6.478
"Dec. 26, 2019",6.512
"Dec. 24, 2019",6.552
"Dec. 23, 2019",6.506
"Dec. 20, 2019",6.419
"Dec. 19, 2019",6.533
"Dec. 18, 2019",6.562
"Dec. 17, 2019",6.554
"Dec. 16, 2019",6.491
"Dec. 13, 2019",6.463
"Dec. 12, 2019",6.364
"Dec. 11, 2019",6.322
"Dec. 10, 2019",6.392
"Dec. 9, 2019",6.425
"Dec. 6, 2019",6.371
"Dec. 5, 2019",6.352
"Dec. 4, 2019",6.385
"Dec. 3, 2019",6.472
"Dec. 2, 2019",6.459
"Nov. 29, 2019",6.562
"Nov. 27, 2019",6.468
"Nov. 26, 2019",6.562
"Nov. 25, 2019",6.598
"Nov. 22, 2019",6.588
"Nov. 21, 2019",6.666
"Nov. 20, 2019",6.636
"Nov. 19, 2019",6.583
"Nov. 18, 2019",6.640
"Nov. 15, 2019",6.815
"Nov. 14, 2019",6.687
"Nov. 13, 2019",6.697
"Nov. 12, 2019",6.598
"Nov. 11, 2019",6.691
"Nov. 8, 2019",6.708
"Nov. 7, 2019",6.828
"Nov. 6, 2019",6.91
"Nov. 5, 2019",6.798
"Nov. 4, 2019",6.952
"Nov. 1, 2019",7.135
"Oct. 31, 2019",7.081
"Oct. 30, 2019",7.032
"Oct. 29, 2019",6.971
"Oct. 28, 2019",6.906
"Oct. 25, 2019",6.897
"Oct. 24, 2019",6.885
"Oct. 23, 2019",6.897
"Oct. 22, 2019",6.807
"Oct. 21, 2019",6.822
"Oct. 18, 2019",6.847
"Oct. 17, 2019",6.771
"Oct. 16, 2019",6.691
"Oct. 15, 2019",6.708
"Oct. 14, 2019",6.659
"Oct. 11, 2019",6.640
"Oct. 10, 2019",6.579
"Oct. 9, 2019",6.556
"Oct. 8, 2019",6.642
"Oct. 7, 2019",6.596
"Oct. 4, 2019",6.583
"Oct. 3, 2019",6.552
"Oct. 2, 2019",6.531
"Oct. 1, 2019",6.558
"Sept. 30, 2019",6.626
"Sept. 27, 2019",6.058
"Sept. 26, 2019",5.966
"Sept. 25, 2019",6.006
"Sept. 24, 2019",6.076
"Sept. 23, 2019",6.137
"Sept. 20, 2019",6.129
"Sept. 19, 2019",6.052
"Sept. 18, 2019",6.035
"Sept. 17, 2019",6.039
"Sept. 16, 2019",5.980
"Sept. 13, 2019",6.029
"Sept. 12, 2019",6.016
"Sept. 11, 2019",5.999
"Sept. 10, 2019",6.031
"Sept. 9, 2019",6.010
"Sept. 6, 2019",5.968
"Sept. 5, 2019",5.899
"Sept. 4, 2019",5.918
"Sept. 3, 2019",5.932
"Aug. 30, 2019",6.020
"Aug. 29, 2019",6.087
"Aug. 28, 2019",5.958
"Aug. 27, 2019",5.901
"Aug. 26, 2019",5.937
"Aug. 23, 2019",5.922
"Aug. 22, 2019",5.949
"Aug. 21, 2019",5.964
"Aug. 20, 2019",5.870
"Aug. 19, 2019",5.872
"Aug. 16, 2019",5.840
"Aug. 15, 2019",5.745
"Aug. 14, 2019",5.857
"Aug. 13, 2019",5.932
"Aug. 12, 2019",5.872
"Aug. 9, 2019",5.878
"Aug. 8, 2019",5.964
"Aug. 7, 2019",6.079
"Aug. 6, 2019",6.227
"Aug. 5, 2019",6.072
"Aug. 2, 2019",6.408
"Aug. 1, 2019",6.432
"July 31, 2019",6.484
"July 30, 2019",6.482
"July 29, 2019",6.519
"July 26, 2019",6.492
"July 25, 2019",6.473
"July 24, 2019",6.452
"July 23, 2019",6.461
"July 22, 2019",6.459
"July 19, 2019",6.408
"July 18, 2019",6.317
"July 17, 2019",6.367
"July 16, 2019",6.438
"July 15, 2019",6.375
"July 12, 2019",6.267
"July 11, 2019",6.227
"July 10, 2019",6.204
"July 9, 2019",6.204
"July 8, 2019",6.216
"July 5, 2019",6.218
"July 3, 2019",6.148
"July 2, 2019",6.118
"July 1, 2019",6.031
"June 30, 2019",
"June 28, 2019",5.593
"June 27, 2019",5.622
"June 26, 2019",5.527
"June 25, 2019",5.504
"June 24, 2019",5.564
"June 21, 2019",5.561
"June 20, 2019",5.509
"June 19, 2019",5.538
"June 18, 2019",5.509
"June 17, 2019",5.530
"June 14, 2019",5.570
"June 13, 2019",5.520
"June 12, 2019",5.475
"June 11, 2019",5.525
"June 10, 2019",5.552
"June 7, 2019",5.520
"June 6, 2019",5.523
"June 5, 2019",5.470
"June 4, 2019",5.527
"June 3, 2019",5.420
"May 31, 2019",5.357
"May 30, 2019",5.364
"May 29, 2019",5.325
"May 28, 2019",5.353
"May 24, 2019",5.380
"May 23, 2019",5.398
"May 22, 2019",5.473
"May 21, 2019",5.486
"May 20, 2019",5.427
"May 17, 2019",5.443
"May 16, 2019",5.427
"May 15, 2019",5.420
"May 14, 2019",5.495
"May 13, 2019",5.446
"May 10, 2019",5.471
"May 9, 2019",5.387
"May 8, 2019",5.298
"May 7, 2019",5.326
"May 6, 2019",5.414
"May 3, 2019",5.620
"May 2, 2019",5.575
"May 1, 2019",5.555
"April 30, 2019",5.530
"April 29, 2019",5.491
"April 26, 2019",5.509
"April 25, 2019",5.436
"April 24, 2019",5.470
"April 23, 2019",5.488
"April 22, 2019",5.516
"April 18, 2019",5.416
"April 17, 2019",5.421
"April 16, 2019",5.428
"April 15, 2019",5.514
"April 12, 2019",5.527
"April 11, 2019",5.505
"April 10, 2019",5.455
"April 9, 2019",5.480
"April 8, 2019",5.541
"April 5, 2019",5.570
"April 4, 2019",5.579
"April 3, 2019",5.614
"April 2, 2019",5.661
"April 1, 2019",5.625
"March 31, 2019",
"March 29, 2019",7.265
"March 28, 2019",7.251
"March 27, 2019",7.190
"March 26, 2019",7.193
"March 25, 2019",7.153
"March 22, 2019",7.179
"March 21, 2019",7.216
"March 20, 2019",7.16
"March 19, 2019",7.130
"March 18, 2019",7.111
"March 15, 2019",7.046
"March 14, 2019",6.997
"March 13, 2019",6.983
"March 12, 2019",6.971
"March 11, 2019",6.994
"March 8, 2019",6.913
"March 7, 2019",6.892
"March 6, 2019",6.943
"March 5, 2019",6.960
"March 4, 2019",6.990
"March 1, 2019",7.018
"Feb. 28, 2019",6.990
"Feb. 27, 2019",7.018
"Feb. 26, 2019",7.039
"Feb. 25, 2019",7.069
"Feb. 22, 2019",6.962
"Feb. 21, 2019",6.876
"Feb. 20, 2019",6.960
"Feb. 19, 2019",7.057
"Feb. 15, 2019",7.074
"Feb. 14, 2019",7.029
"Feb. 13, 2019",7.043
"Feb. 12, 2019",7.015
"Feb. 11, 2019",6.864
"Feb. 8, 2019",6.775
"Feb. 7, 2019",6.773
"Feb. 6, 2019",6.848
"Feb. 5, 2019",7.043
"Feb. 4, 2019",7.251
"Feb. 1, 2019",7.214
"Jan. 31, 2019",7.141
"Jan. 30, 2019",7.146
"Jan. 29, 2019",7.036
"Jan. 28, 2019",7.032
"Jan. 25, 2019",7.109
"Jan. 24, 2019",6.988
"Jan. 23, 2019",6.892
"Jan. 22, 2019",6.810
"Jan. 18, 2019",6.792
"Jan. 17, 2019",6.775
"Jan. 16, 2019",6.759
"Jan. 15, 2019",6.754
"Jan. 14, 2019",6.717
"Jan. 11, 2019",6.584
"Jan. 10, 2019",6.654
"Jan. 9, 2019",6.661
"Jan. 8, 2019",6.600
"Jan. 7, 2019",6.540
"Jan. 4, 2019",6.426
"Jan. 3, 2019",6.346
"Jan. 2, 2019",6.323
"Dec. 31, 2018",6.339
"Dec. 28, 2018",5.133
"Dec. 27, 2018",5.053
"Dec. 26, 2018",4.977
"Dec. 24, 2018",4.704
"Dec. 21, 2018",4.924
"Dec. 20, 2018",5.103
"Dec. 19, 2018",5.248
"Dec. 18, 2018",5.230
"Dec. 17, 2018",5.263
"Dec. 14, 2018",5.402
"Dec. 13, 2018",5.445
"Dec. 12, 2018",5.386
"Dec. 11, 2018",5.341
"Dec. 10, 2018",5.300
"Dec. 7, 2018",5.302
"Dec. 6, 2018",5.363
"Dec. 4, 2018",5.326
"Dec. 3, 2018",5.441
"Nov. 30, 2018",5.452
"Nov. 29, 2018",5.505
"Nov. 28, 2018",5.493
"Nov. 27, 2018",5.429
"Nov. 26, 2018",5.501
"Nov. 23, 2018",5.439
"Nov. 21, 2018",5.445
"Nov. 20, 2018",5.240
"Nov. 19, 2018",5.209
"Nov. 16, 2018",5.363
"Nov. 15, 2018",5.476
"Nov. 14, 2018",5.476
"Nov. 13, 2018",5.523
"Nov. 12, 2018",5.626
"Nov. 9, 2018",5.548
"Nov. 8, 2018",5.546
"Nov. 7, 2018",5.220
"Nov. 6, 2018",5.150
"Nov. 5, 2018",5.189
"Nov. 2, 2018",5.372
"Nov. 1, 2018",5.458
"Oct. 31, 2018",5.332
"Oct. 30, 2018",5.236
"Oct. 29, 2018",5.250
"Oct. 26, 2018",5.244
"Oct. 25, 2018",5.367
"Oct. 24, 2018",5.415
"Oct. 23, 2018",5.632
"Oct. 22, 2018",5.694
"Oct. 19, 2018",5.681
"Oct. 18, 2018",5.725
"Oct. 17, 2018",5.725
"Oct. 16, 2018",5.770
"Oct. 15, 2018",5.665
"Oct. 12, 2018",5.677
"Oct. 11, 2018",5.768
"Oct. 10, 2018",5.854
"Oct. 9, 2018",5.932
"Oct. 8, 2018",5.936
"Oct. 5, 2018",5.817
"Oct. 4, 2018",5.786
"Oct. 3, 2018",5.852
"Oct. 2, 2018",5.802
"Oct. 1, 2018",5.805
"Sept. 30, 2018",
"Sept. 28, 2018",6.243
"Sept. 27, 2018",6.179
"Sept. 26, 2018",6.095
"Sept. 25, 2018",6.036
"Sept. 24, 2018",5.976
"Sept. 21, 2018",5.964
"Sept. 20, 2018",5.955
"Sept. 19, 2018",5.928
"Sept. 18, 2018",5.926
"Sept. 17, 2018",5.860
"Sept. 14, 2018",5.888
"Sept. 13, 2018",5.867
"Sept. 12, 2018",5.894
"Sept. 11, 2018",5.858
"Sept. 10, 2018",5.824
"Sept. 7, 2018",5.689
"Sept. 6, 2018",5.708
"Sept. 5, 2018",5.784
"Sept. 4, 2018",5.774
"Aug. 31, 2018",5.723
"Aug. 30, 2018",5.767
"Aug. 29, 2018",5.803
"Aug. 28, 2018",5.816
"Aug. 27, 2018",5.829
"Aug. 24, 2018",5.814
"Aug. 23, 2018",5.793
"Aug. 22, 2018",5.879
"Aug. 21, 2018",5.873
"Aug. 20, 2018",5.782
"Aug. 17, 2018",5.691
"Aug. 16, 2018",5.632
"Aug. 15, 2018",5.609
"Aug. 14, 2018",5.693
"Aug. 13, 2018",5.742
"Aug. 10, 2018",5.877
"Aug. 9, 2018",5.803
"Aug. 8, 2018",5.482
"Aug. 7, 2018",5.512
"Aug. 6, 2018",5.653
"Aug. 3, 2018",5.867
"Aug. 2, 2018",5.805
"Aug. 1, 2018",5.683
"July 31, 2018",5.638
"July 30, 2018",5.592
"July 27, 2018",5.564
"July 26, 2018",5.624
"July 25, 2018",5.579
"July 24, 2018",5.526
"July 23, 2018",5.554
"July 20, 2018",5.450
"July 19, 2018",5.455
"July 18, 2018",5.410
"July 17, 2018",5.362
"July 16, 2018",5.429
"July 13, 2018",5.349
"July 12, 2018",5.326
"July 11, 2018",5.309
"July 10, 2018",5.313
"July 9, 2018",5.324
"July 6, 2018",5.258
"July 5, 2018",5.292
"July 3, 2018",5.311
"July 2, 2018",5.180
"June 30, 2018",
"June 29, 2018",6.345
"June 28, 2018",6.289
"June 27, 2018",6.360
"June 26, 2018",6.274
"June 25, 2018",6.279
"June 22, 2018",6.401
"June 21, 2018",6.431
"June 20, 2018",6.485
"June 19, 2018",6.518
"June 18, 2018",6.556
"June 15, 2018",6.447
"June 14, 2018",6.569
"June 13, 2018",6.635
"June 12, 2018",6.686
"June 11, 2018",6.744
"June 8, 2018",6.660
"June 7, 2018",6.642
"June 6, 2018",6.652
"June 5, 2018",6.719
"June 4, 2018",6.660
"June 1, 2018",6.658
"May 31, 2018",6.762
"May 30, 2018",6.785
"May 29, 2018",6.612
"May 25, 2018",6.599
"May 24, 2018",6.543
"May 23, 2018",6.637
"May 22, 2018",6.647
"May 21, 2018",6.757
"May 18, 2018",6.823
"May 17, 2018",6.830
"May 16, 2018",6.853
"May 15, 2018",6.864
"May 14, 2018",6.874
"May 11, 2018",6.80
"May 10, 2018",6.815
"May 9, 2018",6.815
"May 8, 2018",6.698
"May 7, 2018",6.815
"May 4, 2018",6.828
"May 3, 2018",6.955
"May 2, 2018",7.014
"May 1, 2018",7.034
"April 30, 2018",6.996
"April 27, 2018",6.884
"April 26, 2018",7.054
"April 25, 2018",7.059
"April 24, 2018",7.024
"April 23, 2018",7.118
"April 20, 2018",7.100
"April 19, 2018",7.110
"April 18, 2018",7.212
"April 17, 2018",7.191
"April 16, 2018",7.151
"April 13, 2018",6.983
"April 12, 2018",7.016
"April 11, 2018",7.026
"April 10, 2018",6.879
"April 9, 2018",6.719
"April 6, 2018",6.719
"April 5, 2018",6.777
"April 4, 2018",6.602
"April 3, 2018",6.480
"April 2, 2018",6.485
"March 31, 2018",
"March 29, 2018",7.417
"March 28, 2018",7.452
"March 27, 2018",7.536
"March 26, 2018",7.594
"March 23, 2018",7.658
"March 22, 2018",7.597
"March 21, 2018",7.714
"March 20, 2018",7.780
"March 19, 2018",7.830
"March 16, 2018",8.103
"March 15, 2018",7.940
"March 14, 2018",8.048
"March 13, 2018",8.147
"March 12, 2018",8.147
"March 9, 2018",8.094
"March 8, 2018",8.019
"March 7, 2018",8.141
"March 6, 2018",8.234
"March 5, 2018",8.211
"March 2, 2018",8.289
"March 1, 2018",8.327
"Feb. 28, 2018",8.408
"Feb. 27, 2018",8.530
"Feb. 26, 2018",8.684
"Feb. 23, 2018",8.865
"Feb. 22, 2018",8.778
"Feb. 21, 2018",8.722
"Feb. 20, 2018",8.746
"Feb. 16, 2018",8.842
"Feb. 15, 2018",8.984
"Feb. 14, 2018",8.978
"Feb. 13, 2018",8.926
"Feb. 12, 2018",8.938
"Feb. 9, 2018",8.67
"Feb. 8, 2018",8.536
"Feb. 7, 2018",8.705
"Feb. 6, 2018",8.778
"Feb. 5, 2018",8.722
"Feb. 2, 2018",9.141
"Feb. 1, 2018",9.435
"Jan. 31, 2018",9.278
"Jan. 30, 2018",9.132
"Jan. 29, 2018",9.304
"Jan. 26, 2018",9.414
"Jan. 25, 2018",9.304
"Jan. 24, 2018",9.461
"Jan. 23, 2018",9.423
"Jan. 22, 2018",9.458
"Jan. 19, 2018",9.237
"Jan. 18, 2018",9.138
"Jan. 17, 2018",9.118
"Jan. 16, 2018",9.339
"Jan. 12, 2018",9.185
"Jan. 11, 2018",8.955
"Jan. 10, 2018",8.839
"Jan. 9, 2018",8.780
"Jan. 8, 2018",8.490
"Jan. 5, 2018",8.289
"Jan. 4, 2018",8.423
"Jan. 3, 2018",8.530
"Jan. 2, 2018",8.394
"Dec. 31, 2017",
"Dec. 29, 2017",7.152
"Dec. 28, 2017",7.124
"Dec. 27, 2017",7.061
"Dec. 26, 2017",7.124
"Dec. 22, 2017",7.167
"Dec. 21, 2017",7.140
"Dec. 20, 2017",7.152
"Dec. 19, 2017",7.132
"Dec. 18, 2017",7.240
"Dec. 15, 2017",7.240
"Dec. 14, 2017",7.333
"Dec. 13, 2017",7.331
