date,market_cap
"March 19, 2020",1.245B
"March 18, 2020",990.40M
"March 17, 2020",1.273B
"March 16, 2020",1.290B
"March 13, 2020",1.577B
"March 12, 2020",1.435B
"March 11, 2020",1.872B
"March 10, 2020",2.064B
"March 9, 2020",1.826B
"March 6, 2020",2.180B
"March 5, 2020",2.322B
"March 4, 2020",2.378B
"March 3, 2020",2.329B
"March 2, 2020",2.359B
"Feb. 28, 2020",2.244B
"Feb. 27, 2020",2.269B
"Feb. 26, 2020",2.447B
"Feb. 25, 2020",2.437B
"Feb. 24, 2020",2.549B
"Feb. 21, 2020",2.577B
"Feb. 20, 2020",2.549B
"Feb. 19, 2020",2.514B
"Feb. 18, 2020",2.542B
"Feb. 14, 2020",2.569B
"Feb. 13, 2020",2.566B
"Feb. 12, 2020",2.579B
"Feb. 11, 2020",2.550B
"Feb. 10, 2020",2.506B
"Feb. 7, 2020",2.583B
"Feb. 6, 2020",2.602B
"Feb. 5, 2020",2.642B
"Feb. 4, 2020",2.637B
"Feb. 3, 2020",2.624B
"Jan. 31, 2020",2.582B
"Jan. 30, 2020",2.608B
"Jan. 29, 2020",2.628B
"Jan. 28, 2020",2.580B
"Jan. 27, 2020",2.620B
"Jan. 24, 2020",2.617B
"Jan. 23, 2020",2.665B
"Jan. 22, 2020",2.652B
"Jan. 21, 2020",2.685B
"Jan. 17, 2020",2.704B
"Jan. 16, 2020",2.666B
"Jan. 15, 2020",2.672B
"Jan. 14, 2020",2.665B
"Jan. 13, 2020",2.617B
"Jan. 10, 2020",2.597B
"Jan. 9, 2020",2.601B
"Jan. 8, 2020",2.615B
"Jan. 7, 2020",2.608B
"Jan. 6, 2020",2.604B
"Jan. 3, 2020",2.571B
"Jan. 2, 2020",2.558B
"Dec. 31, 2019",2.539B
"Dec. 30, 2019",2.519B
"Dec. 27, 2019",2.545B
"Dec. 26, 2019",2.558B
"Dec. 24, 2019",2.574B
"Dec. 23, 2019",2.555B
"Dec. 20, 2019",2.521B
"Dec. 19, 2019",2.566B
"Dec. 18, 2019",2.578B
"Dec. 17, 2019",2.574B
"Dec. 16, 2019",2.550B
"Dec. 13, 2019",2.539B
"Dec. 12, 2019",2.500B
"Dec. 11, 2019",2.483B
"Dec. 10, 2019",2.511B
"Dec. 9, 2019",2.524B
"Dec. 6, 2019",2.502B
"Dec. 5, 2019",2.495B
"Dec. 4, 2019",2.508B
"Dec. 3, 2019",2.542B
"Dec. 2, 2019",2.537B
"Nov. 29, 2019",2.578B
"Nov. 27, 2019",2.540B
"Nov. 26, 2019",2.578B
"Nov. 25, 2019",2.592B
"Nov. 22, 2019",2.588B
"Nov. 21, 2019",2.618B
"Nov. 20, 2019",2.607B
"Nov. 19, 2019",2.586B
"Nov. 18, 2019",2.608B
"Nov. 15, 2019",2.677B
"Nov. 14, 2019",2.626B
"Nov. 13, 2019",2.631B
"Nov. 12, 2019",2.592B
"Nov. 11, 2019",2.628B
"Nov. 8, 2019",2.635B
"Nov. 7, 2019",2.682B
"Nov. 6, 2019",2.714B
"Nov. 5, 2019",2.670B
"Nov. 4, 2019",2.731B
"Nov. 1, 2019",2.803B
"Oct. 31, 2019",2.781B
"Oct. 30, 2019",2.762B
"Oct. 29, 2019",2.738B
"Oct. 28, 2019",2.713B
"Oct. 25, 2019",2.709B
"Oct. 24, 2019",2.704B
"Oct. 23, 2019",2.709B
"Oct. 22, 2019",2.674B
"Oct. 21, 2019",2.679B
"Oct. 18, 2019",2.689B
"Oct. 17, 2019",2.660B
"Oct. 16, 2019",2.628B
"Oct. 15, 2019",2.635B
"Oct. 14, 2019",2.616B
"Oct. 11, 2019",2.608B
"Oct. 10, 2019",2.584B
"Oct. 9, 2019",2.575B
"Oct. 8, 2019",2.609B
"Oct. 7, 2019",2.591B
"Oct. 4, 2019",2.586B
"Oct. 3, 2019",2.574B
"Oct. 2, 2019",2.565B
"Oct. 1, 2019",2.576B
"Sept. 30, 2019",2.602B
"Sept. 27, 2019",2.612B
"Sept. 26, 2019",2.573B
"Sept. 25, 2019",2.590B
"Sept. 24, 2019",2.620B
"Sept. 23, 2019",2.646B
"Sept. 20, 2019",2.643B
"Sept. 19, 2019",2.610B
"Sept. 18, 2019",2.602B
"Sept. 17, 2019",2.604B
"Sept. 16, 2019",2.578B
"Sept. 13, 2019",2.600B
"Sept. 12, 2019",2.594B
"Sept. 11, 2019",2.587B
"Sept. 10, 2019",2.601B
"Sept. 9, 2019",2.592B
"Sept. 6, 2019",2.574B
"Sept. 5, 2019",2.544B
"Sept. 4, 2019",2.552B
"Sept. 3, 2019",2.558B
"Aug. 30, 2019",2.596B
"Aug. 29, 2019",2.625B
"Aug. 28, 2019",2.569B
"Aug. 27, 2019",2.545B
