date,current_ratio
"Dec. 31, 2019",1.242
"Sept. 30, 2019",1.214
"June 30, 2019",1.238
"March 31, 2019",1.317
"Dec. 31, 2018",1.046
"Sept. 30, 2018",1.226
"June 30, 2018",1.069
"March 31, 2018",0.8984
"Dec. 31, 2017",3.743
"Sept. 30, 2017",4.020
"June 30, 2017",4.631
"March 31, 2017",1.299
"Dec. 31, 2016",1.196
"Sept. 30, 2016",1.233
"June 30, 2016",1.177
"March 31, 2016",1.784
"Dec. 31, 2015",1.664
"Sept. 30, 2015",1.415
"June 30, 2015",1.498
"March 31, 2015",1.255
"Dec. 31, 2014",1.723
"Sept. 30, 2014",1.163
"June 30, 2014",1.214
"March 31, 2014",1.442
"Dec. 31, 2013",1.129
"Sept. 30, 2013",1.125
"June 30, 2013",1.061
"March 31, 2013",1.073
"Dec. 31, 2012",1.146
"Sept. 30, 2012",4.368
"June 30, 2012",1.389
"March 31, 2012",1.329
"Dec. 31, 2011",1.386
