date,historical_daily_var_1_all
"Feb. 29, 2020",4.75%
"Jan. 31, 2020",4.70%
"Dec. 31, 2019",4.72%
"Nov. 30, 2019",4.73%
"Oct. 31, 2019",4.74%
"Sept. 30, 2019",4.75%
"Aug. 31, 2019",4.76%
"July 31, 2019",4.77%
"June 30, 2019",4.77%
"May 31, 2019",4.77%
"April 30, 2019",4.78%
"March 31, 2019",4.78%
"Feb. 28, 2019",4.82%
"Jan. 31, 2019",4.86%
"Dec. 31, 2018",4.91%
"Nov. 30, 2018",4.95%
"Oct. 31, 2018",4.99%
"Sept. 30, 2018",4.99%
"Aug. 31, 2018",5.00%
"July 31, 2018",5.01%
"June 30, 2018",5.01%
"May 31, 2018",5.02%
"April 30, 2018",5.03%
"March 31, 2018",5.03%
"Feb. 28, 2018",5.04%
"Jan. 31, 2018",5.05%
"Dec. 31, 2017",5.29%
"Nov. 30, 2017",5.52%
"Oct. 31, 2017",5.75%
"Sept. 30, 2017",5.99%
"Aug. 31, 2017",6.13%
"July 31, 2017",6.18%
"June 30, 2017",6.22%
"May 31, 2017",6.26%
"April 30, 2017",6.30%
"March 31, 2017",6.39%
"Feb. 28, 2017",6.49%
"Jan. 31, 2017",6.59%
"Dec. 31, 2016",6.69%
"Nov. 30, 2016",6.33%
"Oct. 31, 2016",5.34%
"Sept. 30, 2016",5.56%
"Aug. 31, 2016",5.80%
"July 31, 2016",5.05%
"June 30, 2016",5.22%
"May 31, 2016",5.03%
"April 30, 2016",5.03%
"March 31, 2016",5.04%
"Feb. 29, 2016",5.07%
"Jan. 31, 2016",4.99%
"Dec. 31, 2015",4.75%
"Nov. 30, 2015",4.76%
"Oct. 31, 2015",4.77%
"Sept. 30, 2015",4.80%
"Aug. 31, 2015",4.85%
"July 31, 2015",4.70%
"June 30, 2015",4.01%
"May 31, 2015",4.01%
"April 30, 2015",4.05%
"March 31, 2015",4.14%
"Feb. 28, 2015",4.23%
"Jan. 31, 2015",4.31%
"Dec. 31, 2014",4.41%
"Nov. 30, 2014",4.08%
"Oct. 31, 2014",4.16%
"Sept. 30, 2014",3.69%
"Aug. 31, 2014",3.54%
"July 31, 2014",3.57%
"June 30, 2014",3.61%
"May 31, 2014",3.66%
"April 30, 2014",3.71%
"March 31, 2014",3.54%
"Feb. 28, 2014",3.52%
"Jan. 31, 2014",3.53%
"Dec. 31, 2013",3.53%
"Nov. 30, 2013",3.48%
"Oct. 31, 2013",3.54%
"Sept. 30, 2013",3.59%
"Aug. 31, 2013",3.64%
"July 31, 2013",3.69%
"June 30, 2013",3.74%
"May 31, 2013",3.56%
"April 30, 2013",3.61%
"March 31, 2013",3.66%
"Feb. 28, 2013",3.71%
"Jan. 31, 2013",2.57%
"Dec. 31, 2012",2.59%
"Nov. 30, 2012",2.60%
"Oct. 31, 2012",2.44%
"Sept. 30, 2012",0.66%
