date,pe_ratio
"March 19, 2020",5.319
"March 18, 2020",4.230
"March 17, 2020",5.436
"March 16, 2020",5.511
"March 13, 2020",6.738
"March 12, 2020",6.128
"March 11, 2020",7.996
"March 10, 2020",8.816
"March 9, 2020",7.801
"March 6, 2020",9.312
"March 5, 2020",9.918
"March 4, 2020",10.16
"March 3, 2020",9.947
"March 2, 2020",10.07
"Feb. 28, 2020",9.585
"Feb. 27, 2020",9.692
"Feb. 26, 2020",10.45
"Feb. 25, 2020",10.41
"Feb. 24, 2020",10.89
"Feb. 21, 2020",11.01
"Feb. 20, 2020",10.89
"Feb. 19, 2020",10.74
"Feb. 18, 2020",10.86
"Feb. 14, 2020",10.97
"Feb. 13, 2020",10.96
"Feb. 12, 2020",11.02
"Feb. 11, 2020",10.90
"Feb. 10, 2020",10.71
"Feb. 7, 2020",11.04
"Feb. 6, 2020",11.12
"Feb. 5, 2020",11.29
"Feb. 4, 2020",11.27
"Feb. 3, 2020",11.21
"Jan. 31, 2020",11.03
"Jan. 30, 2020",11.15
"Jan. 29, 2020",11.23
"Jan. 28, 2020",11.02
"Jan. 27, 2020",11.20
"Jan. 24, 2020",11.18
"Jan. 23, 2020",11.39
"Jan. 22, 2020",11.33
"Jan. 21, 2020",11.47
"Jan. 17, 2020",11.55
"Jan. 16, 2020",11.39
"Jan. 15, 2020",11.42
"Jan. 14, 2020",11.39
"Jan. 13, 2020",11.18
"Jan. 10, 2020",11.10
"Jan. 9, 2020",11.11
"Jan. 8, 2020",11.17
"Jan. 7, 2020",11.15
"Jan. 6, 2020",11.13
"Jan. 3, 2020",10.99
"Jan. 2, 2020",10.93
"Dec. 31, 2019",10.85
"Dec. 30, 2019",31.71
"Dec. 27, 2019",32.03
"Dec. 26, 2019",32.20
"Dec. 24, 2019",32.40
"Dec. 23, 2019",32.17
"Dec. 20, 2019",31.74
"Dec. 19, 2019",32.30
"Dec. 18, 2019",32.45
"Dec. 17, 2019",32.41
"Dec. 16, 2019",32.09
"Dec. 13, 2019",31.96
"Dec. 12, 2019",31.47
"Dec. 11, 2019",31.26
"Dec. 10, 2019",31.60
"Dec. 9, 2019",31.77
"Dec. 6, 2019",31.50
"Dec. 5, 2019",31.41
"Dec. 4, 2019",31.57
"Dec. 3, 2019",32.00
"Dec. 2, 2019",31.94
"Nov. 29, 2019",32.45
"Nov. 27, 2019",31.98
"Nov. 26, 2019",32.45
"Nov. 25, 2019",32.62
"Nov. 22, 2019",32.57
"Nov. 21, 2019",32.96
"Nov. 20, 2019",32.81
"Nov. 19, 2019",32.55
"Nov. 18, 2019",32.83
"Nov. 15, 2019",33.70
"Nov. 14, 2019",33.06
"Nov. 13, 2019",33.11
"Nov. 12, 2019",32.62
"Nov. 11, 2019",33.08
"Nov. 8, 2019",33.17
"Nov. 7, 2019",33.76
"Nov. 6, 2019",34.17
"Nov. 5, 2019",33.61
"Nov. 4, 2019",34.38
"Nov. 1, 2019",35.28
"Oct. 31, 2019",35.01
"Oct. 30, 2019",34.77
"Oct. 29, 2019",34.47
"Oct. 28, 2019",34.15
"Oct. 25, 2019",34.10
"Oct. 24, 2019",34.04
"Oct. 23, 2019",34.10
"Oct. 22, 2019",33.66
"Oct. 21, 2019",33.73
