date,beneish_m_score
"Dec. 31, 2019",-2.633
"Dec. 31, 2018",-1.792
"Dec. 31, 2017",-2.899
"Dec. 31, 2016",-1.861
"Dec. 31, 2015",
"Dec. 31, 2014",
"Dec. 31, 2013",-1.895
"Dec. 31, 2012",-2.823
