date,max_drawdown_all
"Feb. 29, 2020",57.02%
"Jan. 31, 2020",57.02%
"Dec. 31, 2019",57.02%
"Nov. 30, 2019",57.02%
"Oct. 31, 2019",57.02%
"Sept. 30, 2019",57.02%
"Aug. 31, 2019",57.02%
"July 31, 2019",57.02%
"June 30, 2019",57.02%
"May 31, 2019",57.02%
"April 30, 2019",57.02%
"March 31, 2019",57.02%
"Feb. 28, 2019",57.02%
"Jan. 31, 2019",57.02%
"Dec. 31, 2018",57.02%
"Nov. 30, 2018",57.02%
"Oct. 31, 2018",57.02%
"Sept. 30, 2018",57.02%
"Aug. 31, 2018",57.02%
"July 31, 2018",57.02%
"June 30, 2018",57.02%
"May 31, 2018",57.02%
"April 30, 2018",57.02%
"March 31, 2018",57.02%
"Feb. 28, 2018",57.02%
"Jan. 31, 2018",57.02%
"Dec. 31, 2017",57.02%
"Nov. 30, 2017",57.02%
"Oct. 31, 2017",57.02%
"Sept. 30, 2017",57.02%
"Aug. 31, 2017",57.02%
"July 31, 2017",57.02%
"June 30, 2017",57.02%
"May 31, 2017",57.02%
"April 30, 2017",57.02%
"March 31, 2017",57.02%
"Feb. 28, 2017",57.02%
"Jan. 31, 2017",57.02%
"Dec. 31, 2016",57.02%
"Nov. 30, 2016",57.02%
"Oct. 31, 2016",56.63%
"Sept. 30, 2016",56.63%
"Aug. 31, 2016",56.63%
"July 31, 2016",56.63%
"June 30, 2016",56.63%
"May 31, 2016",56.63%
"April 30, 2016",56.63%
"March 31, 2016",56.63%
"Feb. 29, 2016",56.63%
"Jan. 31, 2016",48.66%
"Dec. 31, 2015",45.02%
"Nov. 30, 2015",45.02%
"Oct. 31, 2015",45.02%
"Sept. 30, 2015",45.02%
"Aug. 31, 2015",37.19%
"July 31, 2015",34.70%
"June 30, 2015",25.76%
"May 31, 2015",25.76%
"April 30, 2015",25.76%
"March 31, 2015",25.76%
"Feb. 28, 2015",25.76%
"Jan. 31, 2015",25.76%
"Dec. 31, 2014",25.76%
"Nov. 30, 2014",25.76%
"Oct. 31, 2014",25.76%
"Sept. 30, 2014",14.64%
"Aug. 31, 2014",14.64%
"July 31, 2014",14.64%
"June 30, 2014",14.64%
"May 31, 2014",14.64%
"April 30, 2014",14.64%
"March 31, 2014",14.64%
"Feb. 28, 2014",14.64%
"Jan. 31, 2014",14.64%
"Dec. 31, 2013",14.64%
"Nov. 30, 2013",14.64%
"Oct. 31, 2013",14.64%
"Sept. 30, 2013",14.64%
"Aug. 31, 2013",14.64%
"July 31, 2013",14.64%
"June 30, 2013",14.64%
"May 31, 2013",11.86%
"April 30, 2013",7.02%
"March 31, 2013",7.02%
"Feb. 28, 2013",7.02%
"Jan. 31, 2013",7.02%
"Dec. 31, 2012",7.02%
"Nov. 30, 2012",7.02%
"Oct. 31, 2012",3.68%
"Sept. 30, 2012",0.22%
