date,eps_ttm
"Dec. 31, 2019",2.82
"Sept. 30, 2019",0.96
"June 30, 2019",1.51
"March 31, 2019",1.66
"Dec. 31, 2018",-3.15
"Sept. 30, 2018",-0.02
"June 30, 2018",-0.06
"March 31, 2018",-3.17
"Dec. 31, 2017",0.35
"Sept. 30, 2017",-8.17
"June 30, 2017",-9.01
"March 31, 2017",-5.95
"Dec. 31, 2016",-5.26
"Sept. 30, 2016",1.39
"June 30, 2016",1.45
"March 31, 2016",1.79
"Dec. 31, 2015",1.76
"Sept. 30, 2015",2.44
"June 30, 2015",
"March 31, 2015",
"Dec. 31, 2014",
"Sept. 30, 2014",
"June 30, 2014",1.75
"March 31, 2014",1.76
"Dec. 31, 2013",1.68
"Sept. 30, 2013",1.64
"June 30, 2013",1.24
"March 31, 2013",0.9692
"Dec. 31, 2012",0.6658
"Sept. 30, 2012",0.3706
"June 30, 2012",0.4839
"March 31, 2012",0.4758
"Dec. 31, 2011",0.4844
