date,price_target_upside
"March 19, 2020",104.1%
"March 18, 2020",156.6%
"March 17, 2020",99.71%
"March 16, 2020",106.9%
"March 13, 2020",72.87%
"March 12, 2020",90.08%
"March 11, 2020",47.36%
"March 10, 2020",34.91%
"March 9, 2020",52.45%
"March 6, 2020",29.47%
"March 5, 2020",21.56%
"March 4, 2020",19.48%
"March 3, 2020",22.03%
"March 2, 2020",20.49%
"Feb. 28, 2020",26.64%
"Feb. 27, 2020",25.25%
"Feb. 26, 2020",16.12%
"Feb. 25, 2020",16.63%
"Feb. 24, 2020",11.46%
"Feb. 21, 2020",10.28%
"Feb. 20, 2020",11.21%
"Feb. 19, 2020",12.54%
"Feb. 18, 2020",11.29%
"Feb. 14, 2020",10.14%
"Feb. 13, 2020",10.21%
"Feb. 12, 2020",9.64%
"Feb. 11, 2020",10.89%
"Feb. 10, 2020",12.84%
"Feb. 7, 2020",9.50%
"Feb. 6, 2020",8.21%
"Feb. 5, 2020",6.54%
"Feb. 4, 2020",6.74%
"Feb. 3, 2020",7.28%
"Jan. 31, 2020",9.78%
"Jan. 30, 2020",8.67%
"Jan. 29, 2020",7.84%
"Jan. 28, 2020",9.85%
"Jan. 27, 2020",8.18%
"Jan. 24, 2020",8.29%
"Jan. 23, 2020",6.37%
"Jan. 22, 2020",6.86%
"Jan. 21, 2020",5.58%
"Jan. 17, 2020",4.83%
"Jan. 16, 2020",6.30%
"Jan. 15, 2020",5.59%
"Jan. 14, 2020",5.89%
"Jan. 13, 2020",7.83%
"Jan. 10, 2020",8.63%
"Jan. 9, 2020",8.49%
"Jan. 8, 2020",7.90%
"Jan. 7, 2020",8.18%
"Jan. 6, 2020",8.35%
"Jan. 3, 2020",9.75%
"Jan. 2, 2020",10.32%
"Dec. 31, 2019",11.11%
"Dec. 30, 2019",11.70%
"Dec. 27, 2019",10.57%
"Dec. 26, 2019",10.00%
"Dec. 24, 2019",9.32%
"Dec. 23, 2019",10.10%
"Dec. 20, 2019",11.59%
"Dec. 19, 2019",9.64%
"Dec. 18, 2019",9.15%
"Dec. 17, 2019",9.04%
"Dec. 16, 2019",9.60%
"Dec. 13, 2019",10.07%
"Dec. 12, 2019",11.78%
"Dec. 11, 2019",12.53%
"Dec. 10, 2019",11.30%
"Dec. 9, 2019",10.72%
"Dec. 6, 2019",11.67%
"Dec. 5, 2019",12.00%
"Dec. 4, 2019",11.41%
"Dec. 3, 2019",9.93%
"Dec. 2, 2019",10.14%
"Nov. 29, 2019",8.41%
"Nov. 27, 2019",10.00%
"Nov. 26, 2019",8.41%
"Nov. 25, 2019",7.82%
"Nov. 22, 2019",7.75%
"Nov. 21, 2019",6.49%
"Nov. 20, 2019",6.96%
"Nov. 19, 2019",7.82%
"Nov. 18, 2019",6.89%
"Nov. 15, 2019",4.15%
"Nov. 14, 2019",5.91%
"Nov. 13, 2019",5.74%
"Nov. 12, 2019",7.33%
"Nov. 11, 2019",5.84%
"Nov. 8, 2019",5.58%
"Nov. 7, 2019",2.06%
"Nov. 6, 2019",0.61%
"Nov. 5, 2019",2.26%
"Nov. 4, 2019",0.00%
"Nov. 1, 2019",-2.57%
"Oct. 31, 2019",-1.81%
"Oct. 30, 2019",-1.14%
