date,operating_earning_yield
"March 19, 2020",42.45%
"March 18, 2020",53.37%
"March 17, 2020",41.53%
"March 16, 2020",40.97%
"March 13, 2020",33.51%
"March 12, 2020",36.85%
"March 11, 2020",28.24%
"March 10, 2020",25.61%
"March 9, 2020",28.94%
"March 6, 2020",24.25%
"March 5, 2020",22.76%
"March 4, 2020",22.22%
"March 3, 2020",22.70%
"March 2, 2020",22.41%
"Feb. 28, 2020",23.56%
"Feb. 27, 2020",23.30%
"Feb. 26, 2020",21.60%
"Feb. 25, 2020",21.69%
"Feb. 24, 2020",20.73%
"Feb. 21, 2020",20.51%
"Feb. 20, 2020",20.73%
"Feb. 19, 2020",21.03%
"Feb. 18, 2020",20.79%
"Feb. 14, 2020",20.58%
"Feb. 13, 2020",20.59%
"Feb. 12, 2020",20.49%
"Feb. 11, 2020",20.72%
"Feb. 10, 2020",21.08%
"Feb. 7, 2020",20.46%
"Feb. 6, 2020",20.31%
"Feb. 5, 2020",20.00%
"Feb. 4, 2020",20.04%
"Feb. 3, 2020",20.14%
"Jan. 31, 2020",20.47%
"Jan. 30, 2020",20.26%
"Jan. 29, 2020",20.10%
"Jan. 28, 2020",20.48%
"Jan. 27, 2020",20.17%
"Jan. 24, 2020",20.19%
"Jan. 23, 2020",19.83%
"Jan. 22, 2020",19.92%
"Jan. 21, 2020",19.68%
"Jan. 17, 2020",19.54%
"Jan. 16, 2020",19.82%
"Jan. 15, 2020",19.77%
"Jan. 14, 2020",19.83%
"Jan. 13, 2020",20.19%
"Jan. 10, 2020",20.34%
"Jan. 9, 2020",20.32%
"Jan. 8, 2020",20.21%
"Jan. 7, 2020",20.26%
"Jan. 6, 2020",20.29%
"Jan. 3, 2020",20.55%
"Jan. 2, 2020",20.66%
"Dec. 31, 2019",20.81%
"Dec. 30, 2019",15.59%
"Dec. 27, 2019",15.44%
"Dec. 26, 2019",15.36%
"Dec. 24, 2019",15.26%
"Dec. 23, 2019",15.37%
"Dec. 20, 2019",15.58%
"Dec. 19, 2019",15.31%
"Dec. 18, 2019",15.24%
"Dec. 17, 2019",15.26%
"Dec. 16, 2019",15.41%
"Dec. 13, 2019",15.47%
"Dec. 12, 2019",15.71%
"Dec. 11, 2019",15.82%
"Dec. 10, 2019",15.65%
"Dec. 9, 2019",15.56%
"Dec. 6, 2019",15.70%
"Dec. 5, 2019",15.74%
"Dec. 4, 2019",15.66%
"Dec. 3, 2019",15.45%
"Dec. 2, 2019",15.48%
"Nov. 29, 2019",15.24%
"Nov. 27, 2019",15.46%
"Nov. 26, 2019",15.24%
"Nov. 25, 2019",15.16%
"Nov. 22, 2019",15.18%
"Nov. 21, 2019",15.00%
"Nov. 20, 2019",15.07%
"Nov. 19, 2019",15.19%
"Nov. 18, 2019",15.06%
"Nov. 15, 2019",14.67%
"Nov. 14, 2019",14.96%
"Nov. 13, 2019",14.93%
"Nov. 12, 2019",15.16%
"Nov. 11, 2019",14.95%
"Nov. 8, 2019",14.91%
"Nov. 7, 2019",14.65%
"Nov. 6, 2019",14.47%
"Nov. 5, 2019",14.71%
"Nov. 4, 2019",14.38%
"Nov. 1, 2019",14.01%
"Oct. 31, 2019",14.12%
"Oct. 30, 2019",14.22%
"Oct. 29, 2019",14.34%
"Oct. 28, 2019",14.48%
"Oct. 25, 2019",14.50%
"Oct. 24, 2019",14.52%
"Oct. 23, 2019",14.50%
"Oct. 22, 2019",14.69%
"Oct. 21, 2019",14.66%
"Oct. 18, 2019",14.61%
"Oct. 17, 2019",14.77%
"Oct. 16, 2019",14.95%
"Oct. 15, 2019",14.91%
"Oct. 14, 2019",15.02%
"Oct. 11, 2019",15.06%
"Oct. 10, 2019",15.20%
"Oct. 9, 2019",15.25%
"Oct. 8, 2019",15.05%
"Oct. 7, 2019",15.16%
"Oct. 4, 2019",15.19%
"Oct. 3, 2019",15.26%
"Oct. 2, 2019",15.31%
"Oct. 1, 2019",15.25%
"Sept. 30, 2019",15.09%
"Sept. 27, 2019",16.51%
"Sept. 26, 2019",16.76%
"Sept. 25, 2019",16.65%
"Sept. 24, 2019",16.46%
"Sept. 23, 2019",16.29%
"Sept. 20, 2019",16.32%
"Sept. 19, 2019",16.52%
"Sept. 18, 2019",16.57%
