date,ca_score
"Dec. 31, 2019",-1.147
"Sept. 30, 2019",-1.265
"June 30, 2019",-1.166
"March 31, 2019",-1.097
"Dec. 31, 2018",-1.394
"Sept. 30, 2018",-1.525
"June 30, 2018",-1.755
"March 31, 2018",-2.019
"Dec. 31, 2017",-2.094
"Sept. 30, 2017",-2.145
"June 30, 2017",-2.232
"March 31, 2017",-2.212
"Dec. 31, 2016",-2.179
"Sept. 30, 2016",-2.388
"June 30, 2016",-2.156
"March 31, 2016",-1.804
"Dec. 31, 2015",-1.645
"Sept. 30, 2015",
"June 30, 2015",
"March 31, 2015",
"Dec. 31, 2014",
"Sept. 30, 2014",
"June 30, 2014",2.341
"March 31, 2014",2.270
"Dec. 31, 2013",2.369
"Sept. 30, 2013",2.520
"June 30, 2013",3.165
"March 31, 2013",3.901
"Dec. 31, 2012",4.51
"Sept. 30, 2012",5.108
"June 30, 2012",5.800
