date,quality_ratio
"Dec. 31, 2019",0.2277
"Sept. 30, 2019",0.2108
"June 30, 2019",0.2227
"March 31, 2019",0.2357
"Dec. 31, 2018",0.1983
"Sept. 30, 2018",0.1917
"June 30, 2018",0.1718
"March 31, 2018",0.1497
"Dec. 31, 2017",0.1315
"Sept. 30, 2017",0.1589
"June 30, 2017",0.1429
"March 31, 2017",0.1376
"Dec. 31, 2016",0.1653
"Sept. 30, 2016",0.047
"June 30, 2016",0.10
"March 31, 2016",0.1759
"Dec. 31, 2015",0.1802
"Sept. 30, 2015",
"June 30, 2015",
"March 31, 2015",
"Dec. 31, 2014",
"Sept. 30, 2014",
"June 30, 2014",0.1994
"March 31, 2014",0.1937
"Dec. 31, 2013",0.1865
"Sept. 30, 2013",0.1801
"June 30, 2013",0.1788
"March 31, 2013",0.1848
"Dec. 31, 2012",0.1848
"Sept. 30, 2012",0.1826
"June 30, 2012",0.1892
