date,sales_est_0q
"March 18, 2020",3.922B
"March 17, 2020",3.936B
"March 12, 2020",3.926B
"Feb. 25, 2020",3.906B
"Feb. 21, 2020",3.933B
"Feb. 20, 2020",4.044B
"Feb. 3, 2020",4.013B
"Jan. 18, 2020",4.004B
"Jan. 15, 2020",3.995B
"Dec. 31, 2019",4.067B
"Dec. 17, 2019",4.069B
"Dec. 16, 2019",4.076B
"Dec. 5, 2019",4.069B
"Nov. 8, 2019",4.091B
"Nov. 7, 2019",4.110B
"Nov. 6, 2019",3.820B
"Oct. 28, 2019",3.977B
"Oct. 8, 2019",4.081B
"Oct. 5, 2019",4.216B
"Sept. 30, 2019",4.408B
"Sept. 26, 2019",4.539B
"Aug. 12, 2019",4.460B
"Aug. 9, 2019",4.506B
"Aug. 8, 2019",4.568B
"Aug. 5, 2019",4.323B
"July 19, 2019",4.235B
"June 30, 2019",4.173B
"June 26, 2019",3.998B
"May 21, 2019",4.042B
"May 10, 2019",4.028B
"May 9, 2019",4.096B
"May 6, 2019",4.167B
"April 25, 2019",4.090B
"April 15, 2019",4.111B
"March 31, 2019",3.784B
"March 30, 2019",3.694B
"March 25, 2019",3.705B
"March 6, 2019",3.705B
"Feb. 25, 2019",3.784B
"Feb. 22, 2019",3.969B
"Feb. 21, 2019",3.984B
"Feb. 13, 2019",4.041B
"Jan. 19, 2019",3.832B
"Jan. 15, 2019",3.830B
"Jan. 11, 2019",3.798B
"Jan. 2, 2019",3.858B
"Dec. 31, 2018",4.427B
"Dec. 20, 2018",4.521B
"Dec. 13, 2018",4.526B
"Dec. 12, 2018",4.482B
"Dec. 6, 2018",4.527B
"Nov. 30, 2018",4.603B
"Nov. 21, 2018",4.730B
"Nov. 12, 2018",4.695B
"Nov. 9, 2018",4.692B
"Nov. 8, 2018",4.535B
"Oct. 19, 2018",4.530B
"Oct. 12, 2018",4.458B
"Oct. 9, 2018",4.427B
"Oct. 4, 2018",4.428B
"Sept. 30, 2018",4.591B
"Sept. 13, 2018",4.535B
"Sept. 12, 2018",4.494B
"Aug. 28, 2018",4.534B
"Aug. 24, 2018",4.509B
"Aug. 16, 2018",4.451B
"Aug. 10, 2018",4.381B
"Aug. 9, 2018",4.265B
"July 25, 2018",4.013B
"July 3, 2018",3.992B
"June 30, 2018",3.995B
"June 20, 2018",3.942B
"June 4, 2018",3.898B
"May 18, 2018",3.880B
"May 14, 2018",3.777B
"May 12, 2018",3.790B
"May 11, 2018",3.768B
"May 10, 2018",3.890B
"May 9, 2018",3.179B
"April 13, 2018",3.098B
"April 5, 2018",3.179B
"March 31, 2018",3.004B
"March 14, 2018",3.034B
"March 10, 2018",3.033B
"Feb. 28, 2018",3.032B
"Feb. 27, 2018",3.078B
"Feb. 26, 2018",3.184B
"Feb. 22, 2018",3.262B
"Feb. 6, 2018",2.980B
"Jan. 29, 2018",2.982B
"Jan. 26, 2018",3.215B
"Jan. 25, 2018",3.202B
"Jan. 19, 2018",3.192B
"Jan. 11, 2018",3.187B
"Jan. 4, 2018",3.111B
