date,days_inventory_outstanding
"Dec. 31, 2019",10.06
"Sept. 30, 2019",9.398
"June 30, 2019",8.700
"March 31, 2019",10.52
"Dec. 31, 2018",10.41
"Sept. 30, 2018",9.531
"June 30, 2018",9.450
"March 31, 2018",11.36
"Dec. 31, 2017",13.35
"Sept. 30, 2017",11.87
"June 30, 2017",15.04
"March 31, 2017",16.72
"Dec. 31, 2016",11.75
"Sept. 30, 2016",22.77
"June 30, 2016",20.24
"March 31, 2016",13.69
"Dec. 31, 2015",-26.37
"Sept. 30, 2015",7.424
"June 30, 2015",4.135
"March 31, 2015",5.765
"Dec. 31, 2014",
"Sept. 30, 2014",
"June 30, 2014",2.52
"March 31, 2014",1.792
"Dec. 31, 2013",1.109
"Sept. 30, 2013",1.504
"June 30, 2013",1.917
"March 31, 2013",1.146
"Dec. 31, 2012",0.2556
"Sept. 30, 2012",0.5706
"June 30, 2012",0.9617
"March 31, 2012",0.8047
