date,us_gas_price
"May 15, 2000",1.531
"May 8, 2000",1.495
"May 1, 2000",1.461
"April 24, 2000",1.478
"April 17, 2000",1.486
"April 10, 2000",1.516
"April 3, 2000",1.543
"March 27, 2000",1.549
"March 20, 2000",1.569
"March 13, 2000",1.566
"March 6, 2000",1.539
"Feb. 28, 2000",1.458
"Feb. 21, 2000",1.443
"Feb. 14, 2000",1.394
"Feb. 7, 2000",1.364
"Jan. 31, 2000",1.355
"Jan. 24, 2000",1.354
"Jan. 17, 2000",1.318
"Jan. 10, 2000",1.304
"Jan. 3, 2000",1.312
"Dec. 27, 1999",1.314
"Dec. 20, 1999",1.31
"Dec. 13, 1999",1.315
"Dec. 6, 1999",1.313
"Nov. 29, 1999",1.315
"Nov. 22, 1999",1.309
"Nov. 15, 1999",1.292
"Nov. 8, 1999",1.274
"Nov. 1, 1999",1.271
"Oct. 25, 1999",1.277
"Oct. 18, 1999",1.277
"Oct. 11, 1999",1.29
"Oct. 4, 1999",1.296
"Sept. 27, 1999",1.302
"Sept. 20, 1999",1.307
"Sept. 13, 1999",1.29
"Sept. 6, 1999",1.282
"Aug. 30, 1999",1.273
"Aug. 23, 1999",1.273
"Aug. 16, 1999",1.275
"Aug. 9, 1999",1.246
"Aug. 2, 1999",1.234
"July 26, 1999",1.232
"July 19, 1999",1.208
"July 12, 1999",1.182
"July 5, 1999",1.165
"June 28, 1999",1.153
"June 21, 1999",1.163
"June 14, 1999",1.148
"June 7, 1999",1.152
"May 31, 1999",1.151
"May 24, 1999",1.166
"May 17, 1999",1.18
"May 10, 1999",1.18
"May 3, 1999",1.176
"April 26, 1999",1.171
"April 19, 1999",1.175
"April 12, 1999",1.179
"April 5, 1999",1.158
"March 29, 1999",1.121
"March 22, 1999",1.056
"March 15, 1999",1.017
"March 8, 1999",0.963
"March 1, 1999",0.955
"Feb. 22, 1999",0.949
"Feb. 15, 1999",0.96
"Feb. 8, 1999",0.968
"Feb. 1, 1999",0.971
"Jan. 25, 1999",0.977
"Jan. 18, 1999",0.985
"Jan. 11, 1999",0.982
"Jan. 4, 1999",0.977
"Dec. 28, 1998",0.979
"Dec. 21, 1998",0.986
"Dec. 14, 1998",0.987
"Dec. 7, 1998",0.996
"Nov. 30, 1998",1.015
"Nov. 23, 1998",1.03
"Nov. 16, 1998",1.037
"Nov. 9, 1998",1.048
"Nov. 2, 1998",1.05
"Oct. 26, 1998",1.055
"Oct. 19, 1998",1.058
"Oct. 12, 1998",1.063
"Oct. 5, 1998",1.059
"Sept. 28, 1998",1.053
"Sept. 21, 1998",1.053
"Sept. 14, 1998",1.042
"Sept. 7, 1998",1.046
"Aug. 31, 1998",1.053
"Aug. 24, 1998",1.058
"Aug. 17, 1998",1.065
"Aug. 10, 1998",1.072
"Aug. 3, 1998",1.077
"July 27, 1998",1.088
"July 20, 1998",1.097
"July 13, 1998",1.092
"July 6, 1998",1.097
"June 29, 1998",1.096
"June 22, 1998",1.096
"June 15, 1998",1.104
"June 8, 1998",1.113
"June 1, 1998",1.104
"May 25, 1998",1.108
"May 18, 1998",1.109
"May 11, 1998",1.109
"May 4, 1998",1.095
"April 27, 1998",1.086
"April 20, 1998",1.075
"April 13, 1998",1.072
"April 6, 1998",1.074
"March 30, 1998",1.077
"March 23, 1998",1.047
"March 16, 1998",1.055
"March 9, 1998",1.065
"March 2, 1998",1.075
"Feb. 23, 1998",1.09
"Feb. 16, 1998",1.085
"Feb. 9, 1998",1.101
"Feb. 2, 1998",1.108
"Jan. 26, 1998",1.112
"Jan. 19, 1998",1.129
"Jan. 12, 1998",1.14
"Jan. 5, 1998",1.148
"Dec. 29, 1997",1.158
"Dec. 22, 1997",1.167
"Dec. 15, 1997",1.176
"Dec. 8, 1997",1.187
"Dec. 1, 1997",1.197
"Nov. 24, 1997",1.207
"Nov. 17, 1997",1.213
"Nov. 10, 1997",1.222
"Nov. 3, 1997",1.221
"Oct. 27, 1997",1.228
"Oct. 20, 1997",1.238
"Oct. 13, 1997",1.248
"Oct. 6, 1997",1.254
"Sept. 29, 1997",1.255
"Sept. 22, 1997",1.269
"Sept. 15, 1997",1.281
"Sept. 8, 1997",1.288
"Sept. 1, 1997",1.287
"Aug. 25, 1997",1.288
"Aug. 18, 1997",1.274
"Aug. 11, 1997",1.272
"Aug. 4, 1997",1.237
"July 28, 1997",1.216
"July 21, 1997",1.222
"July 14, 1997",1.219
"July 7, 1997",1.222
"June 30, 1997",1.226
"June 23, 1997",1.232
"June 16, 1997",1.242
"June 9, 1997",1.251
"June 2, 1997",1.258
"May 26, 1997",1.255
"May 19, 1997",1.247
"May 12, 1997",1.238
"May 5, 1997",1.238
"April 28, 1997",1.24
"April 21, 1997",1.245
"April 14, 1997",1.244
"April 7, 1997",1.248
"March 31, 1997",1.246
"March 24, 1997",1.25
"March 17, 1997",1.246
"March 10, 1997",1.253
"March 3, 1997",1.261
"Feb. 24, 1997",1.27
"Feb. 17, 1997",1.273
"Feb. 10, 1997",1.28
"Feb. 3, 1997",1.282
"Jan. 27, 1997",1.284
"Jan. 20, 1997",1.287
"Jan. 13, 1997",1.287
"Jan. 6, 1997",1.272
"Dec. 30, 1996",1.274
"Dec. 23, 1996",1.278
"Dec. 16, 1996",1.283
"Dec. 9, 1996",1.287
"Dec. 2, 1996",1.287
"Nov. 25, 1996",1.289
"Nov. 18, 1996",1.282
"Nov. 11, 1996",1.272
"Nov. 4, 1996",1.268
"Oct. 28, 1996",1.26
"Oct. 21, 1996",1.249
"Oct. 14, 1996",1.248
"Oct. 7, 1996",1.239
"Sept. 30, 1996",1.245
"Sept. 23, 1996",1.251
"Sept. 16, 1996",1.25
"Sept. 9, 1996",1.247
"Sept. 2, 1996",1.242
"Aug. 26, 1996",1.253
"Aug. 19, 1996",1.249
"Aug. 12, 1996",1.248
"Aug. 5, 1996",1.253
"July 29, 1996",1.263
"July 22, 1996",1.272
"July 15, 1996",1.273
"July 8, 1996",1.276
"July 1, 1996",1.279
"June 24, 1996",1.289
"June 17, 1996",1.302
"June 10, 1996",1.307
"June 3, 1996",1.315
"May 27, 1996",1.321
"May 20, 1996",1.33
"May 13, 1996",1.323
"May 6, 1996",1.321
"April 29, 1996",1.318
"April 22, 1996",1.301
"April 15, 1996",1.287
"April 8, 1996",1.248
"April 1, 1996",1.223
"March 25, 1996",1.21
"March 18, 1996",1.181
"March 11, 1996",1.171
"March 4, 1996",1.17
"Feb. 26, 1996",1.153
"Feb. 19, 1996",1.133
"Feb. 12, 1996",1.126
"Feb. 5, 1996",1.13
"Jan. 29, 1996",1.133
"Jan. 22, 1996",1.138
"Jan. 15, 1996",1.145
"Jan. 8, 1996",1.139
"Jan. 1, 1996",1.129
"Dec. 25, 1995",1.128
"Dec. 18, 1995",1.124
"Dec. 11, 1995",1.11
"Dec. 4, 1995",1.108
"Nov. 27, 1995",1.107
"Nov. 20, 1995",1.106
"Nov. 13, 1995",1.109
"Nov. 6, 1995",1.112
"Oct. 30, 1995",1.115
"Oct. 23, 1995",1.125
"Oct. 16, 1995",1.133
"Oct. 9, 1995",1.144
"Oct. 2, 1995",1.151
"Sept. 25, 1995",1.156
"Sept. 18, 1995",1.157
"Sept. 11, 1995",1.158
"Sept. 4, 1995",1.16
"Aug. 28, 1995",1.163
"Aug. 21, 1995",1.171
"Aug. 14, 1995",1.172
"Aug. 7, 1995",1.174
"July 31, 1995",1.179
"July 24, 1995",1.191
"July 17, 1995",1.20
"July 10, 1995",1.212
"July 3, 1995",1.222
"June 26, 1995",1.229
"June 19, 1995",1.236
"June 12, 1995",1.243
"June 5, 1995",1.246
"May 29, 1995",1.246
"May 22, 1995",1.244
"May 15, 1995",1.226
"May 8, 1995",1.216
"May 1, 1995",1.194
"April 24, 1995",1.184
"April 17, 1995",1.163
"April 10, 1995",1.149
"April 3, 1995",1.133
"March 27, 1995",1.121
"March 20, 1995",1.114
"March 13, 1995",1.116
"March 6, 1995",1.123
"Feb. 27, 1995",1.121
"Feb. 20, 1995",1.115
"Feb. 13, 1995",1.121
"Feb. 6, 1995",1.124
"Jan. 30, 1995",1.131
"Jan. 23, 1995",1.132
"Jan. 16, 1995",1.126
"Jan. 9, 1995",1.134
"Jan. 2, 1995",1.127
"Dec. 26, 1994",1.125
"Dec. 19, 1994",1.134
"Dec. 12, 1994",1.131
"Dec. 5, 1994",1.127
"Nov. 28, 1994",1.117
"Nov. 21, 1994",1.113
"Nov. 14, 1994",1.122
"Nov. 7, 1994",1.123
"Oct. 31, 1994",1.121
"Oct. 24, 1994",1.107
"Oct. 17, 1994",1.106
"Oct. 10, 1994",1.114
"Oct. 3, 1994",1.12
"Sept. 26, 1994",1.129
"Sept. 19, 1994",1.14
"Sept. 12, 1994",1.15
"Sept. 5, 1994",1.156
"Aug. 29, 1994",1.161
"Aug. 22, 1994",1.165
"Aug. 15, 1994",1.161
"Aug. 8, 1994",1.157
"Aug. 1, 1994",1.13
"July 25, 1994",1.114
"July 18, 1994",1.109
"July 11, 1994",1.103
"July 4, 1994",1.097
"June 27, 1994",1.095
"June 20, 1994",1.079
"June 13, 1994",1.073
"June 6, 1994",1.065
"May 30, 1994",1.056
"May 23, 1994",1.05
"May 16, 1994",1.046
"May 9, 1994",1.045
"May 2, 1994",1.04
"April 25, 1994",1.037
"April 18, 1994",1.033
"April 11, 1994",1.028
"April 4, 1994",1.011
"March 28, 1994",1.012
"March 21, 1994",1.007
"March 14, 1994",1.005
"March 7, 1994",1.007
"Feb. 28, 1994",1.004
"Feb. 21, 1994",1.009
"Feb. 14, 1994",1.016
"Feb. 7, 1994",1.007
"Jan. 31, 1994",1.005
"Jan. 24, 1994",0.999
"Jan. 17, 1994",1.001
"Jan. 10, 1994",0.995
"Jan. 3, 1994",0.992
"Dec. 27, 1993",0.999
"Dec. 20, 1993",1.003
"Dec. 13, 1993",1.018
"Dec. 6, 1993",1.036
"Nov. 29, 1993",1.051
"Nov. 22, 1993",1.058
"Nov. 15, 1993",1.064
"Nov. 8, 1993",1.075
"Nov. 1, 1993",1.084
"Oct. 25, 1993",1.092
"Oct. 18, 1993",1.093
"Oct. 11, 1993",1.09
"Oct. 4, 1993",1.092
"Sept. 27, 1993",1.047
"Sept. 20, 1993",1.045
"Sept. 13, 1993",1.051
"Sept. 6, 1993",1.055
"Aug. 30, 1993",1.062
"Aug. 23, 1993",1.065
"Aug. 16, 1993",1.059
"Aug. 9, 1993",1.06
"Aug. 2, 1993",1.062
"July 26, 1993",1.069
"July 19, 1993",1.075
"July 12, 1993",1.081
"July 5, 1993",1.086
"June 28, 1993",1.089
"June 21, 1993",1.095
"June 14, 1993",1.101
"June 7, 1993",1.104
"May 31, 1993",1.107
"May 24, 1993",1.106
"May 17, 1993",1.106
"May 10, 1993",1.097
"May 3, 1993",1.086
"April 26, 1993",1.086
"April 19, 1993",1.079
"April 12, 1993",1.079
"April 5, 1993",1.068
