date,vix_volatility_index
"Sept. 13, 2012",15.60
"Sept. 12, 2012",15.59
"Sept. 11, 2012",16.11
"Sept. 10, 2012",14.27
"Sept. 7, 2012",15.60
"Sept. 6, 2012",17.30
"Sept. 5, 2012",17.38
"Sept. 4, 2012",18.65
"Aug. 31, 2012",17.25
"Aug. 30, 2012",17.48
"Aug. 29, 2012",16.61
"Aug. 28, 2012",16.32
"Aug. 27, 2012",16.15
"Aug. 24, 2012",15.99
"Aug. 23, 2012",15.00
"Aug. 22, 2012",15.32
"Aug. 21, 2012",14.10
"Aug. 20, 2012",14.11
"Aug. 17, 2012",14.23
"Aug. 16, 2012",14.88
"Aug. 15, 2012",14.82
"Aug. 14, 2012",13.91
"Aug. 13, 2012",14.09
"Aug. 10, 2012",15.34
"Aug. 9, 2012",15.39
"Aug. 8, 2012",16.46
"Aug. 7, 2012",15.55
"Aug. 6, 2012",15.85
"Aug. 3, 2012",16.05
"Aug. 2, 2012",19.05
"Aug. 1, 2012",18.80
"July 31, 2012",18.40
"July 30, 2012",17.55
"July 27, 2012",17.11
"July 26, 2012",17.68
"July 25, 2012",19.79
"July 24, 2012",18.38
"July 23, 2012",20.41
"July 20, 2012",16.65
"July 19, 2012",16.06
"July 18, 2012",16.81
"July 17, 2012",16.72
"July 16, 2012",17.31
"July 13, 2012",17.78
"July 12, 2012",18.82
"July 11, 2012",17.98
"July 10, 2012",17.51
"July 9, 2012",18.17
"July 6, 2012",18.20
"July 5, 2012",17.61
"July 3, 2012",16.67
"July 2, 2012",17.62
"June 29, 2012",17.52
"June 28, 2012",20.33
"June 27, 2012",19.55
"June 26, 2012",20.01
"June 25, 2012",20.47
"June 22, 2012",18.65
"June 21, 2012",16.89
"June 20, 2012",17.96
"June 19, 2012",17.66
"June 18, 2012",21.76
"June 15, 2012",22.47
"June 14, 2012",24.19
"June 13, 2012",22.93
"June 12, 2012",23.15
"June 11, 2012",19.87
"June 8, 2012",22.54
"June 7, 2012",21.00
"June 6, 2012",23.76
"June 5, 2012",25.90
"June 4, 2012",26.35
"June 1, 2012",25.87
"May 31, 2012",23.83
"May 30, 2012",22.68
"May 29, 2012",21.70
"May 25, 2012",22.05
"May 24, 2012",22.00
"May 23, 2012",23.32
"May 22, 2012",21.76
"May 21, 2012",24.88
"May 18, 2012",23.27
"May 17, 2012",21.99
"May 16, 2012",21.54
"May 15, 2012",21.43
"May 14, 2012",21.47
"May 11, 2012",19.93
"May 10, 2012",19.25
"May 9, 2012",20.65
"May 8, 2012",19.44
"May 7, 2012",19.80
"May 4, 2012",18.03
"May 3, 2012",16.90
"May 2, 2012",17.25
"May 1, 2012",17.27
"April 30, 2012",17.04
"April 27, 2012",15.83
"April 26, 2012",16.97
"April 25, 2012",17.05
"April 24, 2012",19.22
"April 23, 2012",20.22
"April 20, 2012",17.92
"April 19, 2012",18.51
"April 18, 2012",19.02
"April 17, 2012",18.66
"April 16, 2012",18.87
"April 13, 2012",17.95
"April 12, 2012",19.63
"April 11, 2012",19.22
"April 10, 2012",19.10
"April 9, 2012",18.94
"April 5, 2012",17.02
"April 4, 2012",17.07
"April 3, 2012",15.61
"April 2, 2012",16.35
"March 30, 2012",14.88
"March 29, 2012",16.84
"March 28, 2012",15.58
"March 27, 2012",14.52
"March 26, 2012",14.51
"March 23, 2012",15.65
"March 22, 2012",16.04
"March 21, 2012",14.72
"March 20, 2012",15.82
"March 19, 2012",15.42
"March 16, 2012",14.43
"March 15, 2012",15.32
"March 14, 2012",14.42
"March 13, 2012",14.00
"March 12, 2012",15.79
"March 9, 2012",17.16
"March 8, 2012",18.08
"March 7, 2012",20.43
"March 6, 2012",20.57
"March 5, 2012",18.27
"March 2, 2012",17.65
"March 1, 2012",18.02
"Feb. 29, 2012",17.80
"Feb. 28, 2012",18.67
"Feb. 27, 2012",19.10
"Feb. 24, 2012",16.68
"Feb. 23, 2012",18.73
"Feb. 22, 2012",18.85
"Feb. 21, 2012",18.41
"Feb. 17, 2012",18.73
"Feb. 16, 2012",21.59
"Feb. 15, 2012",19.74
"Feb. 14, 2012",19.45
"Feb. 13, 2012",19.64
"Feb. 10, 2012",20.10
"Feb. 9, 2012",18.12
"Feb. 8, 2012",17.79
"Feb. 7, 2012",17.93
"Feb. 6, 2012",17.98
"Feb. 3, 2012",16.84
"Feb. 2, 2012",18.38
"Feb. 1, 2012",18.68
"Jan. 31, 2012",19.07
"Jan. 30, 2012",20.33
"Jan. 27, 2012",19.16
"Jan. 26, 2012",17.96
"Jan. 25, 2012",19.35
"Jan. 24, 2012",19.76
"Jan. 23, 2012",19.22
"Jan. 20, 2012",19.91
"Jan. 19, 2012",20.49
"Jan. 18, 2012",23.20
"Jan. 17, 2012",20.90
"Jan. 13, 2012",21.41
"Jan. 12, 2012",21.01
"Jan. 11, 2012",21.18
"Jan. 10, 2012",20.14
"Jan. 9, 2012",21.67
"Jan. 6, 2012",21.24
"Jan. 5, 2012",22.75
"Jan. 4, 2012",23.44
"Jan. 3, 2012",22.95
"Dec. 30, 2011",22.86
"Dec. 29, 2011",23.52
"Dec. 28, 2011",22.12
"Dec. 27, 2011",22.58
"Dec. 23, 2011",21.10
"Dec. 22, 2011",21.08
"Dec. 21, 2011",22.52
"Dec. 20, 2011",23.56
"Dec. 19, 2011",25.14
"Dec. 16, 2011",24.16
"Dec. 15, 2011",24.38
"Dec. 14, 2011",26.16
"Dec. 13, 2011",24.72
"Dec. 12, 2011",26.78
"Dec. 9, 2011",29.61
"Dec. 8, 2011",29.63
"Dec. 7, 2011",28.61
"Dec. 6, 2011",27.91
"Dec. 5, 2011",26.74
"Dec. 2, 2011",26.26
"Dec. 1, 2011",27.63
"Nov. 30, 2011",27.72
"Nov. 29, 2011",31.76
"Nov. 28, 2011",31.93
"Nov. 25, 2011",34.61
"Nov. 23, 2011",32.91
"Nov. 22, 2011",33.12
"Nov. 21, 2011",34.59
"Nov. 18, 2011",33.16
"Nov. 17, 2011",33.15
"Nov. 16, 2011",32.66
"Nov. 15, 2011",31.74
"Nov. 14, 2011",31.42
"Nov. 11, 2011",29.91
"Nov. 10, 2011",33.09
"Nov. 9, 2011",31.32
"Nov. 8, 2011",29.34
"Nov. 7, 2011",29.85
"Nov. 4, 2011",30.16
"Nov. 3, 2011",30.50
"Nov. 2, 2011",32.74
"Nov. 1, 2011",34.77
"Oct. 31, 2011",29.96
"Oct. 28, 2011",24.53
"Oct. 27, 2011",25.46
"Oct. 26, 2011",29.86
"Oct. 25, 2011",32.22
"Oct. 24, 2011",29.26
"Oct. 21, 2011",31.32
"Oct. 20, 2011",34.78
"Oct. 19, 2011",34.44
"Oct. 18, 2011",31.56
"Oct. 17, 2011",33.39
"Oct. 14, 2011",28.24
"Oct. 13, 2011",30.70
"Oct. 12, 2011",31.26
"Oct. 11, 2011",32.86
"Oct. 10, 2011",33.02
"Oct. 7, 2011",36.20
"Oct. 6, 2011",36.27
"Oct. 5, 2011",37.81
"Oct. 4, 2011",40.82
"Oct. 3, 2011",45.45
"Sept. 30, 2011",42.96
"Sept. 29, 2011",38.84
"Sept. 28, 2011",41.08
"Sept. 27, 2011",37.71
"Sept. 26, 2011",39.02
"Sept. 23, 2011",41.25
"Sept. 22, 2011",41.35
"Sept. 21, 2011",37.32
"Sept. 20, 2011",32.86
"Sept. 19, 2011",32.73
"Sept. 16, 2011",30.98
"Sept. 15, 2011",31.97
"Sept. 14, 2011",34.60
"Sept. 13, 2011",36.91
"Sept. 12, 2011",38.59
"Sept. 9, 2011",38.52
"Sept. 8, 2011",34.32
"Sept. 7, 2011",33.38
"Sept. 6, 2011",37.00
"Sept. 2, 2011",33.92
"Sept. 1, 2011",31.82
"Aug. 31, 2011",31.62
"Aug. 30, 2011",32.89
"Aug. 29, 2011",32.28
"Aug. 26, 2011",35.59
"Aug. 25, 2011",39.76
"Aug. 24, 2011",35.90
"Aug. 23, 2011",36.27
"Aug. 22, 2011",42.44
"Aug. 19, 2011",43.05
"Aug. 18, 2011",42.67
"Aug. 17, 2011",31.58
"Aug. 16, 2011",32.85
"Aug. 15, 2011",31.87
"Aug. 12, 2011",36.36
"Aug. 11, 2011",39.00
"Aug. 10, 2011",42.99
"Aug. 9, 2011",35.06
"Aug. 8, 2011",48.00
"Aug. 5, 2011",32.00
"Aug. 4, 2011",31.66
"Aug. 3, 2011",23.38
"Aug. 2, 2011",24.79
"Aug. 1, 2011",23.66
"July 29, 2011",25.25
"July 28, 2011",23.74
"July 27, 2011",22.98
"July 26, 2011",20.23
"July 25, 2011",19.35
"July 22, 2011",17.52
"July 21, 2011",17.56
"July 20, 2011",19.09
"July 19, 2011",19.21
"July 18, 2011",20.95
"July 15, 2011",19.53
"July 14, 2011",20.80
"July 13, 2011",19.91
"July 12, 2011",19.87
"July 11, 2011",18.39
"July 8, 2011",15.95
"July 7, 2011",15.95
"July 6, 2011",16.34
"July 5, 2011",16.06
"July 1, 2011",15.87
"June 30, 2011",16.52
"June 29, 2011",17.27
"June 28, 2011",19.17
"June 27, 2011",20.56
"June 24, 2011",21.10
"June 23, 2011",19.29
"June 22, 2011",18.52
"June 21, 2011",18.86
"June 20, 2011",19.99
"June 17, 2011",21.85
"June 16, 2011",22.73
"June 15, 2011",21.32
"June 14, 2011",18.26
"June 13, 2011",19.61
"June 10, 2011",18.86
"June 9, 2011",17.77
"June 8, 2011",18.79
"June 7, 2011",18.07
"June 6, 2011",18.49
"June 3, 2011",17.95
"June 2, 2011",18.09
"June 1, 2011",18.30
"May 31, 2011",15.45
"May 27, 2011",15.98
"May 26, 2011",16.09
"May 25, 2011",17.07
"May 24, 2011",17.82
"May 23, 2011",18.27
"May 20, 2011",17.43
"May 19, 2011",15.52
"May 18, 2011",16.23
"May 17, 2011",17.55
"May 16, 2011",18.24
"May 13, 2011",17.07
"May 12, 2011",16.03
"May 11, 2011",16.95
"May 10, 2011",15.91
"May 9, 2011",17.16
"May 6, 2011",18.40
"May 5, 2011",18.20
"May 4, 2011",17.08
"May 3, 2011",16.70
"May 2, 2011",15.99
"April 29, 2011",14.75
"April 28, 2011",14.62
"April 27, 2011",15.35
"April 26, 2011",15.62
"April 25, 2011",15.77
"April 21, 2011",14.69
"April 20, 2011",15.07
"April 19, 2011",15.83
"April 18, 2011",16.96
"April 15, 2011",15.32
"April 14, 2011",16.27
"April 13, 2011",16.92
"April 12, 2011",17.09
"April 11, 2011",16.59
"April 8, 2011",17.87
"April 7, 2011",17.11
"April 6, 2011",16.90
"April 5, 2011",17.25
"April 4, 2011",17.50
"April 1, 2011",17.40
"March 31, 2011",17.74
"March 30, 2011",17.71
"March 29, 2011",18.16
"March 28, 2011",19.44
"March 25, 2011",17.91
"March 24, 2011",18.00
"March 23, 2011",19.17
"March 22, 2011",20.21
"March 21, 2011",20.61
"March 18, 2011",24.44
"March 17, 2011",26.37
"March 16, 2011",29.40
"March 15, 2011",24.32
"March 14, 2011",21.13
"March 11, 2011",20.08
"March 10, 2011",21.88
"March 9, 2011",20.22
"March 8, 2011",19.82
"March 7, 2011",20.66
"March 4, 2011",19.06
"March 3, 2011",18.60
"March 2, 2011",20.70
"March 1, 2011",21.01
"Feb. 28, 2011",18.35
"Feb. 25, 2011",19.22
"Feb. 24, 2011",21.32
"Feb. 23, 2011",22.13
"Feb. 22, 2011",20.80
"Feb. 18, 2011",16.43
"Feb. 17, 2011",16.59
"Feb. 16, 2011",16.72
"Feb. 15, 2011",16.37
"Feb. 14, 2011",15.95
"Feb. 11, 2011",15.69
"Feb. 10, 2011",16.09
"Feb. 9, 2011",15.87
"Feb. 8, 2011",15.81
"Feb. 7, 2011",16.28
"Feb. 4, 2011",15.93
"Feb. 3, 2011",16.69
"Feb. 2, 2011",17.30
"Feb. 1, 2011",17.63
"Jan. 31, 2011",19.53
"Jan. 28, 2011",20.04
"Jan. 27, 2011",16.15
"Jan. 26, 2011",16.64
"Jan. 25, 2011",17.59
"Jan. 24, 2011",17.65
"Jan. 21, 2011",18.47
"Jan. 20, 2011",17.99
"Jan. 19, 2011",17.31
"Jan. 18, 2011",15.87
"Jan. 14, 2011",15.46
"Jan. 13, 2011",16.39
"Jan. 12, 2011",16.24
"Jan. 11, 2011",16.89
"Jan. 10, 2011",17.54
"Jan. 7, 2011",17.14
"Jan. 6, 2011",17.40
"Jan. 5, 2011",17.02
"Jan. 4, 2011",17.38
"Jan. 3, 2011",17.61
"Dec. 31, 2010",17.75
"Dec. 30, 2010",17.52
"Dec. 29, 2010",17.28
"Dec. 28, 2010",17.52
"Dec. 27, 2010",17.67
"Dec. 23, 2010",16.47
"Dec. 22, 2010",15.45
"Dec. 21, 2010",16.49
"Dec. 20, 2010",16.41
"Dec. 17, 2010",16.11
"Dec. 16, 2010",17.39
"Dec. 15, 2010",17.94
"Dec. 14, 2010",17.61
"Dec. 13, 2010",17.55
"Dec. 10, 2010",17.61
"Dec. 9, 2010",17.25
"Dec. 8, 2010",17.74
"Dec. 7, 2010",17.99
"Dec. 6, 2010",18.02
"Dec. 3, 2010",18.01
"Dec. 2, 2010",19.39
"Dec. 1, 2010",21.36
"Nov. 30, 2010",23.54
"Nov. 29, 2010",21.53
"Nov. 26, 2010",22.22
"Nov. 24, 2010",19.56
"Nov. 23, 2010",20.63
"Nov. 22, 2010",18.37
"Nov. 19, 2010",18.04
"Nov. 18, 2010",18.75
"Nov. 17, 2010",21.76
"Nov. 16, 2010",22.58
"Nov. 15, 2010",20.20
"Nov. 12, 2010",20.61
"Nov. 11, 2010",18.64
"Nov. 10, 2010",18.47
"Nov. 9, 2010",19.08
"Nov. 8, 2010",18.29
"Nov. 5, 2010",18.26
"Nov. 4, 2010",18.52
"Nov. 3, 2010",19.56
"Nov. 2, 2010",21.57
"Nov. 1, 2010",21.83
"Oct. 29, 2010",21.20
"Oct. 28, 2010",20.88
"Oct. 27, 2010",20.71
"Oct. 26, 2010",20.22
"Oct. 25, 2010",19.85
"Oct. 22, 2010",18.78
"Oct. 21, 2010",19.27
"Oct. 20, 2010",19.79
"Oct. 19, 2010",20.63
"Oct. 18, 2010",19.09
"Oct. 15, 2010",19.03
"Oct. 14, 2010",19.88
"Oct. 13, 2010",19.07
"Oct. 12, 2010",18.93
"Oct. 11, 2010",18.96
"Oct. 8, 2010",20.71
"Oct. 7, 2010",21.56
"Oct. 6, 2010",21.49
"Oct. 5, 2010",21.76
"Oct. 4, 2010",23.53
"Oct. 1, 2010",22.50
"Sept. 30, 2010",23.70
"Sept. 29, 2010",23.25
"Sept. 28, 2010",22.60
"Sept. 27, 2010",22.54
"Sept. 24, 2010",21.71
"Sept. 23, 2010",23.87
"Sept. 22, 2010",22.51
"Sept. 21, 2010",22.35
"Sept. 20, 2010",21.50
"Sept. 17, 2010",22.01
"Sept. 16, 2010",21.72
"Sept. 15, 2010",22.10
"Sept. 14, 2010",21.56
"Sept. 13, 2010",21.21
"Sept. 10, 2010",21.99
"Sept. 9, 2010",22.81
"Sept. 8, 2010",23.25
"Sept. 7, 2010",23.80
"Sept. 3, 2010",21.31
"Sept. 2, 2010",23.19
"Sept. 1, 2010",23.89
"Aug. 31, 2010",26.05
"Aug. 30, 2010",27.21
"Aug. 27, 2010",24.45
"Aug. 26, 2010",27.37
"Aug. 25, 2010",26.70
"Aug. 24, 2010",27.46
"Aug. 23, 2010",25.66
"Aug. 20, 2010",25.49
"Aug. 19, 2010",26.44
"Aug. 18, 2010",24.59
"Aug. 17, 2010",24.33
"Aug. 16, 2010",26.10
"Aug. 13, 2010",26.24
"Aug. 12, 2010",25.73
"Aug. 11, 2010",25.39
"Aug. 10, 2010",22.37
"Aug. 9, 2010",22.14
"Aug. 6, 2010",21.74
"Aug. 5, 2010",22.10
"Aug. 4, 2010",22.21
"Aug. 3, 2010",22.63
"Aug. 2, 2010",22.01
"July 30, 2010",23.50
"July 29, 2010",24.13
"July 28, 2010",24.25
"July 27, 2010",23.19
"July 26, 2010",22.73
"July 23, 2010",23.47
"July 22, 2010",24.63
"July 21, 2010",25.64
"July 20, 2010",23.93
"July 19, 2010",25.97
"July 16, 2010",26.25
"July 15, 2010",25.14
"July 14, 2010",24.89
"July 13, 2010",24.56
"July 12, 2010",24.43
"July 9, 2010",24.98
"July 8, 2010",25.71
"July 7, 2010",26.84
"July 6, 2010",29.65
"July 2, 2010",30.12
"July 1, 2010",32.86
"June 30, 2010",34.54
"June 29, 2010",34.13
"June 28, 2010",29.00
"June 25, 2010",28.53
"June 24, 2010",29.74
"June 23, 2010",26.91
"June 22, 2010",27.05
"June 21, 2010",24.88
"June 18, 2010",23.95
"June 17, 2010",25.05
"June 16, 2010",25.92
"June 15, 2010",25.87
"June 14, 2010",28.58
"June 11, 2010",28.79
"June 10, 2010",30.57
"June 9, 2010",33.73
"June 8, 2010",33.70
"June 7, 2010",36.57
"June 4, 2010",35.48
"June 3, 2010",29.46
"June 2, 2010",30.17
"June 1, 2010",35.54
"May 28, 2010",32.07
"May 27, 2010",29.68
"May 26, 2010",35.02
"May 25, 2010",34.61
"May 24, 2010",38.32
"May 21, 2010",40.10
"May 20, 2010",45.79
"May 19, 2010",35.32
"May 18, 2010",33.55
"May 17, 2010",30.84
"May 14, 2010",31.24
"May 13, 2010",26.68
"May 12, 2010",25.52
"May 11, 2010",28.32
"May 10, 2010",28.84
"May 7, 2010",40.95
"May 6, 2010",32.80
"May 5, 2010",24.91
"May 4, 2010",23.84
"May 3, 2010",20.19
"April 30, 2010",22.05
"April 29, 2010",18.44
"April 28, 2010",21.08
"April 27, 2010",22.81
"April 26, 2010",17.47
"April 23, 2010",16.62
"April 22, 2010",16.47
"April 21, 2010",16.32
"April 20, 2010",15.73
"April 19, 2010",17.34
"April 16, 2010",18.36
"April 15, 2010",15.89
"April 14, 2010",15.59
"April 13, 2010",16.20
"April 12, 2010",15.58
"April 9, 2010",16.14
"April 8, 2010",16.48
"April 7, 2010",16.62
"April 6, 2010",16.23
"April 5, 2010",17.02
"April 1, 2010",17.47
"March 31, 2010",17.59
"March 30, 2010",17.13
"March 29, 2010",17.59
"March 26, 2010",17.77
"March 25, 2010",18.40
"March 24, 2010",17.55
"March 23, 2010",16.35
"March 22, 2010",16.87
"March 19, 2010",16.97
"March 18, 2010",16.62
"March 17, 2010",16.91
"March 16, 2010",17.69
"March 15, 2010",18.00
"March 12, 2010",17.58
"March 11, 2010",18.06
"March 10, 2010",18.57
"March 9, 2010",17.92
"March 8, 2010",17.79
"March 5, 2010",17.42
"March 4, 2010",18.72
"March 3, 2010",18.83
"March 2, 2010",19.06
"March 1, 2010",19.26
"Feb. 26, 2010",19.50
"Feb. 25, 2010",20.10
"Feb. 24, 2010",20.27
"Feb. 23, 2010",21.37
"Feb. 22, 2010",19.94
"Feb. 19, 2010",20.02
"Feb. 18, 2010",20.63
"Feb. 17, 2010",21.72
"Feb. 16, 2010",22.25
"Feb. 12, 2010",22.73
"Feb. 11, 2010",23.96
"Feb. 10, 2010",25.40
"Feb. 9, 2010",26.00
"Feb. 8, 2010",26.51
"Feb. 5, 2010",26.11
"Feb. 4, 2010",26.08
"Feb. 3, 2010",21.60
"Feb. 2, 2010",21.48
"Feb. 1, 2010",22.59
"Jan. 29, 2010",24.62
"Jan. 28, 2010",23.73
"Jan. 27, 2010",23.14
"Jan. 26, 2010",24.55
"Jan. 25, 2010",25.41
"Jan. 22, 2010",27.31
"Jan. 21, 2010",22.27
"Jan. 20, 2010",18.68
"Jan. 19, 2010",17.58
"Jan. 15, 2010",17.91
"Jan. 14, 2010",17.63
"Jan. 13, 2010",17.85
"Jan. 12, 2010",18.25
"Jan. 11, 2010",17.55
"Jan. 8, 2010",18.13
"Jan. 7, 2010",19.06
"Jan. 6, 2010",19.16
"Jan. 5, 2010",19.35
"Jan. 4, 2010",20.04
"Dec. 31, 2009",21.68
"Dec. 30, 2009",19.96
"Dec. 29, 2009",20.01
"Dec. 28, 2009",19.93
"Dec. 24, 2009",19.47
"Dec. 23, 2009",19.71
"Dec. 22, 2009",19.54
"Dec. 21, 2009",20.49
"Dec. 18, 2009",21.68
"Dec. 17, 2009",22.51
"Dec. 16, 2009",20.54
"Dec. 15, 2009",21.49
"Dec. 14, 2009",21.15
"Dec. 11, 2009",21.59
"Dec. 10, 2009",22.32
"Dec. 9, 2009",22.66
"Dec. 8, 2009",23.69
"Dec. 7, 2009",22.10
"Dec. 4, 2009",21.25
"Dec. 3, 2009",22.46
"Dec. 2, 2009",21.12
"Dec. 1, 2009",21.92
"Nov. 30, 2009",24.51
"Nov. 27, 2009",24.74
"Nov. 25, 2009",20.48
"Nov. 24, 2009",20.47
"Nov. 23, 2009",21.16
"Nov. 20, 2009",22.19
"Nov. 19, 2009",22.63
"Nov. 18, 2009",21.63
"Nov. 17, 2009",22.41
"Nov. 16, 2009",22.89
"Nov. 13, 2009",23.36
"Nov. 12, 2009",24.24
"Nov. 11, 2009",23.04
"Nov. 10, 2009",22.84
"Nov. 9, 2009",23.15
"Nov. 6, 2009",24.19
"Nov. 5, 2009",25.43
"Nov. 4, 2009",27.72
"Nov. 3, 2009",28.81
"Nov. 2, 2009",29.78
"Oct. 30, 2009",30.69
"Oct. 29, 2009",24.76
"Oct. 28, 2009",27.91
"Oct. 27, 2009",24.83
"Oct. 26, 2009",24.31
"Oct. 23, 2009",22.27
"Oct. 22, 2009",20.69
"Oct. 21, 2009",22.22
"Oct. 20, 2009",20.90
"Oct. 19, 2009",21.49
"Oct. 16, 2009",21.43
"Oct. 15, 2009",21.72
"Oct. 14, 2009",22.86
"Oct. 13, 2009",22.99
"Oct. 12, 2009",23.01
"Oct. 9, 2009",23.12
"Oct. 8, 2009",24.18
"Oct. 7, 2009",24.68
"Oct. 6, 2009",25.70
"Oct. 5, 2009",26.84
"Oct. 2, 2009",28.68
"Oct. 1, 2009",28.27
"Sept. 30, 2009",25.61
"Sept. 29, 2009",25.19
"Sept. 28, 2009",24.88
"Sept. 25, 2009",25.61
"Sept. 24, 2009",24.95
"Sept. 23, 2009",23.49
"Sept. 22, 2009",23.08
"Sept. 21, 2009",24.06
"Sept. 18, 2009",23.92
"Sept. 17, 2009",23.65
"Sept. 16, 2009",23.69
"Sept. 15, 2009",23.42
"Sept. 14, 2009",23.86
"Sept. 11, 2009",24.15
"Sept. 10, 2009",23.55
"Sept. 9, 2009",24.32
"Sept. 8, 2009",25.62
"Sept. 4, 2009",25.26
"Sept. 3, 2009",27.10
"Sept. 2, 2009",28.90
"Sept. 1, 2009",29.15
"Aug. 31, 2009",26.01
"Aug. 28, 2009",24.76
"Aug. 27, 2009",24.68
"Aug. 26, 2009",24.95
"Aug. 25, 2009",24.92
"Aug. 24, 2009",25.14
"Aug. 21, 2009",25.01
"Aug. 20, 2009",25.09
"Aug. 19, 2009",26.26
"Aug. 18, 2009",26.18
"Aug. 17, 2009",27.89
"Aug. 14, 2009",24.27
"Aug. 13, 2009",24.71
"Aug. 12, 2009",25.45
"Aug. 11, 2009",25.99
"Aug. 10, 2009",24.99
"Aug. 7, 2009",24.76
"Aug. 6, 2009",25.67
"Aug. 5, 2009",24.90
"Aug. 4, 2009",24.89
"Aug. 3, 2009",25.56
"July 31, 2009",25.92
"July 30, 2009",25.40
"July 29, 2009",25.61
"July 28, 2009",25.01
"July 27, 2009",24.28
"July 24, 2009",23.09
"July 23, 2009",23.43
"July 22, 2009",23.47
"July 21, 2009",23.87
"July 20, 2009",24.40
"July 17, 2009",24.34
"July 16, 2009",25.42
"July 15, 2009",25.89
"July 14, 2009",25.02
"July 13, 2009",26.31
"July 10, 2009",29.02
"July 9, 2009",29.78
"July 8, 2009",31.30
"July 7, 2009",30.85
"July 6, 2009",29.00
"July 2, 2009",27.95
"July 1, 2009",26.22
"June 30, 2009",26.35
"June 29, 2009",25.35
"June 26, 2009",25.93
"June 25, 2009",26.36
"June 24, 2009",29.05
"June 23, 2009",30.58
"June 22, 2009",31.17
"June 19, 2009",27.99
"June 18, 2009",30.03
"June 17, 2009",31.54
"June 16, 2009",32.68
"June 15, 2009",30.81
"June 12, 2009",28.15
"June 11, 2009",28.11
"June 10, 2009",28.46
"June 9, 2009",28.27
"June 8, 2009",29.77
"June 5, 2009",29.62
"June 4, 2009",30.18
"June 3, 2009",31.02
"June 2, 2009",29.63
"June 1, 2009",30.04
"May 29, 2009",28.92
"May 28, 2009",31.67
"May 27, 2009",32.36
"May 26, 2009",30.62
"May 22, 2009",32.63
"May 21, 2009",31.35
"May 20, 2009",29.03
"May 19, 2009",28.80
"May 18, 2009",30.24
"May 15, 2009",33.12
"May 14, 2009",31.37
"May 13, 2009",33.65
"May 12, 2009",31.80
"May 11, 2009",32.87
"May 8, 2009",32.05
"May 7, 2009",33.44
"May 6, 2009",32.45
"May 5, 2009",33.36
"May 4, 2009",34.53
"May 1, 2009",35.30
"April 30, 2009",36.50
"April 29, 2009",36.08
"April 28, 2009",37.95
"April 27, 2009",38.32
"April 24, 2009",36.82
"April 23, 2009",37.15
"April 22, 2009",38.10
"April 21, 2009",37.14
"April 20, 2009",39.18
"April 17, 2009",33.94
"April 16, 2009",35.79
"April 15, 2009",36.17
"April 14, 2009",37.67
"April 13, 2009",37.81
"April 9, 2009",36.53
"April 8, 2009",38.85
"April 7, 2009",40.39
"April 6, 2009",40.93
"April 3, 2009",39.70
"April 2, 2009",42.04
"April 1, 2009",42.28
"March 31, 2009",44.14
"March 30, 2009",45.54
"March 27, 2009",41.04
"March 26, 2009",40.36
"March 25, 2009",42.25
"March 24, 2009",42.93
"March 23, 2009",43.23
"March 20, 2009",45.89
"March 19, 2009",43.68
"March 18, 2009",40.06
"March 17, 2009",40.80
"March 16, 2009",43.74
"March 13, 2009",42.36
"March 12, 2009",41.18
"March 11, 2009",43.61
"March 10, 2009",44.37
"March 9, 2009",49.68
"March 6, 2009",49.33
"March 5, 2009",50.17
"March 4, 2009",47.56
"March 3, 2009",50.93
"March 2, 2009",52.65
"Feb. 27, 2009",46.35
"Feb. 26, 2009",44.66
"Feb. 25, 2009",44.67
"Feb. 24, 2009",45.49
"Feb. 23, 2009",52.62
"Feb. 20, 2009",49.30
"Feb. 19, 2009",47.08
"Feb. 18, 2009",48.46
"Feb. 17, 2009",48.66
"Feb. 13, 2009",42.93
"Feb. 12, 2009",41.25
"Feb. 11, 2009",44.53
"Feb. 10, 2009",46.67
"Feb. 9, 2009",43.64
"Feb. 6, 2009",43.37
"Feb. 5, 2009",43.73
"Feb. 4, 2009",43.85
"Feb. 3, 2009",43.06
"Feb. 2, 2009",45.52
"Jan. 30, 2009",44.84
"Jan. 29, 2009",42.63
"Jan. 28, 2009",39.66
"Jan. 27, 2009",42.25
"Jan. 26, 2009",45.69
"Jan. 23, 2009",47.27
"Jan. 22, 2009",47.29
"Jan. 21, 2009",46.42
"Jan. 20, 2009",56.65
"Jan. 16, 2009",46.11
"Jan. 15, 2009",51.00
"Jan. 14, 2009",49.14
"Jan. 13, 2009",43.27
"Jan. 12, 2009",45.84
"Jan. 9, 2009",42.82
"Jan. 8, 2009",42.56
"Jan. 7, 2009",43.39
"Jan. 6, 2009",38.56
"Jan. 5, 2009",39.08
"Jan. 2, 2009",39.19
"Dec. 31, 2008",40.00
"Dec. 30, 2008",41.63
"Dec. 29, 2008",43.90
"Dec. 26, 2008",43.38
"Dec. 24, 2008",44.21
"Dec. 23, 2008",45.02
"Dec. 22, 2008",44.56
"Dec. 19, 2008",44.93
"Dec. 18, 2008",47.34
"Dec. 17, 2008",49.84
"Dec. 16, 2008",52.37
"Dec. 15, 2008",56.76
"Dec. 12, 2008",54.28
"Dec. 11, 2008",55.78
"Dec. 10, 2008",55.73
"Dec. 9, 2008",58.91
"Dec. 8, 2008",58.49
"Dec. 5, 2008",59.93
"Dec. 4, 2008",63.64
"Dec. 3, 2008",60.72
"Dec. 2, 2008",62.98
