Ex-Date,Record Date,Pay Date,Declared Date,Type,Amoun
02/13/2020,02/14/2020,03/10/2020,02/03/2020,Normal,0.735
11/14/2019,11/15/2019,12/10/2019,10/10/2019,Normal,0.735
08/15/2019,08/16/2019,09/10/2019,06/10/2019,Normal,0.735
05/16/2019,05/17/2019,06/10/2019,04/29/2019,Normal,0.735
02/14/2019,02/15/2019,03/10/2019,02/04/2019,Normal,0.735
11/15/2018,11/16/2018,12/10/2018,10/10/2018,Normal,0.735
08/16/2018,08/17/2018,09/10/2018,06/18/2018,Normal,0.70
05/17/2018,05/18/2018,06/10/2018,04/30/2018,Normal,0.70
02/15/2018,02/16/2018,03/10/2018,02/05/2018,Normal,0.70
11/16/2017,11/17/2017,12/10/2017,10/11/2017,Normal,0.70
08/16/2017,08/18/2017,09/10/2017,06/16/2017,Normal,0.70
05/17/2017,05/19/2017,06/10/2017,04/24/2017,Normal,0.66
02/15/2017,02/17/2017,03/10/2017,02/06/2017,Normal,0.66
11/16/2016,11/18/2016,12/10/2016,10/12/2016,Normal,0.66
08/17/2016,08/19/2016,09/10/2016,06/08/2016,Normal,0.66
05/18/2016,05/20/2016,06/10/2016,04/25/2016,Normal,0.66
02/17/2016,02/19/2016,03/10/2016,02/08/2016,Normal,0.64
11/10/2015,11/13/2015,12/10/2015,10/14/2015,Normal,0.64
08/12/2015,08/14/2015,09/10/2015,06/10/2015,Normal,0.64
05/13/2015,05/15/2015,06/10/2015,04/27/2015,Normal,0.64
02/11/2015,02/13/2015,03/10/2015,02/03/2015,Normal,0.64
11/12/2014,11/14/2014,12/10/2014,10/08/2014,Normal,0.59
08/13/2014,08/15/2014,09/10/2014,06/11/2014,Normal,0.59
05/14/2014,05/16/2014,06/10/2014,04/28/2014,Normal,0.59
02/12/2014,02/14/2014,03/10/2014,02/03/2014,Normal,0.59
11/13/2013,11/15/2013,12/10/2013,10/09/2013,Normal,0.59
08/14/2013,08/16/2013,09/10/2013,06/12/2013,Normal,0.535
05/15/2013,05/17/2013,06/10/2013,04/29/2013,Normal,0.535
02/13/2013,02/15/2013,03/10/2013,02/04/2013,Normal,0.535
11/14/2012,11/16/2012,12/10/2012,10/11/2012,Normal,0.535
08/15/2012,08/17/2012,09/10/2012,06/14/2012,Normal,0.535
05/16/2012,05/18/2012,06/10/2012,04/12/2012,Normal,0.48
02/15/2012,02/17/2012,03/10/2012,02/07/2012,Normal,0.48
11/16/2011,11/18/2011,12/10/2011,10/13/2011,Normal,0.48
08/17/2011,08/19/2011,09/10/2011,06/09/2011,Normal,0.48
05/18/2011,05/20/2011,06/10/2011,04/14/2011,Normal,0.48
02/16/2011,02/18/2011,03/10/2011,02/08/2011,Normal,0.425
11/17/2010,11/19/2010,12/10/2010,10/14/2010,Normal,0.425
08/18/2010,08/20/2010,09/10/2010,06/10/2010,Normal,0.425
05/12/2010,05/14/2010,06/10/2010,04/15/2010,Normal,0.425
02/17/2010,02/19/2010,03/10/2010,02/09/2010,Normal,0.425
11/18/2009,11/20/2009,12/10/2009,10/15/2009,Normal,0.385
08/19/2009,08/21/2009,09/10/2009,06/11/2009,Normal,0.385
05/13/2009,05/15/2009,06/10/2009,04/09/2009,Normal,0.385
02/18/2009,02/20/2009,03/10/2009,02/10/2009,Normal,0.385
11/12/2008,11/14/2008,12/10/2008,10/09/2008,Normal,0.385
08/13/2008,08/15/2008,09/10/2008,06/12/2008,Normal,0.32
05/14/2008,05/16/2008,06/10/2008,04/09/2008,Normal,0.32
02/13/2008,02/15/2008,03/10/2008,02/04/2008,Normal,0.32
11/14/2007,11/16/2007,12/10/2007,10/10/2007,Normal,0.32
08/15/2007,08/17/2007,09/10/2007,06/13/2007,Normal,0.32
05/16/2007,05/18/2007,06/10/2007,04/11/2007,Normal,0.265
02/14/2007,02/16/2007,03/10/2007,02/05/2007,Normal,0.265
11/15/2006,11/17/2006,12/10/2006,10/11/2006,Normal,0.265
08/16/2006,08/18/2006,09/10/2006,06/14/2006,Normal,0.265
