date,sales_est_0y
"March 19, 2020",77.35B
"March 18, 2020",77.35B
"March 17, 2020",77.70B
"March 16, 2020",77.89B
"March 11, 2020",77.86B
"March 10, 2020",78.14B
"March 6, 2020",78.22B
"March 5, 2020",78.27B
"March 3, 2020",78.28B
"Feb. 28, 2020",78.33B
"Feb. 27, 2020",78.42B
"Feb. 25, 2020",78.44B
"Feb. 24, 2020",78.34B
"Feb. 21, 2020",78.34B
"Feb. 20, 2020",78.41B
"Feb. 12, 2020",78.42B
"Feb. 11, 2020",78.39B
"Feb. 7, 2020",78.42B
"Feb. 3, 2020",78.42B
"Feb. 2, 2020",78.52B
"Jan. 31, 2020",78.54B
"Jan. 30, 2020",78.56B
"Jan. 29, 2020",78.71B
"Jan. 28, 2020",79.87B
"Jan. 27, 2020",79.92B
"Jan. 23, 2020",80.00B
"Jan. 17, 2020",80.06B
"Jan. 9, 2020",80.06B
"Jan. 7, 2020",80.16B
"Jan. 2, 2020",80.14B
"Dec. 31, 2019",76.79B
"Dec. 18, 2019",76.77B
"Nov. 23, 2019",76.77B
"Nov. 21, 2019",76.78B
"Oct. 30, 2019",76.78B
"Oct. 27, 2019",76.78B
"Oct. 25, 2019",76.81B
"Oct. 24, 2019",76.78B
"Oct. 23, 2019",76.79B
"Oct. 22, 2019",76.85B
"Oct. 21, 2019",76.97B
"Oct. 15, 2019",76.97B
"Oct. 11, 2019",76.94B
"Oct. 10, 2019",76.94B
"Oct. 9, 2019",76.95B
"Oct. 7, 2019",76.95B
"Oct. 3, 2019",76.97B
"Oct. 2, 2019",76.99B
"Sept. 4, 2019",77.01B
"Aug. 14, 2019",77.01B
"Aug. 8, 2019",76.97B
"July 29, 2019",76.99B
"July 28, 2019",76.98B
"July 25, 2019",76.97B
"July 24, 2019",77.03B
"July 23, 2019",77.14B
"July 22, 2019",77.17B
"July 19, 2019",77.20B
"July 10, 2019",77.20B
"July 9, 2019",77.21B
"June 24, 2019",77.19B
"June 21, 2019",77.17B
"June 17, 2019",77.19B
"June 12, 2019",77.20B
"June 10, 2019",77.19B
"May 20, 2019",77.20B
"May 16, 2019",77.19B
"May 10, 2019",77.21B
"April 28, 2019",77.22B
"April 24, 2019",77.20B
"April 23, 2019",77.08B
"April 18, 2019",77.07B
"April 17, 2019",77.07B
"April 15, 2019",77.06B
"April 10, 2019",77.07B
"April 8, 2019",77.07B
"March 7, 2019",77.07B
"Feb. 22, 2019",77.08B
"Feb. 19, 2019",77.03B
"Feb. 7, 2019",77.03B
"Jan. 31, 2019",77.03B
"Jan. 28, 2019",77.03B
"Jan. 27, 2019",77.12B
"Jan. 25, 2019",77.14B
"Jan. 24, 2019",77.13B
"Jan. 23, 2019",76.93B
"Jan. 16, 2019",77.18B
"Jan. 15, 2019",77.16B
"Jan. 11, 2019",77.17B
"Jan. 10, 2019",77.19B
"Jan. 9, 2019",77.21B
"Jan. 8, 2019",77.21B
"Dec. 31, 2018",65.29B
"Dec. 20, 2018",65.23B
"Dec. 17, 2018",65.24B
"Dec. 5, 2018",65.24B
"Dec. 4, 2018",65.20B
"Nov. 29, 2018",65.27B
"Nov. 28, 2018",65.33B
"Nov. 27, 2018",65.51B
"Nov. 26, 2018",64.77B
"Nov. 19, 2018",64.79B
"Nov. 14, 2018",64.77B
"Nov. 6, 2018",64.77B
"Nov. 5, 2018",64.75B
"Oct. 30, 2018",64.72B
"Oct. 29, 2018",64.73B
"Oct. 24, 2018",64.74B
"Oct. 23, 2018",64.52B
"Oct. 16, 2018",64.93B
"Oct. 15, 2018",64.92B
"Oct. 12, 2018",64.93B
"Oct. 10, 2018",65.02B
"Oct. 8, 2018",65.29B
"Oct. 2, 2018",65.21B
"Sept. 28, 2018",65.31B
"Sept. 21, 2018",65.24B
"Sept. 20, 2018",65.24B
"Sept. 14, 2018",65.09B
"Sept. 7, 2018",65.09B
"Aug. 31, 2018",65.09B
"Aug. 23, 2018",65.09B
"Aug. 21, 2018",65.01B
"Aug. 16, 2018",65.02B
"Aug. 13, 2018",65.03B
"Aug. 9, 2018",65.02B
"Aug. 8, 2018",65.02B
"July 30, 2018",65.01B
"July 26, 2018",64.74B
"July 25, 2018",64.58B
"July 24, 2018",64.46B
"July 16, 2018",64.72B
"July 13, 2018",64.74B
"July 12, 2018",64.71B
"July 11, 2018",64.77B
"July 10, 2018",64.79B
"June 27, 2018",64.82B
"June 15, 2018",64.86B
"May 30, 2018",64.58B
"May 1, 2018",64.56B
"April 27, 2018",64.56B
"April 26, 2018",64.48B
"April 25, 2018",64.45B
"April 24, 2018",63.84B
"April 12, 2018",64.01B
"April 11, 2018",64.00B
"April 9, 2018",63.99B
"April 6, 2018",63.98B
"March 29, 2018",63.99B
"March 20, 2018",64.10B
"March 19, 2018",63.98B
"March 18, 2018",64.00B
"March 16, 2018",63.98B
"March 5, 2018",63.65B
"Feb. 12, 2018",63.67B
"Feb. 2, 2018",63.79B
"Jan. 29, 2018",63.91B
"Jan. 26, 2018",63.84B
"Jan. 25, 2018",63.84B
"Jan. 24, 2018",63.44B
"Jan. 23, 2018",62.97B
"Jan. 18, 2018",62.96B
"Jan. 16, 2018",62.96B
"Jan. 8, 2018",62.97B
"Jan. 5, 2018",62.89B
"Jan. 3, 2018",62.96B
"Jan. 2, 2018",62.97B
