date,long_term_debt
"Dec. 31, 2019",37.79B
"Sept. 30, 2019",37.78B
"June 30, 2019",37.91B
"March 31, 2019",41.00B
"Dec. 31, 2018",41.19B
"Sept. 30, 2018",38.28B
"June 30, 2018",27.25B
"March 31, 2018",25.15B
"Dec. 31, 2017",24.99B
"Sept. 30, 2017",24.06B
"June 30, 2017",23.88B
"March 31, 2017",20.90B
"Dec. 31, 2016",21.70B
"Sept. 30, 2016",20.19B
"June 30, 2016",20.13B
"March 31, 2016",21.69B
"Dec. 31, 2015",19.32B
"Sept. 30, 2015",19.43B
"June 30, 2015",19.49B
"March 31, 2015",17.81B
"Dec. 31, 2014",17.78B
"Sept. 30, 2014",17.86B
"June 30, 2014",17.84B
"March 31, 2014",19.74B
"Dec. 31, 2013",19.74B
"Sept. 30, 2013",19.78B
"June 30, 2013",20.38B
"March 31, 2013",21.57B
"Dec. 31, 2012",21.60B
"Sept. 30, 2012",23.41B
"June 30, 2012",20.45B
"March 31, 2012",9.491B
"Dec. 31, 2011",9.501B
"Sept. 30, 2011",9.501B
"June 30, 2011",9.492B
"March 31, 2011",9.986B
"Dec. 31, 2010",10.01B
"Sept. 30, 2010",10.07B
"June 30, 2010",10.04B
"March 31, 2010",10.00B
"Dec. 31, 2009",8.257B
"Sept. 30, 2009",8.729B
"June 30, 2009",8.721B
"March 31, 2009",9.315B
"Dec. 31, 2008",9.337B
"Sept. 30, 2008",8.113B
"June 30, 2008",8.106B
"March 31, 2008",8.014B
"Dec. 31, 2007",8.015B
"Sept. 30, 2007",7.059B
"June 30, 2007",7.045B
"March 31, 2007",7.035B
"Dec. 31, 2006",7.037B
"Sept. 30, 2006",7.067B
"June 30, 2006",7.061B
"March 31, 2006",5.954B
"Dec. 31, 2005",5.935B
"Sept. 30, 2005",6.366B
"June 30, 2005",6.615B
"March 31, 2005",4.223B
"Dec. 31, 2004",4.231B
"Sept. 30, 2004",4.254B
"June 30, 2004",4.247B
"March 31, 2004",4.261B
"Dec. 31, 2003",4.257B
"Sept. 30, 2003",4.65B
"June 30, 2003",4.63B
"March 31, 2003",4.632B
"Dec. 31, 2002",4.632B
"Sept. 30, 2002",4.667B
"June 30, 2002",4.651B
"March 31, 2002",4.144B
"Dec. 31, 2001",4.237B
"Sept. 30, 2001",3.874B
"June 30, 2001",5.51B
"March 31, 2001",3.96B
"Dec. 31, 2000",3.476B
"Sept. 30, 2000",3.232B
"June 30, 2000",3.242B
"March 31, 2000",3.246B
"Dec. 31, 1999",3.086B
"Sept. 30, 1999",2.844B
"June 30, 1999",2.11B
"March 31, 1999",1.553B
"Dec. 31, 1998",1.57B
"Sept. 30, 1998",1.605B
"June 30, 1998",1.221B
"March 31, 1998",1.255B
"Dec. 31, 1997",1.275B
"Sept. 30, 1997",1.363B
"June 30, 1997",1.381B
"March 31, 1997",1.398B
"Dec. 31, 1996",1.437B
"Sept. 30, 1996",1.469B
"June 30, 1996",1.543B
"March 31, 1996",1.641B
"Dec. 31, 1995",1.649B
"Sept. 30, 1995",1.707B
"June 30, 1995",1.753B
"March 31, 1995",1.885B
"Dec. 31, 1994",1.885B
"Sept. 30, 1994",1.894B
"June 30, 1994",1.954B
"March 31, 1994",1.937B
"Dec. 31, 1993",1.939B
"Sept. 30, 1993",2.03B
"June 30, 1993",2.044B
"March 31, 1993",2.252B
"Dec. 31, 1992",2.358B
"Sept. 30, 1992",2.395B
"June 30, 1992",2.467B
"March 31, 1992",2.821B
"Dec. 31, 1991",2.903B
"Sept. 30, 1991",3.000B
"June 30, 1991",2.972B
"March 31, 1991",2.960B
"Dec. 31, 1990",2.902B
"Sept. 30, 1990",2.638B
"June 30, 1990",2.644B
"March 31, 1990",2.61B
"Dec. 31, 1989",1.960B
"Sept. 30, 1989",1.700B
"Dec. 31, 1988",1.643B
"Dec. 31, 1987",1.856B
"Dec. 31, 1986",1.723B
"Dec. 31, 1985",1.289B
"Dec. 31, 1984",1.178B
