date,ebitda_ttm
"Dec. 31, 2019",13.80B
"Sept. 30, 2019",13.65B
"June 30, 2019",12.54B
"March 31, 2019",12.42B
"Dec. 31, 2018",11.94B
"Sept. 30, 2018",11.63B
"June 30, 2018",11.69B
"March 31, 2018",10.84B
"Dec. 31, 2017",10.92B
"Sept. 30, 2017",10.58B
"June 30, 2017",10.62B
"March 31, 2017",10.63B
"Dec. 31, 2016",10.26B
"Sept. 30, 2016",8.943B
"June 30, 2016",8.996B
"March 31, 2016",9.042B
"Dec. 31, 2015",9.275B
"Sept. 30, 2015",11.25B
"June 30, 2015",11.50B
"March 31, 2015",11.46B
"Dec. 31, 2014",11.38B
"Sept. 30, 2014",10.64B
"June 30, 2014",10.40B
"March 31, 2014",10.54B
"Dec. 31, 2013",10.42B
"Sept. 30, 2013",10.56B
"June 30, 2013",10.22B
"March 31, 2013",9.731B
"Dec. 31, 2012",9.328B
"Sept. 30, 2012",9.337B
"June 30, 2012",9.332B
"March 31, 2012",9.319B
"Dec. 31, 2011",9.274B
"Sept. 30, 2011",8.897B
"June 30, 2011",8.686B
"March 31, 2011",8.412B
"Dec. 31, 2010",8.256B
"Sept. 30, 2010",8.517B
"June 30, 2010",8.313B
"March 31, 2010",8.032B
"Dec. 31, 2009",7.723B
"Sept. 30, 2009",7.736B
"June 30, 2009",8.024B
"March 31, 2009",8.509B
"Dec. 31, 2008",8.946B
"Sept. 30, 2008",8.896B
"June 30, 2008",8.717B
"March 31, 2008",8.434B
"Dec. 31, 2007",8.223B
"Sept. 30, 2007",7.809B
"June 30, 2007",7.512B
"March 31, 2007",7.367B
"Dec. 31, 2006",7.131B
"Sept. 30, 2006",6.919B
"June 30, 2006",6.669B
"March 31, 2006",6.398B
"Dec. 31, 2005",6.166B
"Sept. 30, 2005",5.957B
"June 30, 2005",5.668B
"March 31, 2005",5.411B
"Dec. 31, 2004",5.279B
"Sept. 30, 2004",5.167B
"June 30, 2004",5.058B
"March 31, 2004",4.809B
"Dec. 31, 2003",4.644B
"Sept. 30, 2003",4.505B
"June 30, 2003",4.429B
"March 31, 2003",4.429B
"Dec. 31, 2002",4.384B
"Sept. 30, 2002",4.25B
"June 30, 2002",4.117B
"March 31, 2002",4.111B
"Dec. 31, 2001",4.138B
"Sept. 30, 2001",4.519B
"June 30, 2001",4.411B
"March 31, 2001",4.202B
"Dec. 31, 2000",3.999B
"Sept. 30, 2000",3.012B
"June 30, 2000",2.406B
"March 31, 2000",2.236B
"Dec. 31, 1999",2.053B
"Sept. 30, 1999",2.462B
"June 30, 1999",2.931B
"March 31, 1999",2.893B
"Dec. 31, 1998",2.782B
"Sept. 30, 1998",2.334B
"June 30, 1998",2.234B
"March 31, 1998",2.157B
"Dec. 31, 1997",2.243B
"Sept. 30, 1997",2.444B
"June 30, 1997",2.412B
"March 31, 1997",2.368B
"Dec. 31, 1996",2.296B
"Sept. 30, 1996",2.433B
"June 30, 1996",2.354B
"March 31, 1996",2.275B
"Dec. 31, 1995",2.254B
"Sept. 30, 1995",2.206B
"June 30, 1995",2.11B
"March 31, 1995",1.919B
"Dec. 31, 1994",1.795B
"Sept. 30, 1994",1.719B
"June 30, 1994",1.708B
"March 31, 1994",1.74B
"Dec. 31, 1993",1.635B
"Sept. 30, 1993",636.00M
"June 30, 1993",694.00M
"March 31, 1993",825.00M
"Dec. 31, 1992",1.028B
"Sept. 30, 1992",1.378B
"June 30, 1992",1.340B
"March 31, 1992",1.153B
"Dec. 31, 1991",1.053B
"Sept. 30, 1991",1.737B
"June 30, 1991",1.924B
"March 31, 1991",2.189B
"Dec. 31, 1990",2.265B
"Sept. 30, 1990",2.250B
"June 30, 1990",2.116B
"March 31, 1990",6.742B
"Dec. 31, 1989",10.76B
"Sept. 30, 1989",-1.576B
"June 30, 1989",2.228B
"March 31, 1989",1.315B
"Dec. 31, 1988",959.20M
"Sept. 30, 1988",1.560B
"June 30, 1988",1.416B
"March 31, 1988",1.342B
"Dec. 31, 1987",1.170B
"Sept. 30, 1987",1.323B
"June 30, 1987",959.20M
"March 31, 1987",680.50M
"Dec. 31, 1986",246.50M
"Sept. 30, 1986",1.748B
"June 30, 1986",1.312B
"March 31, 1986",1.075B
"Dec. 31, 1985",1.178B
"Sept. 30, 1985",-103.80M
"June 30, 1985",370.30M
"March 31, 1985",778.30M
"Dec. 31, 1984",1.063B
