date,fulmer_h_score
"Dec. 31, 2019",5.366
"Sept. 30, 2019",5.397
"June 30, 2019",5.351
"March 31, 2019",5.415
"Dec. 31, 2018",5.508
"Sept. 30, 2018",6.376
"June 30, 2018",6.755
"March 31, 2018",6.548
"Dec. 31, 2017",6.651
"Sept. 30, 2017",6.494
"June 30, 2017",6.632
"March 31, 2017",6.598
"Dec. 31, 2016",6.414
"Sept. 30, 2016",6.427
"June 30, 2016",6.359
"March 31, 2016",6.355
"Dec. 31, 2015",6.526
"Sept. 30, 2015",6.542
"June 30, 2015",6.491
"March 31, 2015",6.432
"Dec. 31, 2014",6.600
"Sept. 30, 2014",6.374
"June 30, 2014",6.194
"March 31, 2014",6.219
"Dec. 31, 2013",6.107
"Sept. 30, 2013",5.935
"June 30, 2013",5.860
"March 31, 2013",5.800
"Dec. 31, 2012",5.833
"Sept. 30, 2012",5.893
"June 30, 2012",7.421
"March 31, 2012",8.339
"Dec. 31, 2011",7.975
"Sept. 30, 2011",7.444
"June 30, 2011",7.248
"March 31, 2011",7.250
"Dec. 31, 2010",7.166
"Sept. 30, 2010",6.966
"June 30, 2010",6.963
"March 31, 2010",6.840
"Dec. 31, 2009",6.994
"Sept. 30, 2009",6.775
"June 30, 2009",6.713
"March 31, 2009",6.787
"Dec. 31, 2008",6.716
"Sept. 30, 2008",6.732
"June 30, 2008",6.466
"March 31, 2008",6.715
"Dec. 31, 2007",7.069
"Sept. 30, 2007",7.489
