date,ca_score
"Dec. 31, 2019",-0.8741
"Sept. 30, 2019",-0.8705
"June 30, 2019",-0.8599
"March 31, 2019",-0.8112
"Dec. 31, 2018",-0.7683
"Sept. 30, 2018",-0.7152
"June 30, 2018",-0.6661
"March 31, 2018",-0.6958
"Dec. 31, 2017",-0.6838
"Sept. 30, 2017",-0.6754
"June 30, 2017",-0.6509
"March 31, 2017",-0.622
"Dec. 31, 2016",-0.6292
"Sept. 30, 2016",-0.676
"June 30, 2016",-0.6757
"March 31, 2016",-0.6854
"Dec. 31, 2015",-0.6568
"Sept. 30, 2015",-0.5101
"June 30, 2015",-0.4582
"March 31, 2015",-0.4226
"Dec. 31, 2014",-0.3848
"Sept. 30, 2014",-0.4587
"June 30, 2014",-0.5248
"March 31, 2014",-0.581
"Dec. 31, 2013",-0.6439
"Sept. 30, 2013",-0.693
"June 30, 2013",-0.6991
"March 31, 2013",-0.6435
"Dec. 31, 2012",-0.5713
"Sept. 30, 2012",-0.4434
"June 30, 2012",-0.259
"March 31, 2012",-0.1503
"Dec. 31, 2011",-0.1408
"Sept. 30, 2011",-0.1807
"June 30, 2011",-0.2116
"March 31, 2011",-0.2485
"Dec. 31, 2010",-0.2559
"Sept. 30, 2010",-0.2714
"June 30, 2010",-0.3134
"March 31, 2010",-0.3733
"Dec. 31, 2009",-0.4503
"Sept. 30, 2009",-0.4345
"June 30, 2009",-0.3526
"March 31, 2009",-0.2332
"Dec. 31, 2008",-0.096
"Sept. 30, 2008",0.0085
"June 30, 2008",0.0181
"March 31, 2008",0.0209
"Dec. 31, 2007",0.0239
"Sept. 30, 2007",-0.0133
"June 30, 2007",-0.0348
"March 31, 2007",-0.0549
"Dec. 31, 2006",-0.0808
"Sept. 30, 2006",-0.131
"June 30, 2006",-0.1849
"March 31, 2006",-0.1976
"Dec. 31, 2005",-0.2161
"Sept. 30, 2005",-0.2303
"June 30, 2005",-0.2306
"March 31, 2005",-0.2377
"Dec. 31, 2004",-0.2686
"Sept. 30, 2004",-0.3192
"June 30, 2004",-0.344
"March 31, 2004",-0.3942
"Dec. 31, 2003",-0.4375
"Sept. 30, 2003",-0.4277
"June 30, 2003",-0.3832
"March 31, 2003",-0.3532
"Dec. 31, 2002",-0.3279
"Sept. 30, 2002",-0.3129
"June 30, 2002",-0.3556
"March 31, 2002",-0.3631
"Dec. 31, 2001",-0.3664
"Sept. 30, 2001",-0.2595
"June 30, 2001",-0.272
"March 31, 2001",-0.3042
"Dec. 31, 2000",-0.3255
"Sept. 30, 2000",-0.4812
"June 30, 2000",-0.5638
"March 31, 2000",-0.5912
"Dec. 31, 1999",-0.6243
"Sept. 30, 1999",-0.5248
"June 30, 1999",-0.4243
"March 31, 1999",-0.4771
"Dec. 31, 1998",-0.493
"Sept. 30, 1998",-0.614
"June 30, 1998",-0.603
"March 31, 1998",-0.5951
"Dec. 31, 1997",-0.5462
"Sept. 30, 1997",-0.4538
"June 30, 1997",-0.4785
"March 31, 1997",-0.4882
"Dec. 31, 1996",-0.5149
"Sept. 30, 1996",-0.4663
"June 30, 1996",-0.4984
"March 31, 1996",-0.5354
"Dec. 31, 1995",-0.553
"Sept. 30, 1995",-0.5901
"June 30, 1995",-0.6606
"March 31, 1995",-0.7501
"Dec. 31, 1994",-0.8199
"Sept. 30, 1994",-0.8684
"June 30, 1994",-0.9016
"March 31, 1994",-0.9137
"Dec. 31, 1993",-0.9665
"Sept. 30, 1993",-1.234
"June 30, 1993",-1.188
"March 31, 1993",-1.117
"Dec. 31, 1992",-1.012
"Sept. 30, 1992",-0.7908
"June 30, 1992",-0.7497
"March 31, 1992",-0.7404
"Dec. 31, 1991",-0.7053
"Sept. 30, 1991",-0.4136
"June 30, 1991",-0.3521
"March 31, 1991",-0.2541
"Dec. 31, 1990",-0.2182
"Sept. 30, 1990",-0.1921
"June 30, 1990",-0.2357
"March 31, 1990",1.301
"Dec. 31, 1989",2.906
