date,market_beta_60_month
"Feb. 29, 2020",1.262
"Jan. 31, 2020",1.240
"Dec. 31, 2019",1.218
"Nov. 30, 2019",1.216
"Oct. 31, 2019",1.218
"Sept. 30, 2019",1.210
"Aug. 31, 2019",1.207
"July 31, 2019",1.203
"June 30, 2019",1.224
"May 31, 2019",1.265
"April 30, 2019",1.229
"March 31, 2019",1.198
"Feb. 28, 2019",1.196
"Jan. 31, 2019",1.172
"Dec. 31, 2018",1.110
"Nov. 30, 2018",1.072
"Oct. 31, 2018",1.087
"Sept. 30, 2018",0.983
"Aug. 31, 2018",1.013
"July 31, 2018",1.049
"June 30, 2018",1.094
"May 31, 2018",1.095
"April 30, 2018",1.095
"March 31, 2018",1.082
"Feb. 28, 2018",1.051
"Jan. 31, 2018",1.077
"Dec. 31, 2017",1.067
"Nov. 30, 2017",1.067
"Oct. 31, 2017",1.067
"Sept. 30, 2017",1.050
"Aug. 31, 2017",1.046
"July 31, 2017",1.063
"June 30, 2017",1.071
"May 31, 2017",1.057
"April 30, 2017",1.086
"March 31, 2017",1.088
"Feb. 28, 2017",1.070
"Jan. 31, 2017",1.095
"Dec. 31, 2016",1.113
"Nov. 30, 2016",1.115
"Oct. 31, 2016",1.105
"Sept. 30, 2016",1.108
"Aug. 31, 2016",1.064
"July 31, 2016",1.096
"June 30, 2016",1.107
"May 31, 2016",1.098
"April 30, 2016",1.102
"March 31, 2016",1.114
"Feb. 29, 2016",1.141
"Jan. 31, 2016",1.157
"Dec. 31, 2015",1.139
"Nov. 30, 2015",1.128
"Oct. 31, 2015",1.123
"Sept. 30, 2015",1.110
"Aug. 31, 2015",1.111
"July 31, 2015",1.120
"June 30, 2015",1.149
"May 31, 2015",1.113
"April 30, 2015",1.118
"March 31, 2015",1.116
"Feb. 28, 2015",1.114
"Jan. 31, 2015",1.109
"Dec. 31, 2014",1.118
"Nov. 30, 2014",1.128
"Oct. 31, 2014",1.147
"Sept. 30, 2014",1.136
"Aug. 31, 2014",1.131
"July 31, 2014",1.150
