date,cash_on_hand
"Dec. 31, 2019",7.378B
"Sept. 30, 2019",7.341B
"June 30, 2019",6.819B
"March 31, 2019",6.24B
"Dec. 31, 2018",6.152B
"Sept. 30, 2018",13.80B
"June 30, 2018",11.07B
"March 31, 2018",7.667B
"Dec. 31, 2017",8.985B
"Sept. 30, 2017",8.523B
"June 30, 2017",9.345B
"March 31, 2017",7.156B
"Dec. 31, 2016",7.157B
"Sept. 30, 2016",7.107B
"June 30, 2016",6.785B
"March 31, 2016",7.215B
"Dec. 31, 2015",7.075B
"Sept. 30, 2015",5.477B
"June 30, 2015",5.933B
"March 31, 2015",5.281B
"Dec. 31, 2014",5.229B
"Sept. 30, 2014",5.035B
"June 30, 2014",4.962B
"March 31, 2014",4.477B
"Dec. 31, 2013",4.619B
"Sept. 30, 2013",4.621B
"June 30, 2013",4.909B
"March 31, 2013",4.767B
"Dec. 31, 2012",4.819B
"Sept. 30, 2012",6.242B
"June 30, 2012",5.966B
"March 31, 2012",6.285B
"Dec. 31, 2011",5.96B
"Sept. 30, 2011",5.966B
"June 30, 2011",5.396B
"March 31, 2011",4.44B
"Dec. 31, 2010",4.083B
"Sept. 30, 2010",5.731B
"June 30, 2010",4.997B
"March 31, 2010",4.788B
"Dec. 31, 2009",4.449B
"Sept. 30, 2009",4.632B
"June 30, 2009",4.016B
"March 31, 2009",3.272B
"Dec. 31, 2008",4.327B
"Sept. 30, 2008",3.615B
"June 30, 2008",3.442B
"March 31, 2008",3.139B
"Dec. 31, 2007",2.904B
"Sept. 30, 2007",2.81B
"June 30, 2007",3.292B
"March 31, 2007",2.481B
"Dec. 31, 2006",2.546B
"Sept. 30, 2006",2.914B
"June 30, 2006",2.883B
"March 31, 2006",2.417B
"Dec. 31, 2005",2.247B
"Sept. 30, 2005",2.102B
"June 30, 2005",1.985B
"March 31, 2005",1.963B
"Dec. 31, 2004",2.265B
"Sept. 30, 2004",2.34B
"June 30, 2004",2.018B
"March 31, 2004",1.731B
"Dec. 31, 2003",1.623B
"Sept. 30, 2003",1.421B
"June 30, 2003",2.415B
"March 31, 2003",1.927B
"Dec. 31, 2002",2.08B
"Sept. 30, 2002",2.301B
"June 30, 2002",1.902B
"March 31, 2002",1.337B
"Dec. 31, 2001",1.558B
"Sept. 30, 2001",1.365B
"June 30, 2001",957.00M
"March 31, 2001",780.00M
"Dec. 31, 2000",748.00M
"Sept. 30, 2000",818.00M
"June 30, 2000",813.00M
"March 31, 2000",657.00M
"Dec. 31, 1999",957.00M
"Sept. 30, 1999",1.115B
"June 30, 1999",885.00M
"March 31, 1999",657.00M
"Dec. 31, 1998",550.00M
"Sept. 30, 1998",663.00M
"June 30, 1998",718.00M
"March 31, 1998",703.00M
"Dec. 31, 1997",655.00M
"Sept. 30, 1997",1.283B
"June 30, 1997",1.413B
"March 31, 1997",1.265B
"Dec. 31, 1996",1.127B
"Sept. 30, 1996",1.259B
"June 30, 1996",1.075B
"March 31, 1996",1.088B
"Dec. 31, 1995",900.00M
"Sept. 30, 1995",904.00M
"June 30, 1995",755.00M
"March 31, 1995",461.00M
"Dec. 31, 1994",386.00M
"Sept. 30, 1994",544.00M
"June 30, 1994",567.00M
"March 31, 1994",399.00M
"Dec. 31, 1993",421.00M
"Sept. 30, 1993",254.00M
"June 30, 1993",330.00M
"March 31, 1993",351.00M
"Dec. 31, 1992",354.00M
"Sept. 30, 1992",246.00M
"June 30, 1992",197.00M
"March 31, 1992",209.00M
"Dec. 31, 1991",523.00M
"Sept. 30, 1991",566.00M
"June 30, 1991",419.30M
"March 31, 1991",186.80M
"Dec. 31, 1990",200.80M
"Sept. 30, 1990",271.80M
"June 30, 1990",284.20M
"March 31, 1990",247.40M
"Dec. 31, 1989",266.50M
"Sept. 30, 1989",308.50M
"Dec. 31, 1988",242.60M
"Dec. 31, 1987",424.20M
"Dec. 31, 1986",269.70M
"Dec. 31, 1985",971.80M
"Dec. 31, 1984",224.70M
