date,capex_ttm
"Dec. 31, 2019",2.607B
"Sept. 30, 2019",2.496B
"June 30, 2019",2.411B
"March 31, 2019",2.337B
"Dec. 31, 2018",2.302B
"Sept. 30, 2018",2.314B
"June 30, 2018",2.318B
"March 31, 2018",2.383B
"Dec. 31, 2017",2.394B
"Sept. 30, 2017",2.247B
"June 30, 2017",2.205B
"March 31, 2017",2.129B
"Dec. 31, 2016",2.087B
"Sept. 30, 2016",2.058B
"June 30, 2016",2.036B
"March 31, 2016",2.018B
"Dec. 31, 2015",2.089B
"Sept. 30, 2015",2.04B
"June 30, 2015",2.041B
"March 31, 2015",2.167B
"Dec. 31, 2014",2.187B
"Sept. 30, 2014",2.219B
"June 30, 2014",2.374B
"March 31, 2014",2.314B
"Dec. 31, 2013",2.291B
"Sept. 30, 2013",2.384B
"June 30, 2013",2.221B
"March 31, 2013",3.197B
"Dec. 31, 2012",2.932B
"Sept. 30, 2012",2.501B
"June 30, 2012",2.233B
"March 31, 2012",945.00M
"Dec. 31, 2011",929.00M
"Sept. 30, 2011",929.00M
"June 30, 2011",907.00M
"March 31, 2011",862.00M
"Dec. 31, 2010",838.00M
"Sept. 30, 2010",804.00M
"June 30, 2010",788.00M
"March 31, 2010",806.00M
"Dec. 31, 2009",826.00M
"Sept. 30, 2009",907.00M
"June 30, 2009",1.014B
"March 31, 2009",1.146B
"Dec. 31, 2008",1.216B
"Sept. 30, 2008",1.266B
"June 30, 2008",1.236B
"March 31, 2008",1.182B
"Dec. 31, 2007",1.153B
"Sept. 30, 2007",1.048B
"June 30, 2007",994.00M
"March 31, 2007",961.00M
"Dec. 31, 2006",954.00M
"Sept. 30, 2006",948.00M
"June 30, 2006",1.013B
"March 31, 2006",978.00M
"Dec. 31, 2005",929.00M
"Sept. 30, 2005",928.00M
"June 30, 2005",859.00M
"March 31, 2005",824.00M
"Dec. 31, 2004",795.00M
"Sept. 30, 2004",659.00M
"June 30, 2004",605.00M
"March 31, 2004",566.00M
"Dec. 31, 2003",530.00M
"Sept. 30, 2003",503.00M
"June 30, 2003",507.00M
"March 31, 2003",517.00M
"Dec. 31, 2002",586.00M
"Sept. 30, 2002",610.00M
"June 30, 2002",654.00M
"March 31, 2002",742.00M
"Dec. 31, 2001",793.00M
"Sept. 30, 2001",925.00M
"June 30, 2001",1.025B
"March 31, 2001",995.00M
"Dec. 31, 2000",937.00M
"Sept. 30, 2000",-1.735B
"June 30, 2000",-1.273B
"March 31, 2000",687.00M
"Dec. 31, 1999",762.00M
"Sept. 30, 1999",2.263B
"June 30, 1999",2.368B
"March 31, 1999",556.00M
"Dec. 31, 1998",673.00M
"Sept. 30, 1998",2.19B
"June 30, 1998",1.42B
"March 31, 1998",1.339B
"Dec. 31, 1997",1.205B
"Sept. 30, 1997",942.00M
"June 30, 1997",1.231B
"March 31, 1997",1.139B
"Dec. 31, 1996",1.087B
"Sept. 30, 1996",1.014B
"June 30, 1996",943.00M
"March 31, 1996",982.00M
"Dec. 31, 1995",984.00M
"Sept. 30, 1995",801.00M
"June 30, 1995",734.00M
"March 31, 1995",788.00M
"Dec. 31, 1994",759.00M
"Sept. 30, 1994",890.00M
"June 30, 1994",869.00M
"March 31, 1994",805.00M
"Dec. 31, 1993",846.00M
"Sept. 30, 1993",844.00M
"June 30, 1993",858.00M
"March 31, 1993",878.00M
"Dec. 31, 1992",920.00M
"Sept. 30, 1992",965.00M
"June 30, 1992",960.60M
"March 31, 1992",1.003B
"Dec. 31, 1991",1.048B
"Sept. 30, 1991",1.120B
"June 30, 1991",1.175B
"March 31, 1991",1.217B
"Dec. 31, 1990",1.200B
"Sept. 30, 1990",790.90M
"June 30, 1990",524.80M
"March 31, 1990",239.00M
