date,days_inventory_outstanding
"Dec. 31, 2019",68.72
"Sept. 30, 2019",71.20
"June 30, 2019",67.77
"March 31, 2019",68.43
"Dec. 31, 2018",63.56
"Sept. 30, 2018",65.68
"June 30, 2018",65.81
"March 31, 2018",76.12
"Dec. 31, 2017",77.22
"Sept. 30, 2017",81.93
"June 30, 2017",78.65
"March 31, 2017",81.43
"Dec. 31, 2016",75.60
"Sept. 30, 2016",78.65
"June 30, 2016",73.29
"March 31, 2016",78.65
"Dec. 31, 2015",71.04
"Sept. 30, 2015",87.28
"June 30, 2015",89.89
"March 31, 2015",86.29
"Dec. 31, 2014",76.46
"Sept. 30, 2014",90.83
"June 30, 2014",73.70
"March 31, 2014",91.00
"Dec. 31, 2013",129.52
"Sept. 30, 2013",86.93
"June 30, 2013",80.54
"March 31, 2013",85.88
"Dec. 31, 2012",74.29
"Sept. 30, 2012",78.66
"June 30, 2012",77.47
"March 31, 2012",82.58
"Dec. 31, 2011",71.93
"Sept. 30, 2011",76.84
"June 30, 2011",76.81
"March 31, 2011",82.61
"Dec. 31, 2010",77.46
"Sept. 30, 2010",77.94
"June 30, 2010",74.05
"March 31, 2010",81.93
"Dec. 31, 2009",68.97
"Sept. 30, 2009",77.12
"June 30, 2009",81.45
"March 31, 2009",84.87
"Dec. 31, 2008",73.11
"Sept. 30, 2008",75.49
"June 30, 2008",71.19
"March 31, 2008",76.54
"Dec. 31, 2007",70.81
"Sept. 30, 2007",74.88
"June 30, 2007",69.74
"March 31, 2007",71.84
"Dec. 31, 2006",66.39
"Sept. 30, 2006",72.91
"June 30, 2006",69.30
"March 31, 2006",72.35
"Dec. 31, 2005",64.36
"Sept. 30, 2005",68.45
"June 30, 2005",63.80
"March 31, 2005",69.47
"Dec. 31, 2004",61.56
"Sept. 30, 2004",60.80
"June 30, 2004",58.45
"March 31, 2004",64.82
"Dec. 31, 2003",60.61
"Sept. 30, 2003",62.88
"June 30, 2003",63.94
"March 31, 2003",72.82
"Dec. 31, 2002",67.55
"Sept. 30, 2002",70.88
"June 30, 2002",73.08
"March 31, 2002",82.49
"Dec. 31, 2001",72.14
"Sept. 30, 2001",76.43
"June 30, 2001",70.82
"March 31, 2001",77.14
"Dec. 31, 2000",62.23
"Sept. 30, 2000",77.22
"June 30, 2000",69.25
"March 31, 2000",73.82
"Dec. 31, 1999",66.98
"Sept. 30, 1999",68.65
"June 30, 1999",74.67
"March 31, 1999",78.08
"Dec. 31, 1998",67.82
"Sept. 30, 1998",70.77
"June 30, 1998",71.08
"March 31, 1998",77.49
"Dec. 31, 1997",158.10
"Sept. 30, 1997",71.12
"June 30, 1997",67.35
"March 31, 1997",72.86
"Dec. 31, 1996",72.87
"Sept. 30, 1996",67.59
"June 30, 1996",67.48
"March 31, 1996",72.70
"Dec. 31, 1995",61.53
"Sept. 30, 1995",67.52
"June 30, 1995",67.52
"March 31, 1995",70.33
"Dec. 31, 1994",66.76
"Sept. 30, 1994",76.92
"June 30, 1994",76.63
"March 31, 1994",85.09
"Dec. 31, 1993",72.73
"Sept. 30, 1993",83.12
"June 30, 1993",78.78
"March 31, 1993",91.88
"Dec. 31, 1992",71.81
"Sept. 30, 1992",94.68
"June 30, 1992",87.83
"March 31, 1992",98.85
"Dec. 31, 1991",74.81
"Sept. 30, 1991",98.66
"June 30, 1991",96.79
"March 31, 1991",110.04
"Dec. 31, 1990",85.87
"Sept. 30, 1990",104.30
"June 30, 1990",93.68
"March 31, 1990",110.91
"Dec. 31, 1989",98.10
