date,year_low
"March 19, 2020",69.02
"March 18, 2020",69.02
"March 17, 2020",82.81
"March 16, 2020",90.58
"March 13, 2020",92.80
"March 12, 2020",92.80
"March 11, 2020",106.78
"March 10, 2020",112.51
"March 9, 2020",112.51
"March 6, 2020",120.00
"March 5, 2020",121.48
"March 4, 2020",121.48
"March 3, 2020",121.48
"March 2, 2020",121.48
"Feb. 28, 2020",121.48
"Feb. 27, 2020",121.48
"Feb. 26, 2020",121.48
"Feb. 25, 2020",121.48
"Feb. 24, 2020",121.48
"Feb. 21, 2020",121.48
"Feb. 20, 2020",121.48
"Feb. 19, 2020",121.48
"Feb. 18, 2020",121.48
"Feb. 14, 2020",121.48
"Feb. 13, 2020",121.48
"Feb. 12, 2020",121.48
"Feb. 11, 2020",121.48
"Feb. 10, 2020",121.48
"Feb. 7, 2020",120.22
"Feb. 6, 2020",118.99
"Feb. 5, 2020",118.99
"Feb. 4, 2020",118.99
"Feb. 3, 2020",117.88
"Jan. 31, 2020",117.88
"Jan. 30, 2020",117.62
"Jan. 29, 2020",117.25
"Jan. 28, 2020",115.50
"Jan. 27, 2020",113.77
"Jan. 24, 2020",113.77
"Jan. 23, 2020",113.77
"Jan. 22, 2020",113.77
"Jan. 21, 2020",110.65
"Jan. 17, 2020",110.65
"Jan. 16, 2020",110.30
"Jan. 15, 2020",110.30
"Jan. 14, 2020",109.54
"Jan. 13, 2020",108.80
"Jan. 10, 2020",108.62
"Jan. 9, 2020",108.62
"Jan. 8, 2020",108.54
"Jan. 7, 2020",107.35
"Jan. 6, 2020",105.54
"Jan. 3, 2020",103.51
"Jan. 2, 2020",103.23
"Dec. 31, 2019",103.23
"Dec. 30, 2019",103.23
"Dec. 27, 2019",103.23
"Dec. 26, 2019",101.66
"Dec. 24, 2019",100.48
"Dec. 23, 2019",100.48
"Dec. 20, 2019",100.48
"Dec. 19, 2019",100.48
"Dec. 18, 2019",100.48
"Dec. 17, 2019",100.48
"Dec. 16, 2019",100.48
"Dec. 13, 2019",100.48
"Dec. 12, 2019",100.48
"Dec. 11, 2019",100.48
"Dec. 10, 2019",100.48
"Dec. 9, 2019",100.48
"Dec. 6, 2019",100.48
"Dec. 5, 2019",100.48
"Dec. 4, 2019",100.48
"Dec. 3, 2019",100.48
"Dec. 2, 2019",100.48
"Nov. 29, 2019",100.48
"Nov. 27, 2019",100.48
"Nov. 26, 2019",100.48
"Nov. 25, 2019",100.48
"Nov. 22, 2019",100.48
"Nov. 21, 2019",100.48
"Nov. 20, 2019",100.48
"Nov. 19, 2019",100.48
"Nov. 18, 2019",100.48
"Nov. 15, 2019",100.48
"Nov. 14, 2019",100.48
"Nov. 13, 2019",100.48
"Nov. 12, 2019",100.48
"Nov. 11, 2019",100.48
"Nov. 8, 2019",100.48
"Nov. 7, 2019",100.48
"Nov. 6, 2019",100.48
"Nov. 5, 2019",100.48
"Nov. 4, 2019",100.48
"Nov. 1, 2019",100.48
"Oct. 31, 2019",100.48
"Oct. 30, 2019",100.48
"Oct. 29, 2019",100.48
"Oct. 28, 2019",100.48
"Oct. 25, 2019",100.48
"Oct. 24, 2019",100.48
"Oct. 23, 2019",100.48
"Oct. 22, 2019",100.48
"Oct. 21, 2019",100.48
"Oct. 18, 2019",100.48
"Oct. 17, 2019",100.48
"Oct. 16, 2019",100.48
"Oct. 15, 2019",100.48
"Oct. 14, 2019",100.48
"Oct. 11, 2019",100.48
"Oct. 10, 2019",100.48
"Oct. 9, 2019",100.48
"Oct. 8, 2019",100.48
"Oct. 7, 2019",100.48
"Oct. 4, 2019",100.48
"Oct. 3, 2019",100.48
"Oct. 2, 2019",100.48
"Oct. 1, 2019",100.48
"Sept. 30, 2019",100.48
"Sept. 27, 2019",100.48
"Sept. 26, 2019",100.48
"Sept. 25, 2019",100.48
"Sept. 24, 2019",100.48
"Sept. 23, 2019",100.48
"Sept. 20, 2019",100.48
"Sept. 19, 2019",100.48
"Sept. 18, 2019",100.48
"Sept. 17, 2019",100.48
"Sept. 16, 2019",100.48
"Sept. 13, 2019",100.48
"Sept. 12, 2019",100.48
"Sept. 11, 2019",100.48
"Sept. 10, 2019",100.48
"Sept. 9, 2019",100.48
"Sept. 6, 2019",100.48
"Sept. 5, 2019",100.48
"Sept. 4, 2019",100.48
"Sept. 3, 2019",100.48
"Aug. 30, 2019",100.48
"Aug. 29, 2019",100.48
