date,asset_utilization
"Dec. 31, 2019",0.5589
"Sept. 30, 2019",0.5684
"June 30, 2019",0.5785
"March 31, 2019",0.5932
"Dec. 31, 2018",0.6085
"Sept. 30, 2018",0.6306
"June 30, 2018",0.6418
"March 31, 2018",0.6419
"Dec. 31, 2017",0.6391
"Sept. 30, 2017",0.6375
"June 30, 2017",0.6394
"March 31, 2017",0.6437
"Dec. 31, 2016",0.6428
"Sept. 30, 2016",0.6353
"June 30, 2016",0.6252
"March 31, 2016",0.6206
"Dec. 31, 2015",0.6166
"Sept. 30, 2015",0.6182
"June 30, 2015",0.6272
"March 31, 2015",0.6566
"Dec. 31, 2014",0.6733
"Sept. 30, 2014",0.628
"June 30, 2014",0.6416
"March 31, 2014",0.6336
"Dec. 31, 2013",0.6323
"Sept. 30, 2013",0.694
"June 30, 2013",0.7142
"March 31, 2013",0.7347
"Dec. 31, 2012",0.761
"Sept. 30, 2012",0.791
"June 30, 2012",0.8517
"March 31, 2012",0.9011
"Dec. 31, 2011",0.915
"Sept. 30, 2011",0.8917
"June 30, 2011",0.8922
"March 31, 2011",0.8922
"Dec. 31, 2010",0.8962
"Sept. 30, 2010",0.9127
"June 30, 2010",0.9215
"March 31, 2010",0.9223
"Dec. 31, 2009",0.9311
"Sept. 30, 2009",0.9483
"June 30, 2009",0.9754
"March 31, 2009",1.022
"Dec. 31, 2008",1.053
"Sept. 30, 2008",1.064
"June 30, 2008",1.066
"March 31, 2008",1.068
"Dec. 31, 2007",1.076
"Sept. 30, 2007",1.059
"June 30, 2007",1.043
"March 31, 2007",1.025
"Dec. 31, 2006",1.001
"Sept. 30, 2006",0.9736
"June 30, 2006",0.9667
"March 31, 2006",0.9791
"Dec. 31, 2005",0.981
"Sept. 30, 2005",0.9989
"June 30, 2005",1.007
"March 31, 2005",1.013
"Dec. 31, 2004",1.022
"Sept. 30, 2004",1.008
"June 30, 2004",1.007
"March 31, 2004",0.994
"Dec. 31, 2003",0.975
"Sept. 30, 2003",0.9733
"June 30, 2003",0.9887
"March 31, 2003",0.9993
"Dec. 31, 2002",1.007
"Sept. 30, 2002",1.017
"June 30, 2002",1.022
"March 31, 2002",1.043
"Dec. 31, 2001",1.067
"Sept. 30, 2001",1.095
"June 30, 2001",1.092
"March 31, 2001",1.089
"Dec. 31, 2000",1.086
"Sept. 30, 2000",1.079
"June 30, 2000",1.087
"March 31, 2000",1.110
"Dec. 31, 1999",1.134
"Sept. 30, 1999",1.183
"June 30, 1999",1.235
"March 31, 1999",1.293
"Dec. 31, 1998",1.305
"Sept. 30, 1998",1.133
"June 30, 1998",1.163
"March 31, 1998",1.208
"Dec. 31, 1997",1.256
"Sept. 30, 1997",1.419
"June 30, 1997",1.43
"March 31, 1997",1.421
"Dec. 31, 1996",1.401
"Sept. 30, 1996",1.443
"June 30, 1996",1.435
"March 31, 1996",1.429
"Dec. 31, 1995",1.435
"Sept. 30, 1995",1.420
"June 30, 1995",1.388
"March 31, 1995",1.361
"Dec. 31, 1994",1.326
"Sept. 30, 1994",1.318
"June 30, 1994",1.310
"March 31, 1994",1.318
"Dec. 31, 1993",1.312
"Sept. 30, 1993",1.298
"June 30, 1993",1.306
"March 31, 1993",1.320
"Dec. 31, 1992",1.350
"Sept. 30, 1992",1.347
"June 30, 1992",1.340
"March 31, 1992",1.320
"Dec. 31, 1991",1.298
"Sept. 30, 1991",1.342
"June 30, 1991",1.360
"March 31, 1991",1.402
"Dec. 31, 1990",1.424
"Sept. 30, 1990",1.420
"June 30, 1990",1.393
"March 31, 1990",1.390
"Dec. 31, 1989",1.444
