date,forward_pe_ratio_1y
"March 19, 2020",9.284
"March 18, 2020",8.801
"March 17, 2020",10.29
"March 16, 2020",10.08
"March 13, 2020",11.68
"March 12, 2020",11.36
"March 11, 2020",11.92
"March 10, 2020",13.23
"March 9, 2020",12.79
"March 6, 2020",14.02
"March 5, 2020",14.02
"March 4, 2020",15.41
"March 3, 2020",14.69
"March 2, 2020",14.86
"Feb. 28, 2020",14.48
"Feb. 27, 2020",14.65
"Feb. 26, 2020",15.34
"Feb. 25, 2020",15.39
"Feb. 24, 2020",16.25
"Feb. 21, 2020",16.80
"Feb. 20, 2020",16.62
"Feb. 19, 2020",16.70
"Feb. 18, 2020",16.77
"Feb. 14, 2020",17.01
"Feb. 13, 2020",16.97
"Feb. 12, 2020",17.20
"Feb. 11, 2020",17.21
"Feb. 10, 2020",17.35
"Feb. 7, 2020",17.38
"Feb. 6, 2020",17.31
"Feb. 5, 2020",17.25
"Feb. 4, 2020",16.96
"Feb. 3, 2020",16.62
"Jan. 31, 2020",16.65
"Jan. 30, 2020",17.07
"Jan. 29, 2020",16.94
"Jan. 28, 2020",16.94
"Jan. 27, 2020",16.74
"Jan. 24, 2020",16.98
"Jan. 23, 2020",17.05
"Jan. 22, 2020",17.05
"Jan. 21, 2020",17.12
"Jan. 17, 2020",17.11
"Jan. 16, 2020",17.02
"Jan. 15, 2020",16.84
"Jan. 14, 2020",16.80
"Jan. 13, 2020",16.85
"Jan. 10, 2020",16.83
"Jan. 9, 2020",17.03
"Jan. 8, 2020",17.01
"Jan. 7, 2020",16.98
"Jan. 6, 2020",17.03
"Jan. 3, 2020",17.00
"Jan. 2, 2020",16.98
"Dec. 31, 2019",16.60
"Dec. 30, 2019",18.78
"Dec. 27, 2019",18.83
"Dec. 26, 2019",18.88
"Dec. 24, 2019",18.74
"Dec. 23, 2019",18.77
"Dec. 20, 2019",18.73
"Dec. 19, 2019",18.63
"Dec. 18, 2019",18.51
"Dec. 17, 2019",18.62
"Dec. 16, 2019",18.73
"Dec. 13, 2019",18.68
"Dec. 12, 2019",18.72
"Dec. 11, 2019",18.45
"Dec. 10, 2019",18.22
"Dec. 9, 2019",18.32
"Dec. 6, 2019",18.42
"Dec. 5, 2019",18.20
"Dec. 4, 2019",18.11
"Dec. 3, 2019",18.01
"Dec. 2, 2019",18.17
"Nov. 29, 2019",18.59
"Nov. 27, 2019",18.65
"Nov. 26, 2019",18.56
"Nov. 25, 2019",18.48
"Nov. 22, 2019",18.51
"Nov. 21, 2019",18.46
"Nov. 20, 2019",18.38
"Nov. 19, 2019",18.59
"Nov. 18, 2019",18.68
"Nov. 15, 2019",18.72
"Nov. 14, 2019",18.56
"Nov. 13, 2019",18.58
"Nov. 12, 2019",18.59
"Nov. 11, 2019",18.57
"Nov. 8, 2019",18.66
"Nov. 7, 2019",18.64
"Nov. 6, 2019",18.58
"Nov. 5, 2019",18.53
"Nov. 4, 2019",18.48
"Nov. 1, 2019",18.38
"Oct. 31, 2019",17.99
"Oct. 30, 2019",18.02
"Oct. 29, 2019",17.79
"Oct. 28, 2019",17.92
"Oct. 25, 2019",17.91
"Oct. 24, 2019",17.97
"Oct. 23, 2019",17.53
"Oct. 22, 2019",17.72
"Oct. 21, 2019",17.34
"Oct. 18, 2019",17.14
"Oct. 17, 2019",17.31
"Oct. 16, 2019",17.13
"Oct. 15, 2019",17.06
"Oct. 14, 2019",17.03
"Oct. 11, 2019",17.06
"Oct. 10, 2019",16.78
"Oct. 9, 2019",16.54
"Oct. 8, 2019",16.39
"Oct. 7, 2019",16.63
"Oct. 4, 2019",16.69
"Oct. 3, 2019",16.44
"Oct. 2, 2019",16.35
"Oct. 1, 2019",16.76
"Sept. 30, 2019",17.11
"Sept. 27, 2019",17.09
"Sept. 26, 2019",17.23
"Sept. 25, 2019",17.15
"Sept. 24, 2019",16.98
"Sept. 23, 2019",17.00
"Sept. 20, 2019",16.99
"Sept. 19, 2019",17.23
"Sept. 18, 2019",17.25
"Sept. 17, 2019",17.19
"Sept. 16, 2019",17.30
"Sept. 13, 2019",17.30
"Sept. 12, 2019",17.22
"Sept. 11, 2019",17.03
"Sept. 10, 2019",16.78
"Sept. 9, 2019",16.80
"Sept. 6, 2019",16.75
"Sept. 5, 2019",16.67
"Sept. 4, 2019",16.42
"Sept. 3, 2019",16.16
"Aug. 30, 2019",16.32
"Aug. 29, 2019",16.23
"Aug. 28, 2019",15.90
"Aug. 27, 2019",15.61
"Aug. 26, 2019",15.72
"Aug. 23, 2019",15.46
