date,max_drawdown_all
"Feb. 29, 2020",55.13%
"Jan. 31, 2020",55.13%
"Dec. 31, 2019",55.13%
"Nov. 30, 2019",55.13%
"Oct. 31, 2019",55.13%
"Sept. 30, 2019",55.13%
"Aug. 31, 2019",55.13%
"July 31, 2019",55.13%
"June 30, 2019",55.13%
"May 31, 2019",55.13%
"April 30, 2019",55.13%
"March 31, 2019",55.13%
"Feb. 28, 2019",55.13%
"Jan. 31, 2019",55.13%
"Dec. 31, 2018",55.13%
"Nov. 30, 2018",55.13%
"Oct. 31, 2018",55.13%
"Sept. 30, 2018",55.13%
"Aug. 31, 2018",55.13%
"July 31, 2018",55.13%
"June 30, 2018",55.13%
"May 31, 2018",55.13%
"April 30, 2018",55.13%
"March 31, 2018",55.13%
"Feb. 28, 2018",55.13%
"Jan. 31, 2018",55.13%
"Dec. 31, 2017",55.13%
"Nov. 30, 2017",55.13%
"Oct. 31, 2017",55.13%
"Sept. 30, 2017",55.13%
"Aug. 31, 2017",55.13%
"July 31, 2017",55.13%
"June 30, 2017",55.13%
"May 31, 2017",55.13%
"April 30, 2017",55.13%
"March 31, 2017",55.13%
"Feb. 28, 2017",55.13%
"Jan. 31, 2017",55.13%
"Dec. 31, 2016",55.13%
"Nov. 30, 2016",55.13%
"Oct. 31, 2016",55.13%
"Sept. 30, 2016",55.13%
"Aug. 31, 2016",55.13%
"July 31, 2016",55.13%
"June 30, 2016",55.13%
"May 31, 2016",55.13%
"April 30, 2016",55.13%
"March 31, 2016",55.13%
"Feb. 29, 2016",55.13%
"Jan. 31, 2016",55.13%
"Dec. 31, 2015",55.13%
"Nov. 30, 2015",55.13%
"Oct. 31, 2015",55.13%
"Sept. 30, 2015",55.13%
"Aug. 31, 2015",55.13%
"July 31, 2015",55.13%
"June 30, 2015",55.13%
"May 31, 2015",55.13%
"April 30, 2015",55.13%
"March 31, 2015",55.13%
"Feb. 28, 2015",55.13%
"Jan. 31, 2015",55.13%
"Dec. 31, 2014",55.13%
"Nov. 30, 2014",55.13%
"Oct. 31, 2014",55.13%
"Sept. 30, 2014",55.13%
"Aug. 31, 2014",55.13%
"July 31, 2014",55.13%
"June 30, 2014",55.13%
"May 31, 2014",55.13%
"April 30, 2014",55.13%
"March 31, 2014",55.13%
"Feb. 28, 2014",55.13%
"Jan. 31, 2014",55.13%
"Dec. 31, 2013",55.13%
"Nov. 30, 2013",55.13%
"Oct. 31, 2013",55.13%
"Sept. 30, 2013",55.13%
"Aug. 31, 2013",55.13%
"July 31, 2013",55.13%
"June 30, 2013",55.13%
"May 31, 2013",55.13%
"April 30, 2013",55.13%
"March 31, 2013",55.13%
"Feb. 28, 2013",55.13%
"Jan. 31, 2013",55.13%
"Dec. 31, 2012",55.13%
"Nov. 30, 2012",55.13%
"Oct. 31, 2012",55.13%
"Sept. 30, 2012",55.13%
"Aug. 31, 2012",55.13%
"July 31, 2012",55.13%
"June 30, 2012",55.13%
"May 31, 2012",55.13%
"April 30, 2012",55.13%
"March 31, 2012",55.13%
"Feb. 29, 2012",55.13%
"Jan. 31, 2012",55.13%
"Dec. 31, 2011",55.13%
"Nov. 30, 2011",55.13%
"Oct. 31, 2011",55.13%
"Sept. 30, 2011",55.13%
"Aug. 31, 2011",55.13%
"July 31, 2011",55.13%
"June 30, 2011",55.13%
"May 31, 2011",55.13%
"April 30, 2011",55.13%
"March 31, 2011",55.13%
"Feb. 28, 2011",55.13%
"Jan. 31, 2011",55.13%
"Dec. 31, 2010",55.13%
"Nov. 30, 2010",55.13%
"Oct. 31, 2010",55.13%
"Sept. 30, 2010",55.13%
"Aug. 31, 2010",55.13%
"July 31, 2010",55.13%
"June 30, 2010",55.13%
"May 31, 2010",55.13%
"April 30, 2010",55.13%
"March 31, 2010",55.13%
"Feb. 28, 2010",55.13%
"Jan. 31, 2010",55.13%
"Dec. 31, 2009",55.13%
"Nov. 30, 2009",55.13%
"Oct. 31, 2009",55.13%
"Sept. 30, 2009",55.13%
"Aug. 31, 2009",55.13%
"July 31, 2009",55.13%
"June 30, 2009",55.13%
"May 31, 2009",55.13%
"April 30, 2009",55.13%
"March 31, 2009",55.13%
"Feb. 28, 2009",55.13%
"Jan. 31, 2009",55.13%
"Dec. 31, 2008",55.13%
"Nov. 30, 2008",55.13%
"Oct. 31, 2008",55.13%
"Sept. 30, 2008",55.13%
"Aug. 31, 2008",55.13%
"July 31, 2008",55.13%
"June 30, 2008",55.13%
"May 31, 2008",55.13%
"April 30, 2008",55.13%
"March 31, 2008",55.13%
"Feb. 29, 2008",55.13%
"Jan. 31, 2008",55.13%
"Dec. 31, 2007",55.13%
"Nov. 30, 2007",55.13%
"Oct. 31, 2007",55.13%
"Sept. 30, 2007",55.13%
"Aug. 31, 2007",55.13%
"July 31, 2007",55.13%
"June 30, 2007",55.13%
"May 31, 2007",55.13%
"April 30, 2007",55.13%
"March 31, 2007",55.13%
"Feb. 28, 2007",55.13%
"Jan. 31, 2007",55.13%
"Dec. 31, 2006",55.13%
"Nov. 30, 2006",55.13%
"Oct. 31, 2006",55.13%
"Sept. 30, 2006",55.13%
"Aug. 31, 2006",55.13%
"July 31, 2006",55.13%
"June 30, 2006",55.13%
"May 31, 2006",55.13%
"April 30, 2006",55.13%
"March 31, 2006",55.13%
"Feb. 28, 2006",55.13%
"Jan. 31, 2006",55.13%
"Dec. 31, 2005",55.13%
"Nov. 30, 2005",55.13%
"Oct. 31, 2005",55.13%
"Sept. 30, 2005",55.13%
"Aug. 31, 2005",55.13%
"July 31, 2005",55.13%
"June 30, 2005",55.13%
"May 31, 2005",55.13%
"April 30, 2005",55.13%
"March 31, 2005",55.13%
"Feb. 28, 2005",55.13%
"Jan. 31, 2005",55.13%
"Dec. 31, 2004",55.13%
"Nov. 30, 2004",55.13%
"Oct. 31, 2004",55.13%
"Sept. 30, 2004",55.13%
"Aug. 31, 2004",55.13%
"July 31, 2004",55.13%
"June 30, 2004",55.13%
"May 31, 2004",55.13%
"April 30, 2004",55.13%
"March 31, 2004",55.13%
"Feb. 29, 2004",55.13%
"Jan. 31, 2004",55.13%
"Dec. 31, 2003",55.13%
"Nov. 30, 2003",55.13%
"Oct. 31, 2003",55.13%
"Sept. 30, 2003",55.13%
"Aug. 31, 2003",55.13%
"July 31, 2003",55.13%
"June 30, 2003",55.13%
"May 31, 2003",55.13%
"April 30, 2003",55.13%
"March 31, 2003",55.13%
"Feb. 28, 2003",55.13%
"Jan. 31, 2003",55.13%
"Dec. 31, 2002",55.13%
"Nov. 30, 2002",55.13%
"Oct. 31, 2002",55.13%
"Sept. 30, 2002",55.13%
"Aug. 31, 2002",55.13%
"July 31, 2002",55.13%
"June 30, 2002",55.13%
"May 31, 2002",55.13%
"April 30, 2002",55.13%
"March 31, 2002",55.13%
"Feb. 28, 2002",55.13%
"Jan. 31, 2002",55.13%
"Dec. 31, 2001",55.13%
"Nov. 30, 2001",55.13%
"Oct. 31, 2001",55.13%
"Sept. 30, 2001",55.13%
"Aug. 31, 2001",55.13%
"July 31, 2001",55.13%
"June 30, 2001",55.13%
"May 31, 2001",55.13%
"April 30, 2001",55.13%
"March 31, 2001",55.13%
"Feb. 28, 2001",55.13%
"Jan. 31, 2001",55.13%
"Dec. 31, 2000",55.13%
"Nov. 30, 2000",55.13%
"Oct. 31, 2000",55.13%
"Sept. 30, 2000",55.13%
