date,assets
"Dec. 31, 2019",139.72B
"Sept. 30, 2019",139.01B
"June 30, 2019",138.99B
"March 31, 2019",137.38B
"Dec. 31, 2018",134.21B
"Sept. 30, 2018",114.94B
"June 30, 2018",101.57B
"March 31, 2018",98.78B
"Dec. 31, 2017",96.92B
"Sept. 30, 2017",96.35B
"June 30, 2017",94.79B
"March 31, 2017",90.37B
"Dec. 31, 2016",89.71B
"Sept. 30, 2016",90.06B
"June 30, 2016",89.48B
"March 31, 2016",88.57B
"Dec. 31, 2015",87.48B
"Sept. 30, 2015",92.14B
"June 30, 2015",92.77B
"March 31, 2015",91.33B
"Dec. 31, 2014",91.21B
"Sept. 30, 2014",91.77B
"June 30, 2014",92.14B
"March 31, 2014",91.23B
"Dec. 31, 2013",90.59B
"Sept. 30, 2013",90.33B
"June 30, 2013",88.74B
"March 31, 2013",88.51B
"Dec. 31, 2012",89.41B
"Sept. 30, 2012",91.95B
"June 30, 2012",74.65B
"March 31, 2012",61.72B
"Dec. 31, 2011",61.45B
"Sept. 30, 2011",61.95B
"June 30, 2011",62.15B
"March 31, 2011",60.66B
"Dec. 31, 2010",58.49B
"Sept. 30, 2010",60.65B
"June 30, 2010",58.34B
"March 31, 2010",58.39B
"Dec. 31, 2009",55.76B
"Sept. 30, 2009",57.58B
"June 30, 2009",56.54B
"March 31, 2009",54.80B
"Dec. 31, 2008",56.84B
"Sept. 30, 2008",56.81B
"June 30, 2008",58.49B
"March 31, 2008",57.05B
"Dec. 31, 2007",54.58B
"Sept. 30, 2007",53.50B
"June 30, 2007",50.56B
"March 31, 2007",48.58B
"Dec. 31, 2006",47.14B
"Sept. 30, 2006",49.60B
"June 30, 2006",49.17B
"March 31, 2006",47.03B
"Dec. 31, 2005",45.92B
"Sept. 30, 2005",46.07B
"June 30, 2005",44.79B
"March 31, 2005",40.54B
"Dec. 31, 2004",40.44B
"Sept. 30, 2004",37.63B
"June 30, 2004",36.69B
"March 31, 2004",35.93B
"Dec. 31, 2003",35.27B
"Sept. 30, 2003",34.06B
"June 30, 2003",30.91B
"March 31, 2003",29.72B
"Dec. 31, 2002",29.19B
"Sept. 30, 2002",28.49B
"June 30, 2002",28.38B
"March 31, 2002",27.01B
"Dec. 31, 2001",27.01B
"Sept. 30, 2001",26.61B
"June 30, 2001",26.02B
"March 31, 2001",25.69B
"Dec. 31, 2000",25.36B
"Sept. 30, 2000",24.16B
"June 30, 2000",24.32B
"March 31, 2000",24.20B
"Dec. 31, 1999",24.37B
"Sept. 30, 1999",23.08B
"June 30, 1999",22.03B
"March 31, 1999",17.91B
"Dec. 31, 1998",17.77B
"Sept. 30, 1998",18.29B
"June 30, 1998",17.46B
"March 31, 1998",17.34B
"Dec. 31, 1997",16.44B
"Sept. 30, 1997",16.92B
"June 30, 1997",17.03B
"March 31, 1997",16.69B
"Dec. 31, 1996",16.74B
"Sept. 30, 1996",16.41B
"June 30, 1996",16.18B
"March 31, 1996",16.03B
"Dec. 31, 1995",15.96B
"Sept. 30, 1995",15.74B
"June 30, 1995",15.83B
"March 31, 1995",15.70B
"Dec. 31, 1994",15.62B
"Sept. 30, 1994",15.70B
"June 30, 1994",15.85B
"March 31, 1994",15.65B
"Dec. 31, 1993",15.62B
"Sept. 30, 1993",15.46B
"June 30, 1993",15.88B
"March 31, 1993",16.15B
"Dec. 31, 1992",15.93B
"Sept. 30, 1992",16.11B
"June 30, 1992",16.21B
"March 31, 1992",15.94B
"Dec. 31, 1991",15.98B
"Sept. 30, 1991",16.16B
"June 30, 1991",16.13B
"March 31, 1991",16.07B
"Dec. 31, 1990",15.92B
"Sept. 30, 1990",15.44B
"June 30, 1990",15.36B
"March 31, 1990",14.91B
"Dec. 31, 1989",14.60B
"Sept. 30, 1989",13.41B
"Dec. 31, 1988",12.75B
"Dec. 31, 1987",11.93B
"Dec. 31, 1986",11.09B
"Dec. 31, 1985",10.53B
"Dec. 31, 1984",9.904B
