date,ca_score
"Dec. 31, 2019",-0.9105
"Sept. 30, 2019",-0.61
"June 30, 2019",0.1571
"March 31, 2019",0.1847
"Dec. 31, 2018",0.2211
"Sept. 30, 2018",0.1763
"June 30, 2018",-0.0643
"March 31, 2018",-0.1013
"Dec. 31, 2017",-0.1849
"Sept. 30, 2017",-0.2555
"June 30, 2017",-0.2773
"March 31, 2017",-0.3173
"Dec. 31, 2016",-0.3482
"Sept. 30, 2016",-0.8781
"June 30, 2016",-1.032
"March 31, 2016",-0.8337
"Dec. 31, 2015",-0.7079
"Sept. 30, 2015",-0.3888
"June 30, 2015",0.0123
"March 31, 2015",0.1346
"Dec. 31, 2014",0.2719
"Sept. 30, 2014",0.5775
"June 30, 2014",0.6633
"March 31, 2014",0.6981
"Dec. 31, 2013",0.7318
"Sept. 30, 2013",0.6224
"June 30, 2013",0.602
"March 31, 2013",0.6159
"Dec. 31, 2012",0.6675
"Sept. 30, 2012",0.951
"June 30, 2012",1.051
"March 31, 2012",1.153
"Dec. 31, 2011",1.172
"Sept. 30, 2011",1.182
"June 30, 2011",1.173
"March 31, 2011",1.115
"Dec. 31, 2010",1.108
"Sept. 30, 2010",1.212
"June 30, 2010",1.173
"March 31, 2010",1.119
"Dec. 31, 2009",0.9893
"Sept. 30, 2009",0.8465
"June 30, 2009",1.064
"March 31, 2009",1.385
"Dec. 31, 2008",1.678
"Sept. 30, 2008",2.074
"June 30, 2008",1.924
"March 31, 2008",1.702
"Dec. 31, 2007",1.490
"Sept. 30, 2007",1.255
"June 30, 2007",1.196
"March 31, 2007",1.177
"Dec. 31, 2006",1.293
"Sept. 30, 2006",1.261
"June 30, 2006",1.344
"March 31, 2006",1.301
"Dec. 31, 2005",1.249
"Sept. 30, 2005",1.057
"June 30, 2005",0.8262
"March 31, 2005",0.69
"Dec. 31, 2004",0.5366
"Sept. 30, 2004",0.5113
"June 30, 2004",0.3448
"March 31, 2004",0.2279
"Dec. 31, 2003",0.1756
"Sept. 30, 2003",0.0759
"June 30, 2003",-0.0403
"March 31, 2003",-0.2021
"Dec. 31, 2002",-0.4407
"Sept. 30, 2002",-0.6696
"June 30, 2002",-0.7603
"March 31, 2002",-0.7246
"Dec. 31, 2001",-0.6002
"Sept. 30, 2001",-0.4466
"June 30, 2001",-0.4249
"March 31, 2001",-0.3201
"Dec. 31, 2000",0.0014
"Sept. 30, 2000",-0.0699
"June 30, 2000",-0.1931
"March 31, 2000",-0.4598
"Dec. 31, 1999",-1.176
"Sept. 30, 1999",-1.338
"June 30, 1999",-1.422
"March 31, 1999",-1.430
"Dec. 31, 1998",-1.335
"Sept. 30, 1998",-1.220
"June 30, 1998",-1.099
"March 31, 1998",-0.959
"Dec. 31, 1997",-0.8229
"Sept. 30, 1997",-0.9079
"June 30, 1997",-0.9219
"March 31, 1997",-0.9805
"Dec. 31, 1996",-0.9943
"Sept. 30, 1996",-1.105
"June 30, 1996",-1.118
"March 31, 1996",-1.121
"Dec. 31, 1995",-1.131
"Sept. 30, 1995",-1.028
"June 30, 1995",-1.082
"March 31, 1995",-1.155
"Dec. 31, 1994",-1.279
"Sept. 30, 1994",-1.331
"June 30, 1994",-1.402
"March 31, 1994",-1.428
"Dec. 31, 1993",-1.465
"Sept. 30, 1993",-1.458
"June 30, 1993",-1.391
"March 31, 1993",-1.345
"Dec. 31, 1992",-1.302
"Sept. 30, 1992",-1.138
"June 30, 1992",-1.238
"March 31, 1992",-1.217
"Dec. 31, 1991",-1.177
"Sept. 30, 1991",-1.070
"June 30, 1991",-0.9138
"March 31, 1991",-0.838
"Dec. 31, 1990",-0.7906
"Sept. 30, 1990",-0.7541
"June 30, 1990",-0.779
"March 31, 1990",0.2552
"Dec. 31, 1989",1.275
