date,days_inventory_outstanding
"Dec. 31, 2019",31.75
"Sept. 30, 2019",37.72
"June 30, 2019",49.12
"March 31, 2019",46.66
"Dec. 31, 2018",34.40
"Sept. 30, 2018",38.83
"June 30, 2018",45.47
"March 31, 2018",46.00
"Dec. 31, 2017",46.18
"Sept. 30, 2017",37.38
"June 30, 2017",35.49
"March 31, 2017",36.05
"Dec. 31, 2016",34.43
"Sept. 30, 2016",35.08
"June 30, 2016",37.52
"March 31, 2016",37.97
"Dec. 31, 2015",36.57
"Sept. 30, 2015",40.34
"June 30, 2015",39.60
"March 31, 2015",38.55
"Dec. 31, 2014",37.45
"Sept. 30, 2014",43.83
"June 30, 2014",44.21
"March 31, 2014",43.67
"Dec. 31, 2013",98.67
"Sept. 30, 2013",37.87
"June 30, 2013",37.96
"March 31, 2013",38.54
"Dec. 31, 2012",129.70
"Sept. 30, 2012",40.17
"June 30, 2012",40.99
"March 31, 2012",35.87
"Dec. 31, 2011",37.10
"Sept. 30, 2011",38.84
"June 30, 2011",38.46
"March 31, 2011",38.51
"Dec. 31, 2010",41.61
"Sept. 30, 2010",46.10
"June 30, 2010",45.51
"March 31, 2010",41.43
"Dec. 31, 2009",-91.51
"Sept. 30, 2009",45.94
"June 30, 2009",44.83
"March 31, 2009",42.25
"Dec. 31, 2008",-203.19
"Sept. 30, 2008",29.90
"June 30, 2008",30.37
"March 31, 2008",31.94
"Dec. 31, 2007",-1517.03
"Sept. 30, 2007",34.33
"June 30, 2007",31.95
"March 31, 2007",34.77
"Dec. 31, 2006",356.80
"Sept. 30, 2006",33.96
"June 30, 2006",30.51
"March 31, 2006",32.62
"Dec. 31, 2005",106.14
"Sept. 30, 2005",30.22
"June 30, 2005",30.52
"March 31, 2005",31.09
"Dec. 31, 2004",134.94
"Sept. 30, 2004",29.60
"June 30, 2004",26.08
"March 31, 2004",28.83
"Dec. 31, 2003",484.18
"Sept. 30, 2003",35.52
"June 30, 2003",33.59
"March 31, 2003",32.55
"Dec. 31, 2002",210.01
"Sept. 30, 2002",35.23
"June 30, 2002",32.41
"March 31, 2002",37.57
"Dec. 31, 2001",408.25
"Sept. 30, 2001",33.22
"June 30, 2001",14.39
"March 31, 2001",12.71
"Dec. 31, 2000",21.76
"Sept. 30, 2000",16.53
"June 30, 2000",20.13
"March 31, 2000",28.06
"Dec. 31, 1999",24.04
"Sept. 30, 1999",32.16
"June 30, 1999",40.71
"March 31, 1999",50.78
"Dec. 31, 1998",29.58
"Sept. 30, 1998",36.64
"June 30, 1998",52.05
"March 31, 1998",54.90
"Dec. 31, 1997",43.12
"Sept. 30, 1997",47.17
"June 30, 1997",29.13
"March 31, 1997",45.07
"Dec. 31, 1996",-5438.50
"Sept. 30, 1996",28.02
"June 30, 1996",32.34
"March 31, 1996",34.15
"Dec. 31, 1995",196.92
"Sept. 30, 1995",39.45
"June 30, 1995",38.31
"March 31, 1995",37.82
"Dec. 31, 1994",36.84
"Sept. 30, 1994",38.06
"June 30, 1994",38.89
"March 31, 1994",41.35
"Dec. 31, 1993",48.22
"Sept. 30, 1993",51.73
"June 30, 1993",46.49
"March 31, 1993",44.85
"Dec. 31, 1992",57.15
"Sept. 30, 1992",46.87
"June 30, 1992",44.91
"March 31, 1992",45.71
"Dec. 31, 1991",37.73
"Sept. 30, 1991",48.22
"June 30, 1991",22.71
"March 31, 1991",22.63
"Dec. 31, 1990",20.65
"Sept. 30, 1990",23.12
"June 30, 1990",22.87
"March 31, 1990",22.98
"Dec. 31, 1989",25.34
