Ex-Date,Record Date,Pay Date,Declared Date,Type,Amoun
03/09/2020,03/10/2020,04/15/2020,02/13/2020,Normal,0.79
12/09/2019,12/10/2019,01/15/2020,11/06/2019,Normal,0.79
09/09/2019,09/10/2019,10/15/2019,07/11/2019,Normal,0.79
06/07/2019,06/10/2019,07/15/2019,05/09/2019,Normal,0.78
03/08/2019,03/11/2019,04/15/2019,02/27/2019,Normal,0.78
12/07/2018,12/10/2018,01/15/2019,10/22/2018,Normal,0.78
09/07/2018,09/10/2018,10/15/2018,07/12/2018,Normal,0.78
06/08/2018,06/11/2018,07/16/2018,05/04/2018,Normal,0.77
03/08/2018,03/09/2018,04/16/2018,02/08/2018,Normal,0.77
12/08/2017,12/11/2017,01/16/2018,10/06/2017,Normal,0.77
09/08/2017,09/11/2017,10/16/2017,07/13/2017,Normal,0.77
06/07/2017,06/09/2017,07/14/2017,05/12/2017,Normal,0.76
03/08/2017,03/10/2017,04/14/2017,02/16/2017,Normal,0.76
12/07/2016,12/09/2016,01/13/2017,10/06/2016,Normal,0.76
09/07/2016,09/09/2016,10/14/2016,07/14/2016,Normal,0.76
06/08/2016,06/10/2016,07/15/2016,04/28/2016,Normal,0.75
03/08/2016,03/10/2016,04/15/2016,02/18/2016,Normal,0.75
12/08/2015,12/10/2015,01/15/2016,10/08/2015,Normal,0.75
09/08/2015,09/10/2015,10/15/2015,07/09/2015,Normal,0.75
06/08/2015,06/10/2015,07/15/2015,05/05/2015,Normal,0.75
03/06/2015,03/10/2015,04/15/2015,02/12/2015,Normal,0.72
12/08/2014,12/10/2014,01/15/2015,10/02/2014,Normal,0.72
09/08/2014,09/10/2014,10/15/2014,07/10/2014,Normal,0.72
06/06/2014,06/10/2014,07/15/2014,05/01/2014,Normal,0.72
03/06/2014,03/10/2014,04/15/2014,02/13/2014,Normal,0.72
12/06/2013,12/10/2013,01/15/2014,10/10/2013,Normal,0.64
09/06/2013,09/10/2013,10/15/2013,07/11/2013,Normal,0.64
06/06/2013,06/10/2013,07/15/2013,05/02/2013,Normal,0.64
03/06/2013,03/08/2013,04/15/2013,02/14/2013,Normal,0.64
12/06/2012,12/10/2012,12/27/2012,10/11/2012,Normal,0.54
09/06/2012,09/10/2012,10/15/2012,07/13/2012,Normal,0.54
06/06/2012,06/08/2012,07/15/2012,05/04/2012,Normal,0.54
03/07/2012,03/09/2012,04/15/2012,02/10/2012,Normal,0.54
12/07/2011,12/09/2011,01/15/2012,10/14/2011,Normal,0.46
09/07/2011,09/09/2011,10/15/2011,07/15/2011,Normal,0.46
06/08/2011,06/10/2011,07/15/2011,05/06/2011,Normal,0.46
03/08/2011,03/10/2011,04/15/2011,02/11/2011,Normal,0.46
12/08/2010,12/10/2010,01/15/2011,10/15/2010,Normal,0.38
09/08/2010,09/10/2010,10/15/2010,07/16/2010,Normal,0.38
06/08/2010,06/10/2010,07/15/2010,05/07/2010,Normal,0.38
03/08/2010,03/10/2010,04/15/2010,02/12/2010,Normal,0.33
12/08/2009,12/10/2009,01/15/2010,10/09/2009,Normal,0.33
09/08/2009,09/10/2009,10/15/2009,07/17/2009,Normal,0.33
06/08/2009,06/10/2009,07/15/2009,05/01/2009,Normal,0.33
03/06/2009,03/10/2009,04/15/2009,02/05/2009,Normal,0.32
12/08/2008,12/10/2008,01/15/2009,10/10/2008,Normal,0.32
09/08/2008,09/10/2008,10/15/2008,07/18/2008,Normal,0.32
06/06/2008,06/10/2008,07/15/2008,05/01/2008,Normal,0.32
03/06/2008,03/10/2008,04/15/2008,02/14/2008,Normal,0.25
12/06/2007,12/10/2007,01/15/2008,10/11/2007,Normal,0.25
09/06/2007,09/10/2007,10/15/2007,07/19/2007,Normal,0.25
06/06/2007,06/08/2007,07/15/2007,05/03/2007,Normal,0.22
03/07/2007,03/09/2007,04/15/2007,02/15/2007,Normal,0.22
12/06/2006,12/08/2006,01/15/2007,10/12/2006,Normal,0.22
09/06/2006,09/08/2006,10/15/2006,07/20/2006,Normal,0.22
06/07/2006,06/09/2006,07/15/2006,05/04/2006,Normal,0.18
03/08/2006,03/10/2006,04/15/2006,02/16/2006,Normal,0.18
12/07/2005,12/09/2005,01/15/2006,10/13/2005,Normal,0.18
09/07/2005,09/09/2005,10/15/2005,07/14/2005,Normal,0.155
06/08/2005,06/10/2005,07/15/2005,05/09/2005,Normal,0.155
03/08/2005,03/10/2005,04/15/2005,01/27/2005,Normal,0.155
12/08/2004,12/10/2004,01/15/2005,10/15/2004,Normal,0.1375
09/08/2004,09/10/2004,10/15/2004,07/15/2004,Normal,0.1375
06/08/2004,06/10/2004,07/15/2004,04/30/2004,Normal,0.1375
03/08/2004,03/10/2004,04/15/2004,02/12/2004,Normal,0.1375
12/08/2003,12/10/2003,01/15/2004,11/04/2003,Normal,0.13
09/08/2003,09/10/2003,10/15/2003,07/17/2003,Normal,0.13
06/06/2003,06/10/2003,07/15/2003,04/25/2003,Normal,0.13
03/06/2003,03/10/2003,04/15/2003,12/10/2002,Normal,0.13
12/06/2002,12/10/2002,01/15/2003,09/12/2002,Normal,0.125
09/06/2002,09/10/2002,10/15/2002,07/18/2002,Normal,0.125
06/06/2002,06/10/2002,07/15/2002,05/03/2002,Normal,0.125
03/06/2002,03/08/2002,04/15/2002,01/25/2002,Normal,0.125
12/06/2001,12/10/2001,01/15/2002,09/17/2001,Normal,0.125
09/06/2001,09/10/2001,10/15/2001,07/12/2001,Normal,0.125
06/06/2001,06/08/2001,07/15/2001,04/19/2001,Normal,0.125
03/07/2001,03/09/2001,04/15/2001,01/26/2001,Normal,0.125
12/06/2000,12/08/2000,01/15/2001,11/09/2000,Normal,0.125
09/06/2000,09/08/2000,10/15/2000,07/20/2000,Normal,0.125
06/07/2000,06/09/2000,07/15/2000,04/28/2000,Normal,0.125
03/08/2000,03/10/2000,04/15/2000,02/10/2000,Normal,0.125
12/08/1999,12/10/1999,01/15/2000,11/11/1999,Normal,0.125
09/08/1999,09/10/1999,10/15/1999,07/15/1999,Normal,0.125
06/08/1999,06/10/1999,07/15/1999,04/30/1999,Normal,0.125
03/08/1999,03/10/1999,04/15/1999,02/19/1999,Normal,0.125
12/08/1998,12/10/1998,01/15/1999,11/12/1998,Normal,0.125
09/08/1998,09/10/1998,10/15/1998,07/30/1998,Normal,0.125
06/08/1998,06/10/1998,07/15/1998,05/01/1998,Normal,0.125
03/06/1998,03/10/1998,04/15/1998,02/12/1998,Normal,0.125
12/08/1997,12/10/1997,01/15/1998,11/13/1997,Normal,0.125
09/08/1997,09/10/1997,10/15/1997,07/03/1997,Normal,0.125
06/06/1997,06/10/1997,07/15/1997,04/25/1997,Normal,0.125
03/05/1997,03/07/1997,04/15/1997,02/13/1997,Normal,0.125
12/06/1996,12/10/1996,01/15/1997,11/14/1996,Normal,0.125
09/06/1996,09/10/1996,10/15/1996,07/11/1996,Normal,0.125
06/06/1996,06/10/1996,07/15/1996,05/17/1996,Normal,0.125
03/05/1996,03/07/1996,04/15/1996,02/08/1996,Normal,0.125
12/07/1995,12/11/1995,01/15/1996,11/09/1995,Normal,0.125
09/07/1995,09/11/1995,10/15/1995,07/13/1995,Normal,0.125
06/08/1995,06/12/1995,07/15/1995,05/19/1995,Normal,0.125
03/06/1995,03/10/1995,04/15/1995,02/09/1995,Normal,0.125
