date,accruals
"Dec. 31, 2019",-3.148B
"Sept. 30, 2019",-3.199B
"June 30, 2019",-1.378B
"March 31, 2019",-317.00M
"Dec. 31, 2018",-1.794B
"Sept. 30, 2018",-535.00M
"June 30, 2018",-908.00M
"March 31, 2018",-301.00M
"Dec. 31, 2017",-924.00M
"Sept. 30, 2017",-896.00M
"June 30, 2017",-1.342B
"March 31, 2017",-388.00M
"Dec. 31, 2016",-1.188B
"Sept. 30, 2016",-891.00M
"June 30, 2016",-1.268B
"March 31, 2016",-611.00M
"Dec. 31, 2015",-6.143B
"Sept. 30, 2015",-3.629B
"June 30, 2015",-629.00M
"March 31, 2015",-779.00M
"Dec. 31, 2014",-6.279B
"Sept. 30, 2014",-1.43B
"June 30, 2014",-1.436B
"March 31, 2014",-1.307B
"Dec. 31, 2013",-1.349B
"Sept. 30, 2013",-1.978B
"June 30, 2013",-2.191B
"March 31, 2013",-1.357B
"Dec. 31, 2012",-2.464B
"Sept. 30, 2012",-1.166B
"June 30, 2012",-1.865B
"March 31, 2012",-1.206B
"Dec. 31, 2011",-2.009B
"Sept. 30, 2011",-1.303B
"June 30, 2011",-1.525B
"March 31, 2011",-673.00M
"Dec. 31, 2010",-1.61B
"Sept. 30, 2010",-1.232B
"June 30, 2010",-1.031B
"March 31, 2010",-1.163B
"Dec. 31, 2009",-1.026B
"Sept. 30, 2009",-715.00M
"June 30, 2009",-739.00M
"March 31, 2009",-412.00M
"Dec. 31, 2008",-2.073B
"Sept. 30, 2008",-834.00M
"June 30, 2008",-47.00M
"March 31, 2008",-841.00M
"Dec. 31, 2007",-1.022B
"Sept. 30, 2007",-52.00M
"June 30, 2007",86.00M
"March 31, 2007",-410.00M
"Dec. 31, 2006",-615.00M
"Sept. 30, 2006",-538.00M
"June 30, 2006",-219.00M
"March 31, 2006",-790.00M
"Dec. 31, 2005",-410.00M
"Sept. 30, 2005",337.00M
"June 30, 2005",417.00M
"March 31, 2005",-388.00M
"Dec. 31, 2004",-425.00M
"Sept. 30, 2004",-601.00M
"June 30, 2004",194.00M
"March 31, 2004",-478.00M
"Dec. 31, 2003",-430.00M
"Sept. 30, 2003",-350.00M
"June 30, 2003",-418.00M
"March 31, 2003",-349.00M
"Dec. 31, 2002",-248.00M
"Sept. 30, 2002",-218.00M
"June 30, 2002",-481.00M
"March 31, 2002",-164.00M
"Dec. 31, 2001",-601.00M
"Sept. 30, 2001",-459.00M
"June 30, 2001",-15.00M
"March 31, 2001",-337.00M
"Dec. 31, 2000",-370.00M
"Sept. 30, 2000",-374.00M
"June 30, 2000",-10.00M
"March 31, 2000",-77.00M
"Dec. 31, 1999",-152.00M
"Sept. 30, 1999",-204.00M
"June 30, 1999",-108.00M
"March 31, 1999",-132.00M
"Dec. 31, 1998",-284.00M
"Sept. 30, 1998",-56.00M
"June 30, 1998",254.00M
"March 31, 1998",369.00M
"Dec. 31, 1997",-1.392B
"Sept. 30, 1997",-138.00M
"June 30, 1997",-153.00M
"March 31, 1997",-78.00M
"Dec. 31, 1996",-578.00M
"Sept. 30, 1996",-310.00M
"June 30, 1996",-273.00M
"March 31, 1996",-158.00M
"Dec. 31, 1995",-590.00M
"Sept. 30, 1995",-70.00M
"June 30, 1995",-223.00M
"March 31, 1995",-107.00M
"Dec. 31, 1994",-438.00M
"Sept. 30, 1994",-205.00M
"June 30, 1994",-152.00M
"March 31, 1994",-1.00M
"Dec. 31, 1993",-263.00M
"Sept. 30, 1993",24.00M
"June 30, 1993",-25.00M
"March 31, 1993",-61.00M
"Dec. 31, 1992",-1.48B
"Sept. 30, 1992",-12.00M
"June 30, 1992",14.00M
"March 31, 1992",337.00M
"Dec. 31, 1991",-330.00M
"Sept. 30, 1991",28.00M
"June 30, 1991",-13.00M
"March 31, 1991",121.00M
"Dec. 31, 1990",-3.111B
"Sept. 30, 1990",7.00M
"June 30, 1990",-194.00M
"March 31, 1990",84.00M
