date,operating_earning_yield
"March 19, 2020",32.09%
"March 18, 2020",33.00%
"March 17, 2020",30.64%
"March 16, 2020",28.91%
"March 13, 2020",24.37%
"March 12, 2020",29.23%
"March 11, 2020",29.45%
"March 10, 2020",24.23%
"March 9, 2020",27.78%
"March 6, 2020",12.94%
"March 5, 2020",11.04%
"March 4, 2020",10.55%
"March 3, 2020",10.53%
"March 2, 2020",10.55%
"Feb. 28, 2020",10.61%
"Feb. 27, 2020",10.92%
"Feb. 26, 2020",10.15%
"Feb. 25, 2020",9.60%
"Feb. 24, 2020",8.80%
"Feb. 21, 2020",8.25%
"Feb. 20, 2020",8.09%
"Feb. 19, 2020",8.17%
"Feb. 18, 2020",8.36%
"Feb. 14, 2020",8.35%
"Feb. 13, 2020",8.27%
"Feb. 12, 2020",8.18%
"Feb. 11, 2020",8.44%
"Feb. 10, 2020",8.58%
"Feb. 7, 2020",8.30%
"Feb. 6, 2020",8.25%
"Feb. 5, 2020",8.25%
"Feb. 4, 2020",8.58%
"Feb. 3, 2020",8.67%
"Jan. 31, 2020",8.75%
"Jan. 30, 2020",8.56%
"Jan. 29, 2020",8.59%
"Jan. 28, 2020",8.43%
"Jan. 27, 2020",8.43%
"Jan. 24, 2020",8.23%
"Jan. 23, 2020",8.17%
"Jan. 22, 2020",8.03%
"Jan. 21, 2020",7.84%
"Jan. 17, 2020",7.58%
"Jan. 16, 2020",7.45%
"Jan. 15, 2020",7.35%
"Jan. 14, 2020",7.36%
"Jan. 13, 2020",7.46%
"Jan. 10, 2020",7.57%
"Jan. 9, 2020",7.66%
"Jan. 8, 2020",7.73%
"Jan. 7, 2020",7.68%
"Jan. 6, 2020",7.71%
"Jan. 3, 2020",7.97%
"Jan. 2, 2020",8.16%
"Dec. 31, 2019",8.43%
"Dec. 30, 2019",11.52%
"Dec. 27, 2019",11.67%
"Dec. 26, 2019",11.67%
"Dec. 24, 2019",11.75%
"Dec. 23, 2019",11.80%
"Dec. 20, 2019",12.01%
"Dec. 19, 2019",12.11%
"Dec. 18, 2019",12.12%
"Dec. 17, 2019",12.23%
"Dec. 16, 2019",12.23%
"Dec. 13, 2019",12.43%
"Dec. 12, 2019",12.25%
"Dec. 11, 2019",12.48%
"Dec. 10, 2019",12.47%
"Dec. 9, 2019",12.55%
"Dec. 6, 2019",12.01%
"Dec. 5, 2019",12.34%
"Dec. 4, 2019",12.19%
"Dec. 3, 2019",12.33%
"Dec. 2, 2019",12.12%
"Nov. 29, 2019",12.15%
"Nov. 27, 2019",12.09%
"Nov. 26, 2019",12.15%
"Nov. 25, 2019",11.74%
"Nov. 22, 2019",11.84%
"Nov. 21, 2019",11.98%
"Nov. 20, 2019",12.18%
"Nov. 19, 2019",12.29%
"Nov. 18, 2019",11.93%
"Nov. 15, 2019",12.03%
"Nov. 14, 2019",12.41%
"Nov. 13, 2019",12.29%
"Nov. 12, 2019",12.19%
"Nov. 11, 2019",12.05%
"Nov. 8, 2019",11.69%
"Nov. 7, 2019",12.01%
"Nov. 6, 2019",11.83%
"Nov. 5, 2019",11.18%
"Nov. 4, 2019",10.60%
"Nov. 1, 2019",11.08%
"Oct. 31, 2019",11.57%
"Oct. 30, 2019",11.33%
"Oct. 29, 2019",11.07%
"Oct. 28, 2019",11.09%
"Oct. 25, 2019",11.02%
"Oct. 24, 2019",11.08%
