date,forward_ps_ratio
"March 19, 2020",0.448
"March 18, 2020",0.4356
"March 17, 2020",0.4691
"March 16, 2020",0.4972
"March 13, 2020",0.5899
"March 12, 2020",0.4918
"March 11, 2020",0.4881
"March 10, 2020",0.5932
"March 9, 2020",0.5175
"March 6, 2020",1.111
"March 5, 2020",1.302
"March 4, 2020",1.362
"March 3, 2020",1.365
"March 2, 2020",1.363
"Feb. 28, 2020",1.354
"Feb. 27, 2020",1.316
"Feb. 26, 2020",1.416
"Feb. 25, 2020",1.497
"Feb. 24, 2020",1.633
"Feb. 21, 2020",1.742
"Feb. 20, 2020",1.778
"Feb. 19, 2020",1.758
"Feb. 18, 2020",1.719
"Feb. 14, 2020",1.721
"Feb. 13, 2020",1.739
"Feb. 12, 2020",1.758
"Feb. 11, 2020",1.703
"Feb. 10, 2020",1.675
"Feb. 7, 2020",1.733
"Feb. 6, 2020",1.742
"Feb. 5, 2020",1.742
"Feb. 4, 2020",1.675
"Feb. 3, 2020",1.658
"Jan. 31, 2020",1.643
"Jan. 30, 2020",1.677
"Jan. 29, 2020",1.672
"Jan. 28, 2020",1.702
"Jan. 27, 2020",1.704
"Jan. 24, 2020",1.744
"Jan. 23, 2020",1.757
"Jan. 22, 2020",1.788
"Jan. 21, 2020",1.831
"Jan. 17, 2020",1.893
"Jan. 16, 2020",1.928
"Jan. 15, 2020",1.952
"Jan. 14, 2020",1.952
"Jan. 13, 2020",1.924
"Jan. 10, 2020",1.896
"Jan. 9, 2020",1.874
"Jan. 8, 2020",1.858
"Jan. 7, 2020",1.870
"Jan. 6, 2020",1.861
"Jan. 3, 2020",1.802
"Jan. 2, 2020",1.759
"Dec. 31, 2019",1.702
"Dec. 30, 2019",1.780
"Dec. 27, 2019",1.757
"Dec. 26, 2019",1.756
"Dec. 24, 2019",1.745
"Dec. 23, 2019",1.737
"Dec. 20, 2019",1.707
"Dec. 19, 2019",1.693
"Dec. 18, 2019",1.692
"Dec. 17, 2019",1.676
"Dec. 16, 2019",1.676
"Dec. 13, 2019",1.650
"Dec. 12, 2019",1.673
"Dec. 11, 2019",1.642
"Dec. 10, 2019",1.644
"Dec. 9, 2019",1.634
"Dec. 6, 2019",1.707
"Dec. 5, 2019",1.662
"Dec. 4, 2019",1.682
"Dec. 3, 2019",1.663
"Dec. 2, 2019",1.692
"Nov. 29, 2019",1.687
"Nov. 27, 2019",1.695
"Nov. 26, 2019",1.687
"Nov. 25, 2019",1.747
"Nov. 22, 2019",1.732
"Nov. 21, 2019",1.711
"Nov. 20, 2019",1.683
"Nov. 19, 2019",1.668
"Nov. 18, 2019",1.719
"Nov. 15, 2019",1.704
"Nov. 14, 2019",1.652
"Nov. 13, 2019",1.668
"Nov. 12, 2019",1.682
"Nov. 11, 2019",1.701
"Nov. 8, 2019",1.754
"Nov. 7, 2019",1.708
"Nov. 6, 2019",1.733
"Nov. 5, 2019",1.834
"Nov. 4, 2019",1.935
"Nov. 1, 2019",1.850
"Oct. 31, 2019",1.772
"Oct. 30, 2019",1.809
"Oct. 29, 2019",1.852
"Oct. 28, 2019",1.850
"Oct. 25, 2019",1.861
"Oct. 24, 2019",1.850
"Oct. 23, 2019",1.878
"Oct. 22, 2019",1.847
"Oct. 21, 2019",1.786
"Oct. 18, 2019",1.770
"Oct. 17, 2019",1.764
"Oct. 16, 2019",1.765
"Oct. 15, 2019",1.785
"Oct. 14, 2019",1.772
"Oct. 11, 2019",1.799
"Oct. 10, 2019",1.795
"Oct. 9, 2019",1.787
"Oct. 8, 2019",1.786
"Oct. 7, 2019",1.845
"Oct. 4, 2019",1.884
"Oct. 3, 2019",1.890
"Oct. 2, 2019",1.878
"Oct. 1, 2019",1.915
"Sept. 30, 2019",1.946
"Sept. 27, 2019",1.977
"Sept. 26, 2019",1.986
"Sept. 25, 2019",1.986
"Sept. 24, 2019",1.992
"Sept. 23, 2019",1.993
"Sept. 20, 2019",2.002
"Sept. 19, 2019",2.006
"Sept. 18, 2019",1.955
"Sept. 17, 2019",1.978
"Sept. 16, 2019",2.094
"Sept. 13, 2019",1.975
"Sept. 12, 2019",1.989
"Sept. 11, 2019",2.028
"Sept. 10, 2019",2.034
"Sept. 9, 2019",1.970
"Sept. 6, 2019",1.991
"Sept. 5, 2019",1.975
"Sept. 4, 2019",1.909
"Sept. 3, 2019",1.870
"Aug. 30, 2019",1.905
"Aug. 29, 2019",1.900
"Aug. 28, 2019",1.888
"Aug. 27, 2019",1.855
"Aug. 26, 2019",1.846
"Aug. 23, 2019",1.856
"Aug. 22, 2019",1.958
"Aug. 21, 2019",1.974
"Aug. 20, 2019",1.983
"Aug. 19, 2019",1.997
"Aug. 16, 2019",1.952
"Aug. 15, 2019",1.926
"Aug. 14, 2019",1.914
"Aug. 13, 2019",1.961
"Aug. 12, 2019",1.971
"Aug. 9, 2019",2.064
"Aug. 8, 2019",2.064
"Aug. 7, 2019",1.686
"Aug. 6, 2019",1.744
"Aug. 5, 2019",1.811
"Aug. 2, 2019",1.876
"Aug. 1, 2019",1.949
"July 31, 2019",1.882
"July 30, 2019",1.923
"July 29, 2019",1.866
"July 26, 2019",1.891
"July 25, 2019",1.874
"July 24, 2019",1.908
"July 23, 2019",1.898
"July 22, 2019",1.924
"July 19, 2019",1.918
"July 18, 2019",1.869
"July 17, 2019",1.876
"July 16, 2019",1.873
"July 15, 2019",1.892
"July 12, 2019",1.896
"July 11, 2019",1.848
"July 10, 2019",1.841
"July 9, 2019",1.818
"July 8, 2019",1.807
"July 5, 2019",1.806
"July 3, 2019",1.802
"July 2, 2019",1.788
"July 1, 2019",1.824
"June 30, 2019",
"June 28, 2019",1.842
"June 27, 2019",1.823
"June 26, 2019",1.847
"June 25, 2019",1.809
"June 24, 2019",1.828
"June 21, 2019",1.854
"June 20, 2019",1.880
"June 19, 2019",1.843
"June 18, 2019",1.845
"June 17, 2019",1.825
"June 14, 2019",1.807
"June 13, 2019",1.822
"June 12, 2019",1.788
"June 11, 2019",1.797
"June 10, 2019",1.755
"June 7, 2019",1.753
"June 6, 2019",1.797
"June 5, 2019",1.738
"June 4, 2019",1.821
"June 3, 2019",1.807
"May 31, 2019",1.824
"May 30, 2019",1.902
"May 29, 2019",1.905
"May 28, 2019",1.915
"May 24, 2019",1.959
"May 23, 2019",1.938
"May 22, 2019",1.934
"May 21, 2019",1.960
"May 20, 2019",1.958
"May 17, 2019",1.933
"May 16, 2019",1.969
"May 15, 2019",1.987
"May 14, 2019",1.998
"May 13, 2019",1.984
"May 10, 2019",2.014
"May 9, 2019",2.064
"May 8, 2019",2.206
"May 7, 2019",2.187
"May 6, 2019",2.153
"May 3, 2019",2.123
"May 2, 2019",2.101
"May 1, 2019",2.106
"April 30, 2019",2.157
"April 29, 2019",2.203
"April 26, 2019",2.246
"April 25, 2019",2.265
"April 24, 2019",2.271
"April 23, 2019",2.284
"April 22, 2019",2.309
"April 18, 2019",2.264
"April 17, 2019",2.295
"April 16, 2019",2.332
"April 15, 2019",2.321
"April 12, 2019",2.393
"April 11, 2019",2.460
"April 10, 2019",2.460
"April 9, 2019",2.464
"April 8, 2019",2.504
"April 5, 2019",2.492
"April 4, 2019",2.433
"April 3, 2019",2.420
"April 2, 2019",2.440
"April 1, 2019",2.460
"March 31, 2019",
"March 29, 2019",2.425
"March 28, 2019",2.438
"March 27, 2019",2.430
"March 26, 2019",2.457
"March 25, 2019",2.385
"March 22, 2019",2.389
"March 21, 2019",2.463
"March 20, 2019",2.463
"March 19, 2019",2.424
"March 18, 2019",2.454
"March 15, 2019",2.398
"March 14, 2019",2.394
"March 13, 2019",2.388
"March 12, 2019",2.357
"March 11, 2019",2.345
"March 8, 2019",2.302
"March 7, 2019",2.413
"March 6, 2019",2.430
"March 5, 2019",2.479
"March 4, 2019",2.476
"March 1, 2019",2.480
"Feb. 28, 2019",2.428
"Feb. 27, 2019",2.446
"Feb. 26, 2019",2.424
"Feb. 25, 2019",2.431
"Feb. 22, 2019",2.420
"Feb. 21, 2019",2.445
"Feb. 20, 2019",2.505
"Feb. 19, 2019",2.482
