date,ev_ebitda
"March 19, 2020",7.740
"March 18, 2020",7.702
"March 17, 2020",7.804
"March 16, 2020",7.891
"March 13, 2020",8.175
"March 12, 2020",7.874
"March 11, 2020",7.863
"March 10, 2020",8.185
"March 9, 2020",7.953
"March 6, 2020",9.772
"March 5, 2020",10.36
"March 4, 2020",10.54
"March 3, 2020",10.55
"March 2, 2020",10.54
"Feb. 28, 2020",10.52
"Feb. 27, 2020",10.40
"Feb. 26, 2020",10.70
"Feb. 25, 2020",10.95
"Feb. 24, 2020",11.37
"Feb. 21, 2020",11.71
"Feb. 20, 2020",11.81
"Feb. 19, 2020",11.76
"Feb. 18, 2020",11.63
"Feb. 14, 2020",11.64
"Feb. 13, 2020",11.70
"Feb. 12, 2020",11.75
"Feb. 11, 2020",11.59
"Feb. 10, 2020",11.50
"Feb. 7, 2020",11.68
"Feb. 6, 2020",11.71
"Feb. 5, 2020",11.71
"Feb. 4, 2020",11.50
"Feb. 3, 2020",11.45
"Jan. 31, 2020",11.40
"Jan. 30, 2020",11.51
"Jan. 29, 2020",11.49
"Jan. 28, 2020",11.58
"Jan. 27, 2020",11.59
"Jan. 24, 2020",11.71
"Jan. 23, 2020",11.75
"Jan. 22, 2020",11.85
"Jan. 21, 2020",11.98
"Jan. 17, 2020",12.17
"Jan. 16, 2020",12.28
"Jan. 15, 2020",12.35
"Jan. 14, 2020",12.35
"Jan. 13, 2020",12.26
"Jan. 10, 2020",12.18
"Jan. 9, 2020",12.11
"Jan. 8, 2020",12.06
"Jan. 7, 2020",12.10
"Jan. 6, 2020",12.07
"Jan. 3, 2020",11.89
"Jan. 2, 2020",11.76
"Dec. 31, 2019",11.58
"Dec. 30, 2019",12.74
"Dec. 27, 2019",12.67
"Dec. 26, 2019",12.67
"Dec. 24, 2019",12.64
"Dec. 23, 2019",12.62
"Dec. 20, 2019",12.53
"Dec. 19, 2019",12.50
"Dec. 18, 2019",12.49
"Dec. 17, 2019",12.45
"Dec. 16, 2019",12.45
"Dec. 13, 2019",12.38
"Dec. 12, 2019",12.44
"Dec. 11, 2019",12.36
"Dec. 10, 2019",12.36
"Dec. 9, 2019",12.33
"Dec. 6, 2019",12.53
"Dec. 5, 2019",12.41
"Dec. 4, 2019",12.47
"Dec. 3, 2019",12.41
"Dec. 2, 2019",12.49
"Nov. 29, 2019",12.48
"Nov. 27, 2019",12.50
"Nov. 26, 2019",12.48
"Nov. 25, 2019",12.65
"Nov. 22, 2019",12.60
"Nov. 21, 2019",12.55
"Nov. 20, 2019",12.47
"Nov. 19, 2019",12.43
"Nov. 18, 2019",12.57
"Nov. 15, 2019",12.53
"Nov. 14, 2019",12.38
"Nov. 13, 2019",12.43
"Nov. 12, 2019",12.46
"Nov. 11, 2019",12.52
"Nov. 8, 2019",12.67
"Nov. 7, 2019",12.54
"Nov. 6, 2019",12.61
"Nov. 5, 2019",12.89
"Nov. 4, 2019",13.17
"Nov. 1, 2019",12.93
"Oct. 31, 2019",12.71
"Oct. 30, 2019",12.82
"Oct. 29, 2019",12.94
"Oct. 28, 2019",12.93
"Oct. 25, 2019",12.96
"Oct. 24, 2019",12.93
"Oct. 23, 2019",13.01
"Oct. 22, 2019",12.92
"Oct. 21, 2019",12.75
"Oct. 18, 2019",12.71
"Oct. 17, 2019",12.69
"Oct. 16, 2019",12.69
"Oct. 15, 2019",12.75
"Oct. 14, 2019",12.72
"Oct. 11, 2019",12.79
"Oct. 10, 2019",12.78
"Oct. 9, 2019",12.76
"Oct. 8, 2019",12.75
"Oct. 7, 2019",12.92
"Oct. 4, 2019",13.03
"Oct. 3, 2019",13.04
"Oct. 2, 2019",13.01
"Oct. 1, 2019",13.11
"Sept. 30, 2019",13.20
"Sept. 27, 2019",5.095
"Sept. 26, 2019",5.115
"Sept. 25, 2019",5.113
"Sept. 24, 2019",5.126
"Sept. 23, 2019",5.129
"Sept. 20, 2019",5.147
"Sept. 19, 2019",5.156
"Sept. 18, 2019",5.046
"Sept. 17, 2019",5.096
"Sept. 16, 2019",5.343
"Sept. 13, 2019",5.090
"Sept. 12, 2019",5.119
"Sept. 11, 2019",5.202
"Sept. 10, 2019",5.215
"Sept. 9, 2019",5.079
"Sept. 6, 2019",5.125
"Sept. 5, 2019",5.090
"Sept. 4, 2019",4.950
"Sept. 3, 2019",4.866
"Aug. 30, 2019",4.940
"Aug. 29, 2019",4.93
"Aug. 28, 2019",4.906
"Aug. 27, 2019",4.835
"Aug. 26, 2019",4.814
"Aug. 23, 2019",4.837
"Aug. 22, 2019",5.054
"Aug. 21, 2019",5.088
"Aug. 20, 2019",5.106
"Aug. 19, 2019",5.136
"Aug. 16, 2019",5.042
"Aug. 15, 2019",4.985
"Aug. 14, 2019",4.961
"Aug. 13, 2019",5.060
"Aug. 12, 2019",5.081
"Aug. 9, 2019",5.280
"Aug. 8, 2019",5.280
"Aug. 7, 2019",4.475
"Aug. 6, 2019",4.598
"Aug. 5, 2019",4.741
"Aug. 2, 2019",4.879
"Aug. 1, 2019",5.034
"July 31, 2019",4.893
"July 30, 2019",4.979
"July 29, 2019",4.858
"July 26, 2019",4.911
"July 25, 2019",4.876
"July 24, 2019",4.946
"July 23, 2019",4.927
"July 22, 2019",4.982
"July 19, 2019",4.968
"July 18, 2019",4.865
"July 17, 2019",4.879
"July 16, 2019",4.872
"July 15, 2019",4.914
"July 12, 2019",4.921
"July 11, 2019",4.821
"July 10, 2019",4.805
"July 9, 2019",4.756
"July 8, 2019",4.732
"July 5, 2019",4.730
"July 3, 2019",4.722
"July 2, 2019",4.691
"July 1, 2019",4.769
"June 30, 2019",4.808
"June 28, 2019",4.769
"June 27, 2019",4.728
"June 26, 2019",4.780
"June 25, 2019",4.699
"June 24, 2019",4.739
"June 21, 2019",4.794
"June 20, 2019",4.848
"June 19, 2019",4.770
"June 18, 2019",4.774
"June 17, 2019",4.732
"June 14, 2019",4.694
"June 13, 2019",4.726
"June 12, 2019",4.654
"June 11, 2019",4.674
"June 10, 2019",4.585
"June 7, 2019",4.580
"June 6, 2019",4.673
"June 5, 2019",4.549
"June 4, 2019",4.723
"June 3, 2019",4.695
"May 31, 2019",4.729
"May 30, 2019",4.894
"May 29, 2019",4.901
"May 28, 2019",4.922
"May 24, 2019",5.014
"May 23, 2019",4.971
"May 22, 2019",4.961
"May 21, 2019",5.017
"May 20, 2019",5.014
"May 17, 2019",4.960
"May 16, 2019",5.036
"May 15, 2019",5.075
"May 14, 2019",5.098
"May 13, 2019",5.068
"May 10, 2019",5.130
"May 9, 2019",5.235
"May 8, 2019",5.535
"May 7, 2019",5.495
"May 6, 2019",5.424
"May 3, 2019",5.360
"May 2, 2019",5.314
"May 1, 2019",5.324
"April 30, 2019",5.432
"April 29, 2019",5.529
"April 26, 2019",5.620
"April 25, 2019",5.661
"April 24, 2019",5.672
"April 23, 2019",5.70
"April 22, 2019",5.753
"April 18, 2019",5.658
"April 17, 2019",5.722
"April 16, 2019",5.801
"April 15, 2019",5.777
"April 12, 2019",5.929
"April 11, 2019",6.072
"April 10, 2019",6.072
"April 9, 2019",6.080
"April 8, 2019",6.164
"April 5, 2019",6.139
"April 4, 2019",6.015
"April 3, 2019",5.986
"April 2, 2019",6.030
"April 1, 2019",6.072
"March 31, 2019",5.996
"March 29, 2019",5.776
"March 28, 2019",5.804
"March 27, 2019",5.787
"March 26, 2019",5.843
"March 25, 2019",5.694
"March 22, 2019",5.703
"March 21, 2019",5.855
"March 20, 2019",5.856
"March 19, 2019",5.774
"March 18, 2019",5.837
"March 15, 2019",5.720
"March 14, 2019",5.712
"March 13, 2019",5.700
"March 12, 2019",5.635
"March 11, 2019",5.610
"March 8, 2019",5.521
"March 7, 2019",5.752
"March 6, 2019",5.786
"March 5, 2019",5.888
"March 4, 2019",5.882
"March 1, 2019",5.890
