date,price_target_upside
"March 19, 2020",143.4%
"March 18, 2020",150.4%
"March 17, 2020",125.9%
"March 16, 2020",121.9%
"March 13, 2020",164.8%
"March 12, 2020",217.6%
"March 11, 2020",220.0%
"March 10, 2020",205.8%
"March 9, 2020",253.2%
"March 6, 2020",82.26%
"March 5, 2020",55.51%
"March 4, 2020",49.77%
"March 3, 2020",50.18%
"March 2, 2020",50.37%
"Feb. 28, 2020",52.58%
"Feb. 27, 2020",63.88%
"Feb. 26, 2020",52.34%
"Feb. 25, 2020",44.23%
"Feb. 24, 2020",32.21%
"Feb. 21, 2020",23.92%
"Feb. 20, 2020",21.47%
"Feb. 19, 2020",22.78%
"Feb. 18, 2020",25.59%
"Feb. 14, 2020",25.47%
"Feb. 13, 2020",24.16%
"Feb. 12, 2020",22.84%
"Feb. 11, 2020",26.78%
"Feb. 10, 2020",28.88%
"Feb. 7, 2020",24.60%
"Feb. 6, 2020",23.92%
"Feb. 5, 2020",23.92%
"Feb. 4, 2020",28.88%
"Feb. 3, 2020",30.77%
"Jan. 31, 2020",31.96%
"Jan. 30, 2020",28.81%
"Jan. 29, 2020",29.19%
"Jan. 28, 2020",26.90%
"Jan. 27, 2020",26.78%
"Jan. 24, 2020",23.83%
"Jan. 23, 2020",22.65%
"Jan. 22, 2020",20.17%
"Jan. 21, 2020",17.38%
"Jan. 17, 2020",13.51%
"Jan. 16, 2020",10.95%
"Jan. 15, 2020",9.57%
"Jan. 14, 2020",9.34%
"Jan. 13, 2020",10.45%
"Jan. 10, 2020",8.14%
"Jan. 9, 2020",9.40%
"Jan. 8, 2020",10.35%
"Jan. 7, 2020",8.24%
"Jan. 6, 2020",8.36%
"Jan. 3, 2020",12.57%
"Jan. 2, 2020",15.29%
"Dec. 31, 2019",18.79%
"Dec. 30, 2019",20.28%
"Dec. 27, 2019",21.90%
"Dec. 26, 2019",21.93%
"Dec. 24, 2019",22.72%
"Dec. 23, 2019",23.28%
"Dec. 20, 2019",26.19%
"Dec. 19, 2019",27.20%
"Dec. 18, 2019",29.42%
"Dec. 17, 2019",29.65%
"Dec. 16, 2019",30.60%
"Dec. 13, 2019",32.71%
"Dec. 12, 2019",30.84%
"Dec. 11, 2019",33.31%
"Dec. 10, 2019",33.21%
"Dec. 9, 2019",34.03%
"Dec. 6, 2019",28.29%
"Dec. 5, 2019",32.84%
"Dec. 4, 2019",31.22%
"Dec. 3, 2019",32.71%
"Dec. 2, 2019",30.44%
"Nov. 29, 2019",30.81%
"Nov. 27, 2019",30.21%
"Nov. 26, 2019",30.70%
"Nov. 25, 2019",26.24%
"Nov. 22, 2019",27.36%
"Nov. 21, 2019",29.21%
"Nov. 20, 2019",32.54%
"Nov. 19, 2019",33.96%
"Nov. 18, 2019",30.00%
"Nov. 15, 2019",31.17%
"Nov. 14, 2019",35.30%
"Nov. 13, 2019",34.03%
"Nov. 12, 2019",33.68%
"Nov. 11, 2019",33.10%
"Nov. 8, 2019",29.05%
"Nov. 7, 2019",32.59%
"Nov. 6, 2019",30.65%
"Nov. 5, 2019",24.46%
"Nov. 4, 2019",19.78%
"Nov. 1, 2019",25.27%
"Oct. 31, 2019",30.81%
"Oct. 30, 2019",28.09%
"Oct. 29, 2019",25.15%
"Oct. 28, 2019",25.30%
"Oct. 25, 2019",24.67%
"Oct. 24, 2019",25.38%
"Oct. 23, 2019",23.54%
"Oct. 22, 2019",25.58%
"Oct. 21, 2019",29.89%
"Oct. 18, 2019",29.74%
"Oct. 17, 2019",30.12%
"Oct. 16, 2019",32.25%
"Oct. 15, 2019",31.39%
"Oct. 14, 2019",34.37%
"Oct. 11, 2019",32.43%
"Oct. 10, 2019",32.72%
"Oct. 9, 2019",33.77%
"Oct. 8, 2019",34.44%
"Oct. 7, 2019",31.37%
"Oct. 4, 2019",28.66%
"Oct. 3, 2019",28.67%
"Oct. 2, 2019",30.36%
"Oct. 1, 2019",27.89%
"Sept. 30, 2019",25.88%
"Sept. 27, 2019",24.01%
"Sept. 26, 2019",23.43%
"Sept. 25, 2019",23.49%
"Sept. 24, 2019",23.11%
"Sept. 23, 2019",23.03%
"Sept. 20, 2019",23.28%
"Sept. 19, 2019",23.04%
"Sept. 18, 2019",26.27%
"Sept. 17, 2019",24.79%
"Sept. 16, 2019",17.87%
"Sept. 13, 2019",24.95%
"Sept. 12, 2019",24.10%
"Sept. 11, 2019",21.71%
"Sept. 10, 2019",21.35%
"Sept. 9, 2019",25.29%
"Sept. 6, 2019",23.94%
"Sept. 5, 2019",25.36%
"Sept. 4, 2019",29.87%
"Sept. 3, 2019",32.60%
"Aug. 30, 2019",30.60%
"Aug. 29, 2019",30.93%
"Aug. 28, 2019",31.72%
"Aug. 27, 2019",34.09%
"Aug. 26, 2019",35.30%
