date,historical_monthly_var_5_all
"Feb. 29, 2020",12.19%
"Jan. 31, 2020",12.16%
"Dec. 31, 2019",12.17%
"Nov. 30, 2019",12.17%
"Oct. 31, 2019",12.18%
"Sept. 30, 2019",12.18%
"Aug. 31, 2019",12.17%
"July 31, 2019",12.12%
"June 30, 2019",12.12%
"May 31, 2019",12.10%
"April 30, 2019",11.92%
"March 31, 2019",11.94%
"Feb. 28, 2019",11.96%
"Jan. 31, 2019",11.96%
"Dec. 31, 2018",11.96%
"Nov. 30, 2018",11.90%
"Oct. 31, 2018",11.88%
"Sept. 30, 2018",11.85%
"Aug. 31, 2018",11.86%
"July 31, 2018",11.86%
"June 30, 2018",11.86%
"May 31, 2018",11.87%
"April 30, 2018",11.89%
"March 31, 2018",11.90%
"Feb. 28, 2018",11.90%
"Jan. 31, 2018",11.87%
"Dec. 31, 2017",11.88%
"Nov. 30, 2017",11.89%
"Oct. 31, 2017",11.90%
"Sept. 30, 2017",11.90%
"Aug. 31, 2017",11.91%
"July 31, 2017",11.92%
"June 30, 2017",11.94%
"May 31, 2017",11.96%
"April 30, 2017",11.96%
"March 31, 2017",11.97%
"Feb. 28, 2017",11.98%
"Jan. 31, 2017",11.98%
"Dec. 31, 2016",11.98%
"Nov. 30, 2016",11.99%
"Oct. 31, 2016",11.99%
"Sept. 30, 2016",12.00%
"Aug. 31, 2016",12.00%
"July 31, 2016",12.02%
"June 30, 2016",12.05%
"May 31, 2016",12.06%
"April 30, 2016",12.06%
"March 31, 2016",12.07%
"Feb. 29, 2016",12.09%
"Jan. 31, 2016",12.10%
"Dec. 31, 2015",12.10%
"Nov. 30, 2015",12.11%
"Oct. 31, 2015",12.12%
"Sept. 30, 2015",12.12%
"Aug. 31, 2015",12.12%
"July 31, 2015",12.14%
"June 30, 2015",12.12%
"May 31, 2015",12.12%
"April 30, 2015",12.14%
"March 31, 2015",12.14%
"Feb. 28, 2015",12.14%
"Jan. 31, 2015",12.15%
"Dec. 31, 2014",12.15%
"Nov. 30, 2014",12.15%
"Oct. 31, 2014",12.16%
"Sept. 30, 2014",12.15%
"Aug. 31, 2014",12.16%
"July 31, 2014",12.16%
"June 30, 2014",12.16%
"May 31, 2014",12.16%
"April 30, 2014",12.17%
"March 31, 2014",12.18%
"Feb. 28, 2014",12.19%
"Jan. 31, 2014",12.20%
"Dec. 31, 2013",12.22%
"Nov. 30, 2013",12.23%
"Oct. 31, 2013",12.23%
"Sept. 30, 2013",12.23%
"Aug. 31, 2013",12.24%
"July 31, 2013",12.25%
"June 30, 2013",12.25%
"May 31, 2013",12.26%
"April 30, 2013",12.28%
"March 31, 2013",12.29%
"Feb. 28, 2013",12.29%
"Jan. 31, 2013",12.30%
"Dec. 31, 2012",12.30%
"Nov. 30, 2012",12.30%
"Oct. 31, 2012",12.30%
"Sept. 30, 2012",12.30%
"Aug. 31, 2012",12.31%
"July 31, 2012",12.32%
"June 30, 2012",12.32%
"May 31, 2012",12.32%
"April 30, 2012",12.32%
"March 31, 2012",12.32%
"Feb. 29, 2012",12.32%
"Jan. 31, 2012",12.33%
"Dec. 31, 2011",12.33%
"Nov. 30, 2011",12.34%
"Oct. 31, 2011",12.36%
"Sept. 30, 2011",12.36%
"Aug. 31, 2011",12.36%
"July 31, 2011",12.25%
"June 30, 2011",12.25%
"May 31, 2011",12.26%
"April 30, 2011",12.28%
"March 31, 2011",12.29%
"Feb. 28, 2011",12.29%
"Jan. 31, 2011",12.30%
"Dec. 31, 2010",12.30%
"Nov. 30, 2010",12.30%
"Oct. 31, 2010",12.30%
"Sept. 30, 2010",12.31%
"Aug. 31, 2010",12.32%
"July 31, 2010",12.32%
"June 30, 2010",12.32%
"May 31, 2010",12.33%
"April 30, 2010",12.34%
"March 31, 2010",12.35%
"Feb. 28, 2010",12.36%
"Jan. 31, 2010",12.38%
"Dec. 31, 2009",12.41%
"Nov. 30, 2009",12.42%
"Oct. 31, 2009",12.42%
"Sept. 30, 2009",12.43%
"Aug. 31, 2009",12.44%
"July 31, 2009",12.44%
"June 30, 2009",12.44%
"May 31, 2009",12.45%
"April 30, 2009",12.46%
"March 31, 2009",12.48%
"Feb. 28, 2009",12.48%
"Jan. 31, 2009",12.46%
"Dec. 31, 2008",12.48%
"Nov. 30, 2008",12.45%
"Oct. 31, 2008",12.44%
"Sept. 30, 2008",12.24%
"Aug. 31, 2008",12.23%
"July 31, 2008",12.23%
"June 30, 2008",12.16%
"May 31, 2008",12.16%
"April 30, 2008",12.17%
"March 31, 2008",12.18%
"Feb. 29, 2008",12.19%
"Jan. 31, 2008",12.18%
"Dec. 31, 2007",12.15%
"Nov. 30, 2007",12.16%
"Oct. 31, 2007",12.16%
"Sept. 30, 2007",12.16%
"Aug. 31, 2007",12.17%
"July 31, 2007",12.16%
"June 30, 2007",12.16%
"May 31, 2007",12.17%
"April 30, 2007",12.18%
"March 31, 2007",12.18%
"Feb. 28, 2007",12.19%
"Jan. 31, 2007",12.20%
"Dec. 31, 2006",12.16%
"Nov. 30, 2006",12.17%
"Oct. 31, 2006",12.18%
"Sept. 30, 2006",12.17%
"Aug. 31, 2006",12.12%
"July 31, 2006",12.13%
"June 30, 2006",12.14%
"May 31, 2006",12.14%
"April 30, 2006",12.14%
"March 31, 2006",12.14%
"Feb. 28, 2006",12.15%
"Jan. 31, 2006",12.15%
"Dec. 31, 2005",12.16%
"Nov. 30, 2005",12.16%
"Oct. 31, 2005",12.16%
"Sept. 30, 2005",12.12%
