date,market_cap
"March 19, 2020",9.695B
"March 18, 2020",9.427B
"March 17, 2020",10.15B
"March 16, 2020",10.76B
"March 13, 2020",12.77B
"March 12, 2020",10.64B
"March 11, 2020",10.56B
"March 10, 2020",12.84B
"March 9, 2020",11.20B
"March 6, 2020",24.05B
"March 5, 2020",28.18B
"March 4, 2020",29.48B
"March 3, 2020",29.53B
"March 2, 2020",29.50B
"Feb. 28, 2020",29.31B
"Feb. 27, 2020",28.48B
"Feb. 26, 2020",30.63B
"Feb. 25, 2020",32.40B
"Feb. 24, 2020",35.34B
"Feb. 21, 2020",37.71B
"Feb. 20, 2020",38.47B
"Feb. 19, 2020",38.06B
"Feb. 18, 2020",37.21B
"Feb. 14, 2020",37.24B
"Feb. 13, 2020",37.64B
"Feb. 12, 2020",38.04B
"Feb. 11, 2020",36.86B
"Feb. 10, 2020",36.26B
"Feb. 7, 2020",37.50B
"Feb. 6, 2020",37.71B
"Feb. 5, 2020",37.71B
"Feb. 4, 2020",36.26B
"Feb. 3, 2020",35.88B
"Jan. 31, 2020",35.56B
"Jan. 30, 2020",36.29B
"Jan. 29, 2020",36.18B
"Jan. 28, 2020",36.84B
"Jan. 27, 2020",36.87B
"Jan. 24, 2020",37.75B
"Jan. 23, 2020",38.02B
"Jan. 22, 2020",38.71B
"Jan. 21, 2020",39.63B
"Jan. 17, 2020",40.98B
"Jan. 16, 2020",41.73B
"Jan. 15, 2020",42.26B
"Jan. 14, 2020",42.24B
"Jan. 13, 2020",41.64B
"Jan. 10, 2020",41.04B
"Jan. 9, 2020",40.57B
"Jan. 8, 2020",40.22B
"Jan. 7, 2020",40.48B
"Jan. 6, 2020",40.28B
"Jan. 3, 2020",38.99B
"Jan. 2, 2020",38.07B
"Dec. 31, 2019",36.85B
"Dec. 30, 2019",36.36B
"Dec. 27, 2019",35.88B
"Dec. 26, 2019",35.87B
"Dec. 24, 2019",35.63B
"Dec. 23, 2019",35.47B
"Dec. 20, 2019",34.85B
"Dec. 19, 2019",34.57B
"Dec. 18, 2019",34.54B
"Dec. 17, 2019",34.23B
"Dec. 16, 2019",34.23B
"Dec. 13, 2019",33.69B
"Dec. 12, 2019",34.17B
"Dec. 11, 2019",33.54B
"Dec. 10, 2019",33.56B
"Dec. 9, 2019",33.36B
"Dec. 6, 2019",34.85B
"Dec. 5, 2019",33.93B
"Dec. 4, 2019",34.35B
"Dec. 3, 2019",33.96B
"Dec. 2, 2019",34.55B
"Nov. 29, 2019",34.46B
"Nov. 27, 2019",34.62B
"Nov. 26, 2019",34.46B
"Nov. 25, 2019",35.67B
"Nov. 22, 2019",35.36B
"Nov. 21, 2019",34.95B
"Nov. 20, 2019",34.37B
"Nov. 19, 2019",34.07B
"Nov. 18, 2019",35.11B
"Nov. 15, 2019",34.79B
"Nov. 14, 2019",33.73B
"Nov. 13, 2019",34.05B
