date,max_drawdown_all
"Feb. 29, 2020",59.65%
"Jan. 31, 2020",58.90%
"Dec. 31, 2019",58.90%
"Nov. 30, 2019",58.90%
"Oct. 31, 2019",58.90%
"Sept. 30, 2019",58.90%
"Aug. 31, 2019",58.90%
"July 31, 2019",58.90%
"June 30, 2019",58.90%
"May 31, 2019",58.90%
"April 30, 2019",58.90%
"March 31, 2019",58.90%
"Feb. 28, 2019",58.90%
"Jan. 31, 2019",58.90%
"Dec. 31, 2018",58.90%
"Nov. 30, 2018",58.90%
"Oct. 31, 2018",58.90%
"Sept. 30, 2018",58.90%
"Aug. 31, 2018",58.90%
"July 31, 2018",58.90%
"June 30, 2018",58.90%
"May 31, 2018",58.90%
"April 30, 2018",58.90%
"March 31, 2018",58.90%
"Feb. 28, 2018",58.90%
"Jan. 31, 2018",58.90%
"Dec. 31, 2017",58.90%
"Nov. 30, 2017",58.90%
"Oct. 31, 2017",58.90%
"Sept. 30, 2017",58.90%
"Aug. 31, 2017",58.90%
"July 31, 2017",58.90%
"June 30, 2017",58.90%
"May 31, 2017",58.90%
"April 30, 2017",58.90%
"March 31, 2017",58.90%
"Feb. 28, 2017",58.90%
"Jan. 31, 2017",58.90%
"Dec. 31, 2016",58.90%
"Nov. 30, 2016",58.90%
"Oct. 31, 2016",58.90%
"Sept. 30, 2016",58.90%
"Aug. 31, 2016",58.90%
"July 31, 2016",58.90%
"June 30, 2016",58.90%
"May 31, 2016",58.90%
"April 30, 2016",58.90%
"March 31, 2016",58.90%
"Feb. 29, 2016",58.90%
"Jan. 31, 2016",58.90%
"Dec. 31, 2015",58.90%
"Nov. 30, 2015",58.90%
"Oct. 31, 2015",58.90%
"Sept. 30, 2015",58.90%
"Aug. 31, 2015",58.90%
"July 31, 2015",58.90%
"June 30, 2015",58.90%
"May 31, 2015",58.90%
"April 30, 2015",58.90%
"March 31, 2015",58.90%
"Feb. 28, 2015",58.90%
"Jan. 31, 2015",58.90%
"Dec. 31, 2014",58.90%
"Nov. 30, 2014",58.90%
"Oct. 31, 2014",58.90%
"Sept. 30, 2014",58.90%
"Aug. 31, 2014",58.90%
"July 31, 2014",58.90%
"June 30, 2014",58.90%
"May 31, 2014",58.90%
"April 30, 2014",58.90%
"March 31, 2014",58.90%
"Feb. 28, 2014",58.90%
"Jan. 31, 2014",58.90%
"Dec. 31, 2013",58.90%
"Nov. 30, 2013",58.90%
"Oct. 31, 2013",58.90%
"Sept. 30, 2013",58.90%
"Aug. 31, 2013",58.90%
"July 31, 2013",58.90%
"June 30, 2013",58.90%
"May 31, 2013",58.90%
"April 30, 2013",58.90%
"March 31, 2013",58.90%
"Feb. 28, 2013",58.90%
"Jan. 31, 2013",58.90%
"Dec. 31, 2012",58.90%
"Nov. 30, 2012",58.90%
"Oct. 31, 2012",58.90%
"Sept. 30, 2012",58.90%
"Aug. 31, 2012",58.90%
"July 31, 2012",58.90%
"June 30, 2012",58.90%
"May 31, 2012",58.90%
"April 30, 2012",58.90%
"March 31, 2012",58.90%
"Feb. 29, 2012",58.90%
"Jan. 31, 2012",58.90%
"Dec. 31, 2011",58.90%
"Nov. 30, 2011",58.90%
"Oct. 31, 2011",58.90%
"Sept. 30, 2011",58.90%
"Aug. 31, 2011",58.90%
"July 31, 2011",58.90%
"June 30, 2011",58.90%
"May 31, 2011",58.90%
"April 30, 2011",58.90%
"March 31, 2011",58.90%
"Feb. 28, 2011",58.90%
"Jan. 31, 2011",58.90%
"Dec. 31, 2010",58.90%
"Nov. 30, 2010",58.90%
"Oct. 31, 2010",58.90%
"Sept. 30, 2010",58.90%
"Aug. 31, 2010",58.90%
"July 31, 2010",58.90%
"June 30, 2010",58.90%
"May 31, 2010",58.90%
"April 30, 2010",58.90%
"March 31, 2010",58.90%
"Feb. 28, 2010",58.90%
