date,graham_number
"Sept. 30, 2019",31.85
"June 30, 2019",56.93
"March 31, 2019",58.25
"Dec. 31, 2018",58.75
"Sept. 30, 2018",57.20
"June 30, 2018",42.41
"March 31, 2018",38.86
"Dec. 31, 2017",32.16
"Sept. 30, 2017",20.63
"June 30, 2017",8.971
"March 31, 2017",
"Dec. 31, 2016",
"Sept. 30, 2016",
"June 30, 2016",
"March 31, 2016",
"Dec. 31, 2015",
"Sept. 30, 2015",
"June 30, 2015",
"March 31, 2015",
"Dec. 31, 2014",28.22
"Sept. 30, 2014",95.04
"June 30, 2014",97.25
"March 31, 2014",95.40
"Dec. 31, 2013",94.46
"Sept. 30, 2013",82.51
"June 30, 2013",79.57
"March 31, 2013",78.74
"Dec. 31, 2012",79.61
"Sept. 30, 2012",90.34
"June 30, 2012",92.22
"March 31, 2012",94.62
"Dec. 31, 2011",93.13
"Sept. 30, 2011",88.75
"June 30, 2011",83.01
"March 31, 2011",75.76
"Dec. 31, 2010",70.77
"Sept. 30, 2010",67.76
"June 30, 2010",64.72
"March 31, 2010",60.68
"Dec. 31, 2009",53.71
"Sept. 30, 2009",48.49
"June 30, 2009",59.73
"March 31, 2009",70.68
"Dec. 31, 2008",79.49
"Sept. 30, 2008",84.45
"June 30, 2008",75.94
"March 31, 2008",68.89
"Dec. 31, 2007",63.18
"Sept. 30, 2007",58.63
"June 30, 2007",56.38
"March 31, 2007",51.54
"Dec. 31, 2006",50.08
"Sept. 30, 2006",51.19
"June 30, 2006",53.36
"March 31, 2006",56.83
"Dec. 31, 2005",52.12
"Sept. 30, 2005",46.52
"June 30, 2005",39.57
"March 31, 2005",32.00
"Dec. 31, 2004",28.94
"Sept. 30, 2004",27.86
"June 30, 2004",24.99
"March 31, 2004",22.98
"Dec. 31, 2003",21.36
"Sept. 30, 2003",20.42
"June 30, 2003",19.66
"March 31, 2003",18.32
"Dec. 31, 2002",15.67
"Sept. 30, 2002",9.896
"June 30, 2002",10.27
"March 31, 2002",12.41
"Dec. 31, 2001",16.13
"Sept. 30, 2001",20.24
"June 30, 2001",19.59
"March 31, 2001",19.40
"Dec. 31, 2000",17.58
"Sept. 30, 2000",17.47
"June 30, 2000",15.38
"March 31, 2000",11.13
"Dec. 31, 1999",8.140
"Sept. 30, 1999",1.389
"June 30, 1999",
"March 31, 1999",3.162
"Dec. 31, 1998",5.79
"Sept. 30, 1998",
"June 30, 1998",
"March 31, 1998",
"Dec. 31, 1997",
"Sept. 30, 1997",10.69
"June 30, 1997",10.61
"March 31, 1997",10.55
"Dec. 31, 1996",7.408
"Sept. 30, 1996",7.462
"June 30, 1996",6.997
"March 31, 1996",7.281
"Dec. 31, 1995",8.641
"Sept. 30, 1995",8.732
"June 30, 1995",7.399
"March 31, 1995",4.276
"Dec. 31, 1994",
"Sept. 30, 1994",
"June 30, 1994",0.00
"March 31, 1994",4.456
"Dec. 31, 1993",6.924
"Sept. 30, 1993",
"June 30, 1993",
"March 31, 1993",
"Dec. 31, 1992",
"Sept. 30, 1992",10.14
"June 30, 1992",11.50
"March 31, 1992",12.31
"Dec. 31, 1991",11.87
"Sept. 30, 1991",
"June 30, 1991",
"March 31, 1991",
"Dec. 31, 1990",
"Sept. 30, 1990",11.34
"June 30, 1990",10.69
"March 31, 1990",11.20
"Dec. 31, 1989",10.59
