date,days_payables_outstanding
"Dec. 31, 2019",149.05
"Sept. 30, 2019",144.27
"June 30, 2019",165.80
"March 31, 2019",159.24
"Dec. 31, 2018",144.54
"Sept. 30, 2018",203.81
"June 30, 2018",176.81
"March 31, 2018",206.17
"Dec. 31, 2017",150.70
"Sept. 30, 2017",141.40
"June 30, 2017",150.73
"March 31, 2017",145.54
"Dec. 31, 2016",144.23
"Sept. 30, 2016",123.65
"June 30, 2016",121.65
"March 31, 2016",111.87
"Dec. 31, 2015",124.33
"Sept. 30, 2015",141.51
"June 30, 2015",141.52
"March 31, 2015",155.61
"Dec. 31, 2014",186.32
"Sept. 30, 2014",187.28
"June 30, 2014",192.53
"March 31, 2014",183.02
"Dec. 31, 2013",490.48
"Sept. 30, 2013",155.95
"June 30, 2013",144.27
"March 31, 2013",141.29
"Dec. 31, 2012",477.38
"Sept. 30, 2012",168.09
"June 30, 2012",151.32
"March 31, 2012",157.76
"Dec. 31, 2011",169.09
"Sept. 30, 2011",150.08
"June 30, 2011",162.87
"March 31, 2011",172.19
"Dec. 31, 2010",168.84
"Sept. 30, 2010",159.26
"June 30, 2010",149.65
"March 31, 2010",143.31
"Dec. 31, 2009",-239.61
"Sept. 30, 2009",113.06
"June 30, 2009",107.09
"March 31, 2009",122.67
"Dec. 31, 2008",-873.47
"Sept. 30, 2008",158.60
"June 30, 2008",159.54
"March 31, 2008",166.68
"Dec. 31, 2007",-3413.03
"Sept. 30, 2007",107.59
"June 30, 2007",104.67
"March 31, 2007",116.22
"Dec. 31, 2006",1219.53
"Sept. 30, 2006",95.17
"June 30, 2006",102.32
"March 31, 2006",99.54
"Dec. 31, 2005",282.98
"Sept. 30, 2005",99.17
"June 30, 2005",89.26
"March 31, 2005",90.43
"Dec. 31, 2004",340.07
"Sept. 30, 2004",81.41
"June 30, 2004",73.85
"March 31, 2004",72.86
"Dec. 31, 2003",1048.79
"Sept. 30, 2003",56.29
"June 30, 2003",57.42
"March 31, 2003",59.45
"Dec. 31, 2002",317.38
"Sept. 30, 2002",61.15
"June 30, 2002",59.51
"March 31, 2002",64.84
"Dec. 31, 2001",1073.24
"Sept. 30, 2001",61.98
"June 30, 2001",29.24
"March 31, 2001",28.28
"Dec. 31, 2000",50.18
"Sept. 30, 2000",33.84
"June 30, 2000",32.99
"March 31, 2000",43.53
"Dec. 31, 1999",34.27
"Sept. 30, 1999",42.65
"June 30, 1999",45.75
"March 31, 1999",52.86
"Dec. 31, 1998",33.50
"Sept. 30, 1998",38.35
"June 30, 1998",57.87
"March 31, 1998",51.27
"Dec. 31, 1997",57.66
"Sept. 30, 1997",67.53
"June 30, 1997",42.78
"March 31, 1997",59.51
"Dec. 31, 1996",-1806.99
"Sept. 30, 1996",40.37
"June 30, 1996",48.30
"March 31, 1996",49.55
"Dec. 31, 1995",382.08
"Sept. 30, 1995",43.19
"June 30, 1995",45.12
"March 31, 1995",43.05
"Dec. 31, 1994",40.93
"Sept. 30, 1994",40.61
"June 30, 1994",43.58
"March 31, 1994",48.40
"Dec. 31, 1993",52.01
"Sept. 30, 1993",49.29
"June 30, 1993",53.40
"March 31, 1993",55.75
"Dec. 31, 1992",70.20
"Sept. 30, 1992",48.67
"June 30, 1992",46.87
"March 31, 1992",62.95
"Dec. 31, 1991",52.50
"Sept. 30, 1991",66.78
"June 30, 1991",28.17
"March 31, 1991",32.94
"Dec. 31, 1990",28.93
"Sept. 30, 1990",26.92
"June 30, 1990",26.39
"March 31, 1990",29.77
"Dec. 31, 1989",29.48
