date,ohlson_score
"Dec. 31, 2019",0.3645
"Sept. 30, 2019",-0.6563
"June 30, 2019",-0.1627
"March 31, 2019",-0.1326
"Dec. 31, 2018",0.545
"Sept. 30, 2018",-0.5596
"June 30, 2018",-0.3116
"March 31, 2018",-0.3291
"Dec. 31, 2017",-0.3942
"Sept. 30, 2017",0.7837
"June 30, 2017",-0.6104
"March 31, 2017",-1.859
"Dec. 31, 2016",-0.2914
"Sept. 30, 2016",-0.6507
"June 30, 2016",-1.336
"March 31, 2016",-35.51
"Dec. 31, 2015",-0.7548
"Sept. 30, 2015",-1.391
"June 30, 2015",-2.182
"March 31, 2015",6.401
"Dec. 31, 2014",-1.973
"Sept. 30, 2014",-0.9832
"June 30, 2014",-1.204
"March 31, 2014",-1.164
"Dec. 31, 2013",-1.274
"Sept. 30, 2013",-1.298
"June 30, 2013",-1.174
"March 31, 2013",-1.566
"Dec. 31, 2012",0.4397
"Sept. 30, 2012",-1.279
"June 30, 2012",-1.174
"March 31, 2012",-1.282
"Dec. 31, 2011",-1.231
"Sept. 30, 2011",-1.379
"June 30, 2011",-1.267
"March 31, 2011",-1.098
"Dec. 31, 2010",-1.285
"Sept. 30, 2010",-1.411
"June 30, 2010",-1.383
"March 31, 2010",-1.339
"Dec. 31, 2009",-1.382
"Sept. 30, 2009",-1.420
"June 30, 2009",-1.394
"March 31, 2009",-1.008
"Dec. 31, 2008",1.042
"Sept. 30, 2008",-1.044
"June 30, 2008",-1.027
"March 31, 2008",-1.085
"Dec. 31, 2007",-1.080
"Sept. 30, 2007",-1.062
"June 30, 2007",-1.088
"March 31, 2007",-0.9408
"Dec. 31, 2006",-0.636
"Sept. 30, 2006",-0.9405
"June 30, 2006",-0.5456
"March 31, 2006",-0.8475
"Dec. 31, 2005",-0.6704
"Sept. 30, 2005",-0.6624
"June 30, 2005",-0.555
"March 31, 2005",-0.2824
"Dec. 31, 2004",-0.0488
"Sept. 30, 2004",-0.0734
"June 30, 2004",0.2572
"March 31, 2004",0.4243
"Dec. 31, 2003",0.7534
"Sept. 30, 2003",0.5148
"June 30, 2003",0.8176
"March 31, 2003",0.9539
"Dec. 31, 2002",1.324
"Sept. 30, 2002",1.181
"June 30, 2002",0.9856
"March 31, 2002",-4.736
"Dec. 31, 2001",-0.4898
"Sept. 30, 2001",0.9318
"June 30, 2001",1.104
"March 31, 2001",1.114
"Dec. 31, 2000",1.420
"Sept. 30, 2000",1.466
"June 30, 2000",1.209
"March 31, 2000",2.037
"Dec. 31, 1999",1.545
"Sept. 30, 1999",1.462
"June 30, 1999",-2.667
"March 31, 1999",1.541
"Dec. 31, 1998",1.205
"Sept. 30, 1998",4.297
"June 30, 1998",2.176
"March 31, 1998",-1.036
"Dec. 31, 1997",1.291
"Sept. 30, 1997",1.722
"June 30, 1997",1.797
"March 31, 1997",1.700
"Dec. 31, 1996",1.538
"Sept. 30, 1996",1.746
"June 30, 1996",1.723
"March 31, 1996",1.384
"Dec. 31, 1995",11.78
"Sept. 30, 1995",1.990
"June 30, 1995",1.807
"March 31, 1995",1.386
"Dec. 31, 1994",
"Sept. 30, 1994",1.087
"June 30, 1994",2.658
"March 31, 1994",0.7036
"Dec. 31, 1993",2.300
"Sept. 30, 1993",2.271
"June 30, 1993",2.286
"March 31, 1993",-3.620
"Dec. 31, 1992",1.902
"Sept. 30, 1992",1.986
"June 30, 1992",1.950
"March 31, 1992",1.932
"Dec. 31, 1991",1.999
"Sept. 30, 1991",1.957
"June 30, 1991",1.932
"March 31, 1991",-10.74
"Dec. 31, 1990",1.721
"Sept. 30, 1990",1.145
"June 30, 1990",1.683
