date,operating_pe_ratio
"March 19, 2020",3.117
"March 18, 2020",3.030
"March 17, 2020",3.263
"March 16, 2020",3.459
"March 13, 2020",4.104
"March 12, 2020",3.422
"March 11, 2020",3.396
"March 10, 2020",4.127
"March 9, 2020",3.600
"March 6, 2020",7.730
"March 5, 2020",9.059
"March 4, 2020",9.477
"March 3, 2020",9.494
"March 2, 2020",9.482
"Feb. 28, 2020",9.422
"Feb. 27, 2020",9.154
"Feb. 26, 2020",9.848
"Feb. 25, 2020",10.41
"Feb. 24, 2020",11.36
"Feb. 21, 2020",12.12
"Feb. 20, 2020",12.37
"Feb. 19, 2020",12.23
"Feb. 18, 2020",11.96
"Feb. 14, 2020",11.97
"Feb. 13, 2020",12.10
"Feb. 12, 2020",12.23
"Feb. 11, 2020",11.85
"Feb. 10, 2020",11.66
"Feb. 7, 2020",12.06
"Feb. 6, 2020",12.12
"Feb. 5, 2020",12.12
"Feb. 4, 2020",11.66
"Feb. 3, 2020",11.53
"Jan. 31, 2020",11.43
"Jan. 30, 2020",11.68
"Jan. 29, 2020",11.65
"Jan. 28, 2020",11.86
"Jan. 27, 2020",11.87
"Jan. 24, 2020",12.15
"Jan. 23, 2020",12.24
"Jan. 22, 2020",12.46
"Jan. 21, 2020",12.75
"Jan. 17, 2020",13.19
"Jan. 16, 2020",13.43
"Jan. 15, 2020",13.60
"Jan. 14, 2020",13.59
"Jan. 13, 2020",13.40
"Jan. 10, 2020",13.21
"Jan. 9, 2020",13.06
"Jan. 8, 2020",12.94
"Jan. 7, 2020",13.03
"Jan. 6, 2020",12.96
"Jan. 3, 2020",12.55
"Jan. 2, 2020",12.25
"Dec. 31, 2019",11.86
"Dec. 30, 2019",8.684
"Dec. 27, 2019",8.569
"Dec. 26, 2019",8.567
"Dec. 24, 2019",8.511
"Dec. 23, 2019",8.473
"Dec. 20, 2019",8.323
"Dec. 19, 2019",8.257
"Dec. 18, 2019",8.251
"Dec. 17, 2019",8.176
"Dec. 16, 2019",8.176
"Dec. 13, 2019",8.046
"Dec. 12, 2019",8.161
"Dec. 11, 2019",8.010
"Dec. 10, 2019",8.016
"Dec. 9, 2019",7.967
"Dec. 6, 2019",8.323
"Dec. 5, 2019",8.104
"Dec. 4, 2019",8.204
"Dec. 3, 2019",8.112
"Dec. 2, 2019",8.253
"Nov. 29, 2019",8.230
"Nov. 27, 2019",8.268
"Nov. 26, 2019",8.230
"Nov. 25, 2019",8.520
"Nov. 22, 2019",8.445
"Nov. 21, 2019",8.347
"Nov. 20, 2019",8.210
"Nov. 19, 2019",8.138
"Nov. 18, 2019",8.385
"Nov. 15, 2019",8.311
"Nov. 14, 2019",8.057
"Nov. 13, 2019",8.134
"Nov. 12, 2019",8.202
"Nov. 11, 2019",8.296
"Nov. 8, 2019",8.556
"Nov. 7, 2019",8.328
"Nov. 6, 2019",8.452
"Nov. 5, 2019",8.942
"Nov. 4, 2019",9.437
"Nov. 1, 2019",9.023
"Oct. 31, 2019",8.641
"Oct. 30, 2019",8.825
"Oct. 29, 2019",9.032
"Oct. 28, 2019",9.021
"Oct. 25, 2019",9.074
"Oct. 24, 2019",9.023
"Oct. 23, 2019",9.158
"Oct. 22, 2019",9.008
"Oct. 21, 2019",8.710
"Oct. 18, 2019",8.631
"Oct. 17, 2019",8.605
"Oct. 16, 2019",8.607
"Oct. 15, 2019",8.705
"Oct. 14, 2019",8.644
"Oct. 11, 2019",8.774
"Oct. 10, 2019",8.754
"Oct. 9, 2019",8.714
"Oct. 8, 2019",8.712
"Oct. 7, 2019",9.000
"Oct. 4, 2019",9.190
"Oct. 3, 2019",9.217
"Oct. 2, 2019",9.162
"Oct. 1, 2019",9.339
"Sept. 30, 2019",9.488
"Sept. 27, 2019",7.215
"Sept. 26, 2019",7.249
"Sept. 25, 2019",7.246
"Sept. 24, 2019",7.268
"Sept. 23, 2019",7.273
"Sept. 20, 2019",7.305
"Sept. 19, 2019",7.319
"Sept. 18, 2019",7.132
"Sept. 17, 2019",7.217
"Sept. 16, 2019",7.640
"Sept. 13, 2019",7.207
"Sept. 12, 2019",7.257
"Sept. 11, 2019",7.399
"Sept. 10, 2019",7.422
"Sept. 9, 2019",7.188
"Sept. 6, 2019",7.266
"Sept. 5, 2019",7.207
"Sept. 4, 2019",6.966
"Sept. 3, 2019",6.822
"Aug. 30, 2019",6.950
"Aug. 29, 2019",6.932
"Aug. 28, 2019",6.891
"Aug. 27, 2019",6.769
"Aug. 26, 2019",6.734
"Aug. 23, 2019",6.772
"Aug. 22, 2019",7.145
"Aug. 21, 2019",7.202
"Aug. 20, 2019",7.234
"Aug. 19, 2019",7.286
"Aug. 16, 2019",7.124
"Aug. 15, 2019",7.027
"Aug. 14, 2019",6.985
"Aug. 13, 2019",7.154
"Aug. 12, 2019",7.191
"Aug. 9, 2019",7.533
"Aug. 8, 2019",7.533
"Aug. 7, 2019",7.353
"Aug. 6, 2019",7.605
"Aug. 5, 2019",7.899
"Aug. 2, 2019",8.181
"Aug. 1, 2019",8.499
"July 31, 2019",8.210
"July 30, 2019",8.387
"July 29, 2019",8.138
"July 26, 2019",8.246
"July 25, 2019",8.174
"July 24, 2019",8.320
"July 23, 2019",8.280
"July 22, 2019",8.393
"July 19, 2019",8.364
"July 18, 2019",8.154
"July 17, 2019",8.181
"July 16, 2019",8.168
"July 15, 2019",8.253
"July 12, 2019",8.267
"July 11, 2019",8.062
"July 10, 2019",8.030
"July 9, 2019",7.930
"July 8, 2019",7.880
"July 5, 2019",7.877
"July 3, 2019",7.859
"July 2, 2019",7.797
"July 1, 2019",7.957
"June 30, 2019",
"June 28, 2019",7.848
"June 27, 2019",7.766
"June 26, 2019",7.870
"June 25, 2019",7.708
"June 24, 2019",7.788
"June 21, 2019",7.90
"June 20, 2019",8.008
"June 19, 2019",7.852
"June 18, 2019",7.859
"June 17, 2019",7.775
"June 14, 2019",7.697
"June 13, 2019",7.763
"June 12, 2019",7.616
"June 11, 2019",7.656
"June 10, 2019",7.477
"June 7, 2019",7.468
"June 6, 2019",7.655
"June 5, 2019",7.404
"June 4, 2019",7.756
"June 3, 2019",7.699
"May 31, 2019",7.769
"May 30, 2019",8.103
"May 29, 2019",8.117
"May 28, 2019",8.161
"May 24, 2019",8.346
"May 23, 2019",8.259
"May 22, 2019",8.239
"May 21, 2019",8.353
"May 20, 2019",8.345
"May 17, 2019",8.236
"May 16, 2019",8.390
"May 15, 2019",8.468
"May 14, 2019",8.515
"May 13, 2019",8.456
"May 10, 2019",8.581
"May 9, 2019",8.793
"May 8, 2019",9.398
"May 7, 2019",9.317
"May 6, 2019",9.174
"May 3, 2019",9.046
"May 2, 2019",8.952
"May 1, 2019",8.972
"April 30, 2019",9.191
"April 29, 2019",9.386
"April 26, 2019",9.570
"April 25, 2019",9.653
"April 24, 2019",9.678
"April 23, 2019",9.734
"April 22, 2019",9.842
"April 18, 2019",9.650
"April 17, 2019",9.779
"April 16, 2019",9.939
"April 15, 2019",9.890
"April 12, 2019",10.20
"April 11, 2019",10.49
"April 10, 2019",10.49
"April 9, 2019",10.50
"April 8, 2019",10.67
"April 5, 2019",10.62
"April 4, 2019",10.37
"April 3, 2019",10.31
"April 2, 2019",10.40
"April 1, 2019",10.49
"March 31, 2019",
"March 29, 2019",9.876
"March 28, 2019",9.931
"March 27, 2019",9.898
"March 26, 2019",10.01
"March 25, 2019",9.716
"March 22, 2019",9.733
