date,forward_pe_ratio
"Dec. 30, 2019",25.20
"Dec. 27, 2019",24.86
"Dec. 26, 2019",24.86
"Dec. 24, 2019",24.70
"Dec. 23, 2019",24.59
"Dec. 20, 2019",24.15
"Dec. 19, 2019",23.96
"Dec. 18, 2019",23.94
"Dec. 17, 2019",23.73
"Dec. 16, 2019",23.73
"Dec. 13, 2019",23.35
"Dec. 12, 2019",23.68
"Dec. 11, 2019",23.24
"Dec. 10, 2019",23.26
"Dec. 9, 2019",23.12
"Dec. 6, 2019",24.15
"Dec. 5, 2019",23.51
"Dec. 4, 2019",23.81
"Dec. 3, 2019",23.54
"Dec. 2, 2019",23.95
"Nov. 29, 2019",23.88
"Nov. 27, 2019",23.99
"Nov. 26, 2019",23.88
"Nov. 25, 2019",24.72
"Nov. 22, 2019",24.51
"Nov. 21, 2019",24.22
"Nov. 20, 2019",23.82
"Nov. 19, 2019",23.61
"Nov. 18, 2019",24.33
"Nov. 15, 2019",24.12
"Nov. 14, 2019",23.38
"Nov. 13, 2019",23.60
"Nov. 12, 2019",23.80
"Nov. 11, 2019",24.07
"Nov. 8, 2019",24.83
"Nov. 7, 2019",24.16
"Nov. 6, 2019",24.52
"Nov. 5, 2019",25.95
"Nov. 4, 2019",27.38
"Nov. 1, 2019",26.18
"Oct. 31, 2019",25.08
"Oct. 30, 2019",25.61
"Oct. 29, 2019",26.21
"Oct. 28, 2019",26.18
"Oct. 25, 2019",26.33
"Oct. 24, 2019",26.18
"Oct. 23, 2019",26.57
"Oct. 22, 2019",26.14
"Oct. 21, 2019",25.27
"Oct. 18, 2019",25.04
"Oct. 17, 2019",24.97
"Oct. 16, 2019",24.98
"Oct. 15, 2019",25.26
"Oct. 14, 2019",25.08
"Oct. 11, 2019",25.46
"Oct. 10, 2019",25.40
"Oct. 9, 2019",25.29
"Oct. 8, 2019",25.28
"Oct. 7, 2019",26.12
"Oct. 4, 2019",26.67
"Oct. 3, 2019",26.75
"Oct. 2, 2019",26.59
"Oct. 1, 2019",27.10
"Sept. 30, 2019",27.53
"Sept. 27, 2019",27.95
"Sept. 26, 2019",28.08
"Sept. 25, 2019",28.07
"Sept. 24, 2019",28.15
"Sept. 23, 2019",28.17
"Sept. 20, 2019",28.29
"Sept. 19, 2019",28.35
"Sept. 18, 2019",27.63
"Sept. 17, 2019",27.95
"Sept. 16, 2019",29.59
"Sept. 13, 2019",27.92
"Sept. 12, 2019",28.11
"Sept. 11, 2019",28.66
"Sept. 10, 2019",28.75
"Sept. 9, 2019",27.84
"Sept. 6, 2019",28.15
"Sept. 5, 2019",27.92
"Sept. 4, 2019",26.98
"Sept. 3, 2019",26.42
"Aug. 30, 2019",26.92
"Aug. 29, 2019",26.85
"Aug. 28, 2019",26.69
"Aug. 27, 2019",26.22
"Aug. 26, 2019",26.08
"Aug. 23, 2019",26.23
"Aug. 22, 2019",27.68
"Aug. 21, 2019",27.90
"Aug. 20, 2019",28.02
"Aug. 19, 2019",28.22
"Aug. 16, 2019",27.60
"Aug. 15, 2019",27.22
"Aug. 14, 2019",27.06
"Aug. 13, 2019",27.71
"Aug. 12, 2019",27.86
"Aug. 9, 2019",29.18
"Aug. 8, 2019",29.18
"Aug. 7, 2019",28.48
"Aug. 6, 2019",29.46
"Aug. 5, 2019",30.60
"Aug. 2, 2019",31.69
"Aug. 1, 2019",32.92
"July 31, 2019",31.80
"July 30, 2019",32.49
"July 29, 2019",31.52
"July 26, 2019",31.94
"July 25, 2019",31.66
"July 24, 2019",32.23
"July 23, 2019",32.07
"July 22, 2019",32.51
"July 19, 2019",32.40
"July 18, 2019",31.58
"July 17, 2019",31.69
"July 16, 2019",31.64
"July 15, 2019",31.97
"July 12, 2019",32.02
"July 11, 2019",31.23
"July 10, 2019",31.11
"July 9, 2019",30.72
"July 8, 2019",30.52
"July 5, 2019",30.51
"July 3, 2019",30.44
"July 2, 2019",30.20
"July 1, 2019",30.82
"June 30, 2019",
"June 28, 2019",31.13
"June 27, 2019",30.80
"June 26, 2019",31.22
"June 25, 2019",30.57
"June 24, 2019",30.89
"June 21, 2019",31.33
"June 20, 2019",31.76
"June 19, 2019",31.14
"June 18, 2019",31.17
"June 17, 2019",30.84
"June 14, 2019",30.53
"June 13, 2019",30.79
"June 12, 2019",30.21
"June 11, 2019",30.37
"June 10, 2019",29.66
"June 7, 2019",29.62
"June 6, 2019",30.36
"June 5, 2019",29.37
"June 4, 2019",30.76
"June 3, 2019",30.54
"May 31, 2019",30.81
"May 30, 2019",32.14
"May 29, 2019",32.20
"May 28, 2019",32.37
"May 24, 2019",33.11
"May 23, 2019",32.76
"May 22, 2019",32.68
"May 21, 2019",33.13
"May 20, 2019",33.10
"May 17, 2019",32.67
"May 16, 2019",33.28
"May 15, 2019",33.59
"May 14, 2019",33.77
"May 13, 2019",33.54
"May 10, 2019",34.03
"May 9, 2019",34.88
"May 8, 2019",37.28
"May 7, 2019",36.96
"May 6, 2019",36.39
"May 3, 2019",35.88
"May 2, 2019",35.51
"May 1, 2019",35.59
"April 30, 2019",36.45
"April 29, 2019",37.23
"April 26, 2019",37.96
"April 25, 2019",38.29
"April 24, 2019",38.39
"April 23, 2019",38.61
"April 22, 2019",39.04
"April 18, 2019",38.28
"April 17, 2019",38.79
"April 16, 2019",39.42
"April 15, 2019",39.23
"April 12, 2019",40.45
"April 11, 2019",41.59
"April 10, 2019",41.59
"April 9, 2019",41.66
"April 8, 2019",42.33
"April 5, 2019",42.13
"April 4, 2019",41.14
"April 3, 2019",40.90
"April 2, 2019",41.25
"April 1, 2019",41.59
"March 31, 2019",
"March 29, 2019",40.99
"March 28, 2019",41.22
"March 27, 2019",41.08
"March 26, 2019",41.53
"March 25, 2019",40.32
"March 22, 2019",40.39
"March 21, 2019",41.63
"March 20, 2019",41.64
"March 19, 2019",40.97
"March 18, 2019",41.49
"March 15, 2019",40.53
"March 14, 2019",40.37
"March 13, 2019",40.28
"March 12, 2019",39.75
"March 11, 2019",39.55
"March 8, 2019",38.83
"March 7, 2019",40.70
"March 6, 2019",40.98
"March 5, 2019",41.81
"March 4, 2019",41.76
"March 1, 2019",41.82
"Feb. 28, 2019",40.96
"Feb. 27, 2019",41.27
"Feb. 26, 2019",40.89
"Feb. 25, 2019",41.01
"Feb. 22, 2019",40.82
"Feb. 21, 2019",41.23
"Feb. 20, 2019",42.26
"Feb. 19, 2019",41.87
"Feb. 15, 2019",41.60
"Feb. 14, 2019",41.22
"Feb. 13, 2019",40.77
"Feb. 12, 2019",40.71
"Feb. 11, 2019",40.14
"Feb. 8, 2019",40.22
"Feb. 7, 2019",40.19
"Feb. 6, 2019",41.25
"Feb. 5, 2019",41.67
"Feb. 4, 2019",41.94
"Feb. 1, 2019",42.13
"Jan. 31, 2019",41.35
"Jan. 30, 2019",41.46
"Jan. 29, 2019",41.16
"Jan. 28, 2019",40.91
"Jan. 25, 2019",41.19
"Jan. 24, 2019",40.23
"Jan. 23, 2019",39.98
"Jan. 22, 2019",40.32
"Jan. 18, 2019",41.50
"Jan. 17, 2019",40.76
"Jan. 16, 2019",40.33
"Jan. 15, 2019",40.57
"Jan. 14, 2019",40.60
"Jan. 11, 2019",41.00
"Jan. 10, 2019",40.98
"Jan. 9, 2019",40.73
"Jan. 8, 2019",40.24
"Jan. 7, 2019",39.92
"Jan. 4, 2019",39.14
"Jan. 3, 2019",37.92
"Jan. 2, 2019",38.39
"Dec. 31, 2018",38.00
