date,capex_ttm
"Dec. 31, 2019",6.637B
"Sept. 30, 2019",5.688B
"June 30, 2019",5.228B
"March 31, 2019",5.208B
"Dec. 31, 2018",4.975B
"Sept. 30, 2018",4.811B
"June 30, 2018",4.397B
"March 31, 2018",3.913B
"Dec. 31, 2017",3.599B
"Sept. 30, 2017",3.198B
"June 30, 2017",2.902B
"March 31, 2017",2.74B
"Dec. 31, 2016",2.831B
"Sept. 30, 2016",3.072B
"June 30, 2016",3.67B
"March 31, 2016",4.585B
"Dec. 31, 2015",5.864B
"Sept. 30, 2015",7.273B
"June 30, 2015",8.114B
"March 31, 2015",8.727B
"Dec. 31, 2014",8.388B
"Sept. 30, 2014",6.616B
"June 30, 2014",6.852B
"March 31, 2014",6.932B
"Dec. 31, 2013",7.208B
"Sept. 30, 2013",6.696B
"June 30, 2013",7.016B
"March 31, 2013",7.519B
"Dec. 31, 2012",7.861B
"Sept. 30, 2012",10.26B
"June 30, 2012",9.685B
"March 31, 2012",8.605B
"Dec. 31, 2011",7.518B
"Sept. 30, 2011",6.329B
"June 30, 2011",5.338B
"March 31, 2011",4.497B
"Dec. 31, 2010",3.94B
"Sept. 30, 2010",3.176B
"June 30, 2010",2.903B
"March 31, 2010",2.878B
"Dec. 31, 2009",3.245B
"Sept. 30, 2009",8.791B
"June 30, 2009",9.396B
"March 31, 2009",8.01B
"Dec. 31, 2008",9.365B
"Sept. 30, 2008",5.595B
"June 30, 2008",5.123B
"March 31, 2008",6.588B
"Dec. 31, 2007",4.882B
"Sept. 30, 2007",6.065B
"June 30, 2007",5.932B
"March 31, 2007",5.72B
"Dec. 31, 2006",5.532B
"Sept. 30, 2006",4.815B
"June 30, 2006",4.653B
"March 31, 2006",4.481B
"Dec. 31, 2005",4.421B
"Sept. 30, 2005",1.82B
"June 30, 2005",1.914B
"March 31, 2005",1.913B
"Dec. 31, 2004",1.72B
"Sept. 30, 2004",1.932B
"June 30, 2004",1.613B
"March 31, 2004",1.645B
"Dec. 31, 2003",1.60B
"Sept. 30, 2003",1.449B
"June 30, 2003",1.47B
"March 31, 2003",1.28B
"Dec. 31, 2002",1.236B
"Sept. 30, 2002",1.30B
"June 30, 2002",1.318B
"March 31, 2002",1.324B
"Dec. 31, 2001",1.308B
"Sept. 30, 2001",1.29B
"June 30, 2001",1.166B
"March 31, 2001",1.068B
"Dec. 31, 2000",952.00M
"Sept. 30, 2000",699.00M
"June 30, 2000",558.00M
"March 31, 2000",591.00M
"Dec. 31, 1999",601.00M
"Sept. 30, 1999",-2.784B
"June 30, 1999",-2.652B
"March 31, 1999",-2.59B
"Dec. 31, 1998",1.074B
"Sept. 30, 1998",4.889B
"June 30, 1998",5.004B
"March 31, 1998",5.126B
"Dec. 31, 1997",1.592B
"Sept. 30, 1997",1.329B
"June 30, 1997",1.238B
"March 31, 1997",1.085B
"Dec. 31, 1996",1.056B
"Sept. 30, 1996",1.028B
"June 30, 1996",959.00M
"March 31, 1996",909.00M
"Dec. 31, 1995",836.00M
"Sept. 30, 1995",1.082B
"June 30, 1995",1.064B
"March 31, 1995",1.016B
"Dec. 31, 1994",1.103B
"Sept. 30, 1994",896.00M
"June 30, 1994",929.00M
"March 31, 1994",1.164B
"Dec. 31, 1993",1.083B
"Sept. 30, 1993",1.219B
"June 30, 1993",1.184B
"March 31, 1993",969.00M
"Dec. 31, 1992",944.00M
"Sept. 30, 1992",848.00M
"June 30, 1992",817.00M
"March 31, 1992",897.00M
"Dec. 31, 1991",1.068B
"Sept. 30, 1991",1.253B
"June 30, 1991",1.437B
"March 31, 1991",1.516B
"Dec. 31, 1990",1.446B
"Sept. 30, 1990",952.00M
"June 30, 1990",598.00M
"March 31, 1990",242.00M
