date,enterprise_value
"March 19, 2020",54.67B
"March 18, 2020",54.40B
"March 17, 2020",55.12B
"March 16, 2020",55.73B
"March 13, 2020",57.74B
"March 12, 2020",55.62B
"March 11, 2020",55.53B
"March 10, 2020",57.81B
"March 9, 2020",56.17B
"March 6, 2020",69.02B
"March 5, 2020",73.15B
"March 4, 2020",74.45B
"March 3, 2020",74.50B
"March 2, 2020",74.47B
"Feb. 28, 2020",74.28B
"Feb. 27, 2020",73.45B
"Feb. 26, 2020",75.61B
"Feb. 25, 2020",77.37B
"Feb. 24, 2020",80.31B
"Feb. 21, 2020",82.68B
"Feb. 20, 2020",83.44B
"Feb. 19, 2020",83.03B
"Feb. 18, 2020",82.18B
"Feb. 14, 2020",82.21B
"Feb. 13, 2020",82.61B
"Feb. 12, 2020",83.01B
"Feb. 11, 2020",81.83B
"Feb. 10, 2020",81.23B
"Feb. 7, 2020",82.47B
"Feb. 6, 2020",82.68B
"Feb. 5, 2020",82.68B
"Feb. 4, 2020",81.23B
"Feb. 3, 2020",80.85B
"Jan. 31, 2020",80.53B
"Jan. 30, 2020",81.26B
"Jan. 29, 2020",81.16B
"Jan. 28, 2020",81.81B
"Jan. 27, 2020",81.84B
"Jan. 24, 2020",82.72B
"Jan. 23, 2020",82.99B
"Jan. 22, 2020",83.68B
"Jan. 21, 2020",84.60B
"Jan. 17, 2020",85.95B
"Jan. 16, 2020",86.70B
"Jan. 15, 2020",87.23B
"Jan. 14, 2020",87.21B
"Jan. 13, 2020",86.61B
"Jan. 10, 2020",86.01B
"Jan. 9, 2020",85.54B
"Jan. 8, 2020",85.19B
"Jan. 7, 2020",85.45B
"Jan. 6, 2020",85.25B
"Jan. 3, 2020",83.96B
"Jan. 2, 2020",83.04B
"Dec. 31, 2019",81.82B
"Dec. 30, 2019",93.82B
"Dec. 27, 2019",93.34B
"Dec. 26, 2019",93.33B
"Dec. 24, 2019",93.10B
"Dec. 23, 2019",92.93B
"Dec. 20, 2019",92.31B
"Dec. 19, 2019",92.03B
"Dec. 18, 2019",92.01B
"Dec. 17, 2019",91.69B
"Dec. 16, 2019",91.69B
"Dec. 13, 2019",91.15B
"Dec. 12, 2019",91.63B
"Dec. 11, 2019",91.00B
"Dec. 10, 2019",91.02B
"Dec. 9, 2019",90.82B
"Dec. 6, 2019",92.31B
"Dec. 5, 2019",91.39B
"Dec. 4, 2019",91.81B
"Dec. 3, 2019",91.42B
"Dec. 2, 2019",92.01B
"Nov. 29, 2019",91.92B
"Nov. 27, 2019",92.08B
"Nov. 26, 2019",91.92B
"Nov. 25, 2019",93.13B
"Nov. 22, 2019",92.82B
"Nov. 21, 2019",92.41B
"Nov. 20, 2019",91.84B
"Nov. 19, 2019",91.53B
"Nov. 18, 2019",92.57B
"Nov. 15, 2019",92.26B
"Nov. 14, 2019",91.19B
"Nov. 13, 2019",91.51B
"Nov. 12, 2019",91.80B
"Nov. 11, 2019",92.19B
"Nov. 8, 2019",93.28B
"Nov. 7, 2019",92.33B
"Nov. 6, 2019",92.85B
"Nov. 5, 2019",94.90B
"Nov. 4, 2019",96.97B
"Nov. 1, 2019",95.24B
"Oct. 31, 2019",93.64B
"Oct. 30, 2019",94.41B
"Oct. 29, 2019",95.28B
"Oct. 28, 2019",95.23B
"Oct. 25, 2019",95.45B
"Oct. 24, 2019",95.24B
"Oct. 23, 2019",95.80B
"Oct. 22, 2019",95.18B
"Oct. 21, 2019",93.93B
"Oct. 18, 2019",93.60B
"Oct. 17, 2019",93.49B
"Oct. 16, 2019",93.50B
"Oct. 15, 2019",93.91B
"Oct. 14, 2019",93.65B
"Oct. 11, 2019",94.19B
"Oct. 10, 2019",94.11B
"Oct. 9, 2019",93.94B
"Oct. 8, 2019",93.94B
"Oct. 7, 2019",95.14B
"Oct. 4, 2019",95.94B
"Oct. 3, 2019",96.05B
"Oct. 2, 2019",95.82B
"Oct. 1, 2019",96.56B
"Sept. 30, 2019",97.19B
"Sept. 27, 2019",48.90B
"Sept. 26, 2019",49.08B
"Sept. 25, 2019",49.07B
"Sept. 24, 2019",49.19B
"Sept. 23, 2019",49.22B
"Sept. 20, 2019",49.40B
"Sept. 19, 2019",49.48B
"Sept. 18, 2019",48.43B
"Sept. 17, 2019",48.91B
"Sept. 16, 2019",51.28B
"Sept. 13, 2019",48.85B
"Sept. 12, 2019",49.13B
"Sept. 11, 2019",49.93B
"Sept. 10, 2019",50.05B
"Sept. 9, 2019",48.74B
"Sept. 6, 2019",49.18B
"Sept. 5, 2019",48.85B
"Sept. 4, 2019",47.50B
"Sept. 3, 2019",46.70B
"Aug. 30, 2019",47.41B
"Aug. 29, 2019",47.31B
"Aug. 28, 2019",47.08B
"Aug. 27, 2019",46.40B
"Aug. 26, 2019",46.20B
"Aug. 23, 2019",46.42B
"Aug. 22, 2019",48.50B
"Aug. 21, 2019",48.83B
"Aug. 20, 2019",49.00B
"Aug. 19, 2019",49.29B
"Aug. 16, 2019",48.39B
"Aug. 15, 2019",47.84B
"Aug. 14, 2019",47.61B
"Aug. 13, 2019",48.56B
"Aug. 12, 2019",48.76B
"Aug. 9, 2019",50.68B
"Aug. 8, 2019",50.68B
"Aug. 7, 2019",42.94B
"Aug. 6, 2019",44.13B
"Aug. 5, 2019",45.50B
"Aug. 2, 2019",46.82B
"Aug. 1, 2019",48.31B
"July 31, 2019",46.96B
"July 30, 2019",47.79B
"July 29, 2019",46.62B
"July 26, 2019",47.13B
"July 25, 2019",46.79B
"July 24, 2019",47.47B
"July 23, 2019",47.28B
"July 22, 2019",47.82B
"July 19, 2019",47.68B
"July 18, 2019",46.69B
"July 17, 2019",46.82B
"July 16, 2019",46.76B
"July 15, 2019",47.16B
"July 12, 2019",47.22B
"July 11, 2019",46.27B
"July 10, 2019",46.11B
"July 9, 2019",45.64B
"July 8, 2019",45.41B
"July 5, 2019",45.40B
"July 3, 2019",45.31B
"July 2, 2019",45.02B
"July 1, 2019",45.77B
"June 30, 2019",46.14B
"June 28, 2019",46.19B
"June 27, 2019",45.79B
"June 26, 2019",46.29B
"June 25, 2019",45.51B
"June 24, 2019",45.89B
"June 21, 2019",46.43B
"June 20, 2019",46.95B
"June 19, 2019",46.20B
"June 18, 2019",46.24B
"June 17, 2019",45.83B
"June 14, 2019",45.46B
"June 13, 2019",45.77B
"June 12, 2019",45.07B
"June 11, 2019",45.27B
"June 10, 2019",44.41B
"June 7, 2019",44.36B
"June 6, 2019",45.26B
"June 5, 2019",44.05B
"June 4, 2019",45.74B
"June 3, 2019",45.47B
"May 31, 2019",45.80B
"May 30, 2019",47.40B
"May 29, 2019",47.46B
"May 28, 2019",47.67B
"May 24, 2019",48.56B
"May 23, 2019",48.14B
"May 22, 2019",48.05B
"May 21, 2019",48.59B
"May 20, 2019",48.56B
"May 17, 2019",48.03B
"May 16, 2019",48.77B
"May 15, 2019",49.15B
"May 14, 2019",49.37B
"May 13, 2019",49.09B
"May 10, 2019",49.69B
"May 9, 2019",50.70B
"May 8, 2019",53.61B
"May 7, 2019",53.22B
"May 6, 2019",52.53B
"May 3, 2019",51.91B
"May 2, 2019",51.47B
"May 1, 2019",51.56B
"April 30, 2019",52.61B
"April 29, 2019",53.55B
"April 26, 2019",54.43B
"April 25, 2019",54.82B
"April 24, 2019",54.94B
"April 23, 2019",55.20B
"April 22, 2019",55.72B
"April 18, 2019",54.80B
"April 17, 2019",55.42B
"April 16, 2019",56.18B
"April 15, 2019",55.95B
"April 12, 2019",57.43B
"April 11, 2019",58.81B
"April 10, 2019",58.81B
"April 9, 2019",58.88B
"April 8, 2019",59.70B
"April 5, 2019",59.45B
"April 4, 2019",58.26B
"April 3, 2019",57.97B
"April 2, 2019",58.40B
"April 1, 2019",58.81B
"March 31, 2019",58.08B
"March 29, 2019",56.79B
"March 28, 2019",57.07B
"March 27, 2019",56.91B
"March 26, 2019",57.45B
"March 25, 2019",55.99B
"March 22, 2019",56.08B
"March 21, 2019",57.57B
"March 20, 2019",57.59B
"March 19, 2019",56.77B
"March 18, 2019",57.40B
"March 15, 2019",56.25B
"March 14, 2019",56.16B
"March 13, 2019",56.05B
"March 12, 2019",55.40B
"March 11, 2019",55.17B
"March 8, 2019",54.29B
"March 7, 2019",56.56B
"March 6, 2019",56.90B
"March 5, 2019",57.90B
"March 4, 2019",57.84B
"March 1, 2019",57.92B
"Feb. 28, 2019",56.87B
"Feb. 27, 2019",57.24B
"Feb. 26, 2019",56.78B
"Feb. 25, 2019",56.93B
"Feb. 22, 2019",56.70B
"Feb. 21, 2019",57.20B
"Feb. 20, 2019",58.44B
"Feb. 19, 2019",57.98B
"Feb. 15, 2019",57.65B
"Feb. 14, 2019",57.18B
"Feb. 13, 2019",56.64B
"Feb. 12, 2019",56.57B
"Feb. 11, 2019",55.88B
"Feb. 8, 2019",55.97B
"Feb. 7, 2019",55.94B
"Feb. 6, 2019",57.23B
"Feb. 5, 2019",57.73B
"Feb. 4, 2019",58.06B
"Feb. 1, 2019",58.28B
"Jan. 31, 2019",57.34B
"Jan. 30, 2019",57.47B
"Jan. 29, 2019",57.10B
"Jan. 28, 2019",56.80B
"Jan. 25, 2019",57.14B
"Jan. 24, 2019",55.98B
"Jan. 23, 2019",55.67B
"Jan. 22, 2019",56.08B
"Jan. 18, 2019",57.52B
"Jan. 17, 2019",56.62B
"Jan. 16, 2019",56.10B
"Jan. 15, 2019",56.38B
"Jan. 14, 2019",56.43B
"Jan. 11, 2019",56.91B
"Jan. 10, 2019",56.89B
"Jan. 9, 2019",56.58B
"Jan. 8, 2019",55.99B
"Jan. 7, 2019",55.60B
"Jan. 4, 2019",54.65B
"Jan. 3, 2019",53.18B
"Jan. 2, 2019",53.75B
"Dec. 31, 2018",53.28B
"Dec. 28, 2018",53.02B
"Dec. 27, 2018",53.24B
"Dec. 26, 2018",53.12B
"Dec. 24, 2018",50.48B
"Dec. 21, 2018",52.65B
"Dec. 20, 2018",53.14B
"Dec. 19, 2018",54.36B
"Dec. 18, 2018",55.04B
"Dec. 17, 2018",55.77B
"Dec. 14, 2018",56.52B
"Dec. 13, 2018",57.71B
"Dec. 12, 2018",56.75B
"Dec. 11, 2018",56.21B
"Dec. 10, 2018",56.02B
"Dec. 7, 2018",57.60B
"Dec. 6, 2018",58.34B
"Dec. 4, 2018",59.97B
"Dec. 3, 2018",61.21B
"Nov. 30, 2018",60.42B
"Nov. 29, 2018",60.90B
"Nov. 28, 2018",60.75B
"Nov. 27, 2018",59.75B
"Nov. 26, 2018",60.70B
"Nov. 23, 2018",60.09B
"Nov. 21, 2018",61.79B
"Nov. 20, 2018",60.44B
"Nov. 19, 2018",62.75B
"Nov. 16, 2018",62.77B
"Nov. 15, 2018",62.17B
"Nov. 14, 2018",60.93B
"Nov. 13, 2018",60.80B
"Nov. 12, 2018",61.85B
"Nov. 9, 2018",62.90B
"Nov. 8, 2018",62.20B
"Nov. 7, 2018",63.02B
"Nov. 6, 2018",62.74B
"Nov. 5, 2018",60.18B
"Nov. 2, 2018",58.94B
"Nov. 1, 2018",58.97B
"Oct. 31, 2018",58.00B
"Oct. 30, 2018",58.37B
"Oct. 29, 2018",57.54B
"Oct. 26, 2018",58.64B
"Oct. 25, 2018",59.20B
"Oct. 24, 2018",58.88B
"Oct. 23, 2018",60.70B
"Oct. 22, 2018",61.94B
"Oct. 19, 2018",61.86B
"Oct. 18, 2018",61.65B
"Oct. 17, 2018",62.42B
"Oct. 16, 2018",62.57B
"Oct. 15, 2018",61.91B
"Oct. 12, 2018",65.47B
"Oct. 11, 2018",65.15B
"Oct. 10, 2018",66.20B
"Oct. 9, 2018",69.45B
"Oct. 8, 2018",69.09B
"Oct. 5, 2018",68.82B
"Oct. 4, 2018",69.41B
"Oct. 3, 2018",69.62B
"Oct. 2, 2018",69.93B
"Oct. 1, 2018",70.13B
"Sept. 30, 2018",69.40B
"Sept. 28, 2018",71.79B
"Sept. 27, 2018",71.02B
"Sept. 26, 2018",70.90B
"Sept. 25, 2018",71.13B
"Sept. 24, 2018",70.70B
"Sept. 21, 2018",69.82B
"Sept. 20, 2018",69.54B
"Sept. 19, 2018",69.65B
"Sept. 18, 2018",69.27B
"Sept. 17, 2018",68.29B
"Sept. 14, 2018",68.28B
"Sept. 13, 2018",67.56B
"Sept. 12, 2018",66.87B
"Sept. 11, 2018",67.93B
"Sept. 10, 2018",67.74B
