date,asset_utilization
"Dec. 31, 2019",0.2772
"Sept. 30, 2019",0.311
"June 30, 2019",0.4144
"March 31, 2019",0.4104
"Dec. 31, 2018",0.4093
"Sept. 30, 2018",0.3844
"June 30, 2018",0.3376
"March 31, 2018",0.3159
"Dec. 31, 2017",0.2964
"Sept. 30, 2017",0.2802
"June 30, 2017",0.2707
"March 31, 2017",0.2581
"Dec. 31, 2016",0.2373
"Sept. 30, 2016",0.2302
"June 30, 2016",0.2277
"March 31, 2016",0.2366
"Dec. 31, 2015",0.2423
"Sept. 30, 2015",0.2448
"June 30, 2015",0.2578
"March 31, 2015",0.2718
"Dec. 31, 2014",0.2867
"Sept. 30, 2014",0.2413
"June 30, 2014",0.2665
"March 31, 2014",0.2822
"Dec. 31, 2013",0.2998
"Sept. 30, 2013",0.3065
"June 30, 2013",0.3039
"March 31, 2013",0.3064
"Dec. 31, 2012",0.3183
"Sept. 30, 2012",0.3891
"June 30, 2012",0.4042
"March 31, 2012",0.4257
"Dec. 31, 2011",0.43
"Sept. 30, 2011",0.432
"June 30, 2011",0.4262
"March 31, 2011",0.41
"Dec. 31, 2010",0.4036
"Sept. 30, 2010",0.3999
"June 30, 2010",0.3952
"March 31, 2010",0.385
"Dec. 31, 2009",0.3564
"Sept. 30, 2009",0.3643
"June 30, 2009",0.4367
"March 31, 2009",0.5293
"Dec. 31, 2008",0.6142
"Sept. 30, 2008",0.7019
"June 30, 2008",0.6756
"March 31, 2008",0.6285
"Dec. 31, 2007",0.5903
"Sept. 30, 2007",0.5405
"June 30, 2007",0.5365
"March 31, 2007",0.5432
"Dec. 31, 2006",0.5814
"Sept. 30, 2006",0.5854
"June 30, 2006",0.6264
"March 31, 2006",0.6343
"Dec. 31, 2005",0.6452
"Sept. 30, 2005",0.6276
"June 30, 2005",0.587
"March 31, 2005",0.5773
"Dec. 31, 2004",0.5628
"Sept. 30, 2004",0.5657
"June 30, 2004",0.5476
"March 31, 2004",0.5378
"Dec. 31, 2003",0.5409
"Sept. 30, 2003",0.5338
"June 30, 2003",0.5185
"March 31, 2003",0.4907
"Dec. 31, 2002",0.4349
"Sept. 30, 2002",0.3894
"June 30, 2002",0.3769
"March 31, 2002",0.4708
"Dec. 31, 2001",0.6184
"Sept. 30, 2001",0.7376
"June 30, 2001",0.8385
"March 31, 2001",0.8792
"Dec. 31, 2000",0.8296
"Sept. 30, 2000",0.8083
"June 30, 2000",0.7376
"March 31, 2000",0.6436
"Dec. 31, 1999",0.5446
"Sept. 30, 1999",0.4797
"June 30, 1999",0.4403
"March 31, 1999",0.4201
"Dec. 31, 1998",0.4359
"Sept. 30, 1998",0.4254
"June 30, 1998",0.4343
"March 31, 1998",0.4934
"Dec. 31, 1997",0.5162
"Sept. 30, 1997",0.4033
"June 30, 1997",0.4494
"March 31, 1997",0.4352
"Dec. 31, 1996",0.4694
"Sept. 30, 1996",0.4686
"June 30, 1996",0.454
"March 31, 1996",0.4644
"Dec. 31, 1995",0.4724
"Sept. 30, 1995",0.5956
"June 30, 1995",0.5884
"March 31, 1995",0.5616
"Dec. 31, 1994",0.5316
"Sept. 30, 1994",0.5056
"June 30, 1994",0.4751
"March 31, 1994",0.4637
"Dec. 31, 1993",0.4639
"Sept. 30, 1993",0.4631
"June 30, 1993",0.4908
"March 31, 1993",0.5124
"Dec. 31, 1992",0.5216
"Sept. 30, 1992",0.5743
"June 30, 1992",0.5558
"March 31, 1992",0.6979
"Dec. 31, 1991",0.8398
"Sept. 30, 1991",0.9762
"June 30, 1991",1.088
"March 31, 1991",1.075
"Dec. 31, 1990",1.054
"Sept. 30, 1990",0.9958
"June 30, 1990",0.9743
"March 31, 1990",0.9696
"Dec. 31, 1989",0.9679
