date,ebitda_ttm
"Dec. 31, 2019",7.063B
"Sept. 30, 2019",7.365B
"June 30, 2019",9.597B
"March 31, 2019",9.685B
"Dec. 31, 2018",9.833B
"Sept. 30, 2018",9.322B
"June 30, 2018",6.925B
"March 31, 2018",6.489B
"Dec. 31, 2017",5.675B
"Sept. 30, 2017",4.655B
"June 30, 2017",4.142B
"March 31, 2017",3.337B
"Dec. 31, 2016",2.715B
"Sept. 30, 2016",-3.183B
"June 30, 2016",-5.911B
"March 31, 2016",-5.216B
"Dec. 31, 2015",-4.993B
"Sept. 30, 2015",-2.489B
"June 30, 2015",2.127B
"March 31, 2015",3.488B
"Dec. 31, 2014",5.562B
"Sept. 30, 2014",9.799B
"June 30, 2014",11.00B
"March 31, 2014",11.55B
"Dec. 31, 2013",12.09B
"Sept. 30, 2013",10.36B
"June 30, 2013",9.806B
"March 31, 2013",9.552B
"Dec. 31, 2012",9.864B
"Sept. 30, 2012",13.74B
"June 30, 2012",14.10B
"March 31, 2012",14.59B
"Dec. 31, 2011",14.35B
"Sept. 30, 2011",13.43B
"June 30, 2011",12.54B
"March 31, 2011",11.49B
"Dec. 31, 2010",10.63B
"Sept. 30, 2010",10.42B
"June 30, 2010",9.856B
"March 31, 2010",9.068B
"Dec. 31, 2009",7.858B
"Sept. 30, 2009",7.044B
"June 30, 2009",9.256B
"March 31, 2009",11.97B
"Dec. 31, 2008",14.37B
"Sept. 30, 2008",17.05B
"June 30, 2008",15.21B
"March 31, 2008",12.90B
"Dec. 31, 2007",11.16B
"Sept. 30, 2007",9.454B
"June 30, 2007",9.275B
"March 31, 2007",9.425B
"Dec. 31, 2006",9.939B
"Sept. 30, 2006",9.341B
"June 30, 2006",9.548B
"March 31, 2006",8.995B
"Dec. 31, 2005",8.256B
"Sept. 30, 2005",7.386B
"June 30, 2005",6.41B
"March 31, 2005",5.881B
"Dec. 31, 2004",5.306B
"Sept. 30, 2004",5.34B
"June 30, 2004",4.794B
"March 31, 2004",4.478B
"Dec. 31, 2003",4.41B
"Sept. 30, 2003",4.166B
"June 30, 2003",3.902B
"March 31, 2003",3.667B
"Dec. 31, 2002",3.134B
"Sept. 30, 2002",2.61B
"June 30, 2002",2.619B
"March 31, 2002",3.018B
"Dec. 31, 2001",3.586B
"Sept. 30, 2001",4.41B
"June 30, 2001",4.769B
"March 31, 2001",5.056B
"Dec. 31, 2000",6.11B
"Sept. 30, 2000",5.626B
"June 30, 2000",4.943B
"March 31, 2000",3.831B
"Dec. 31, 1999",1.843B
"Sept. 30, 1999",1.466B
"June 30, 1999",1.216B
"March 31, 1999",1.164B
"Dec. 31, 1998",1.35B
"Sept. 30, 1998",1.527B
"June 30, 1998",1.758B
"March 31, 1998",2.09B
"Dec. 31, 1997",2.193B
"Sept. 30, 1997",1.884B
"June 30, 1997",1.872B
"March 31, 1997",1.726B
"Dec. 31, 1996",1.783B
"Sept. 30, 1996",1.628B
"June 30, 1996",1.702B
"March 31, 1996",1.768B
"Dec. 31, 1995",1.806B
"Sept. 30, 1995",2.198B
"June 30, 1995",2.045B
"March 31, 1995",1.802B
"Dec. 31, 1994",1.41B
"Sept. 30, 1994",1.294B
"June 30, 1994",1.149B
"March 31, 1994",1.162B
"Dec. 31, 1993",1.277B
"Sept. 30, 1993",1.216B
"June 30, 1993",1.263B
"March 31, 1993",1.201B
"Dec. 31, 1992",1.17B
"Sept. 30, 1992",1.438B
"June 30, 1992",1.27B
"March 31, 1992",1.422B
"Dec. 31, 1991",1.666B
"Sept. 30, 1991",1.805B
"June 30, 1991",2.22B
"March 31, 1991",2.263B
"Dec. 31, 1990",2.275B
"Sept. 30, 1990",2.256B
"June 30, 1990",2.178B
"March 31, 1990",6.751B
"Dec. 31, 1989",11.28B
"Sept. 30, 1989",-2.406B
"June 30, 1989",2.014B
"March 31, 1989",1.708B
"Dec. 31, 1988",1.041B
"Sept. 30, 1988",2.455B
"June 30, 1988",1.764B
"March 31, 1988",1.348B
"Dec. 31, 1987",1.029B
"Sept. 30, 1987",2.346B
"June 30, 1987",1.841B
"March 31, 1987",1.340B
"Dec. 31, 1986",813.90M
"Sept. 30, 1986",1.455B
"June 30, 1986",1.121B
"March 31, 1986",972.40M
"Dec. 31, 1985",1.038B
"Sept. 30, 1985",873.30M
"June 30, 1985",1.352B
"March 31, 1985",1.412B
"Dec. 31, 1984",1.536B
