date,sales_est_0y
"March 20, 2020",21.64B
"March 18, 2020",21.64B
"March 17, 2020",21.85B
"March 16, 2020",22.59B
"March 11, 2020",23.03B
"March 10, 2020",23.03B
"March 9, 2020",22.72B
"March 5, 2020",24.39B
"March 2, 2020",24.51B
"Feb. 28, 2020",24.31B
"Feb. 25, 2020",24.72B
"Feb. 18, 2020",24.69B
"Feb. 12, 2020",24.63B
"Feb. 11, 2020",25.14B
"Jan. 24, 2020",25.37B
"Jan. 23, 2020",25.30B
"Jan. 21, 2020",25.40B
"Jan. 14, 2020",25.43B
"Jan. 13, 2020",25.00B
"Jan. 7, 2020",25.35B
"Jan. 6, 2020",25.60B
"Dec. 31, 2019",20.42B
"Dec. 23, 2019",20.21B
"Dec. 19, 2019",20.21B
"Nov. 19, 2019",20.21B
"Nov. 18, 2019",20.10B
"Nov. 15, 2019",20.18B
"Nov. 13, 2019",20.23B
"Nov. 12, 2019",20.23B
"Nov. 11, 2019",20.18B
"Nov. 9, 2019",20.14B
"Nov. 5, 2019",20.09B
"Nov. 4, 2019",20.54B
"Oct. 28, 2019",20.33B
"Oct. 23, 2019",20.22B
"Oct. 21, 2019",20.22B
"Oct. 17, 2019",20.42B
"Oct. 16, 2019",20.39B
"Oct. 15, 2019",20.39B
"Oct. 14, 2019",20.58B
"Oct. 10, 2019",20.77B
"Sept. 23, 2019",20.78B
"Sept. 3, 2019",20.66B
"Aug. 16, 2019",20.66B
"Aug. 15, 2019",20.48B
"Aug. 13, 2019",20.37B
"Aug. 12, 2019",19.97B
"Aug. 8, 2019",20.27B
"Aug. 2, 2019",16.45B
"Aug. 1, 2019",16.45B
"July 26, 2019",16.77B
"July 22, 2019",16.77B
"July 17, 2019",17.24B
"July 16, 2019",17.20B
"July 12, 2019",17.35B
"June 17, 2019",17.35B
"June 14, 2019",17.03B
"June 6, 2019",17.27B
"June 5, 2019",17.08B
"May 15, 2019",17.07B
"May 14, 2019",17.15B
"May 13, 2019",17.11B
"May 9, 2019",17.12B
"May 8, 2019",17.27B
"May 7, 2019",17.22B
"May 6, 2019",17.22B
"April 26, 2019",17.26B
"April 24, 2019",17.26B
"April 22, 2019",17.37B
"April 16, 2019",17.19B
"April 12, 2019",17.23B
"April 11, 2019",17.06B
"April 10, 2019",16.86B
"April 8, 2019",16.69B
"April 4, 2019",16.69B
"April 3, 2019",16.67B
"April 2, 2019",16.67B
"March 22, 2019",16.67B
"March 18, 2019",16.77B
"March 5, 2019",16.77B
"Feb. 15, 2019",16.72B
"Feb. 13, 2019",16.48B
"Feb. 11, 2019",16.86B
"Jan. 29, 2019",16.75B
"Jan. 28, 2019",16.55B
"Jan. 25, 2019",16.50B
"Jan. 23, 2019",16.58B
"Jan. 10, 2019",16.46B
"Jan. 9, 2019",16.46B
"Jan. 7, 2019",17.36B
"Jan. 2, 2019",17.95B
"Dec. 31, 2018",18.29B
"Dec. 21, 2018",18.17B
"Dec. 20, 2018",18.25B
"Dec. 19, 2018",18.40B
"Dec. 10, 2018",18.40B
"Nov. 26, 2018",18.51B
"Nov. 20, 2018",18.34B
"Nov. 13, 2018",18.31B
"Nov. 12, 2018",18.15B
"Nov. 7, 2018",18.15B
"Nov. 6, 2018",18.20B
"Nov. 5, 2018",17.10B
"Oct. 22, 2018",17.17B
"Oct. 16, 2018",17.17B
"Oct. 15, 2018",17.17B
"Oct. 14, 2018",17.18B
"Oct. 12, 2018",17.18B
"Oct. 11, 2018",17.03B
"Oct. 9, 2018",17.03B
"Oct. 2, 2018",16.92B
"Sept. 26, 2018",16.92B
"Sept. 19, 2018",16.93B
"Sept. 14, 2018",16.96B
"Sept. 12, 2018",16.96B
"Sept. 11, 2018",16.96B
"Aug. 20, 2018",16.98B
"Aug. 16, 2018",16.98B
"Aug. 15, 2018",16.87B
"Aug. 13, 2018",16.89B
"Aug. 10, 2018",16.71B
"Aug. 9, 2018",16.71B
"July 20, 2018",16.72B
"July 19, 2018",16.67B
"July 18, 2018",17.55B
"July 17, 2018",17.33B
"July 16, 2018",17.38B
"July 13, 2018",17.36B
"July 12, 2018",17.38B
"July 11, 2018",17.21B
"July 10, 2018",17.17B
"July 9, 2018",17.20B
"July 5, 2018",17.19B
"June 29, 2018",17.02B
"June 28, 2018",17.01B
"June 8, 2018",16.93B
"June 4, 2018",17.02B
"May 23, 2018",17.06B
"May 21, 2018",17.03B
"May 17, 2018",16.87B
"May 11, 2018",16.71B
"May 10, 2018",16.57B
"May 9, 2018",16.60B
"April 26, 2018",15.85B
"April 24, 2018",15.87B
"April 23, 2018",15.76B
"April 20, 2018",15.80B
"April 19, 2018",15.56B
"April 17, 2018",15.56B
"April 13, 2018",15.36B
"April 11, 2018",15.17B
"April 9, 2018",15.10B
"March 12, 2018",15.11B
"March 7, 2018",15.05B
"Feb. 15, 2018",15.08B
"Feb. 14, 2018",15.10B
"Feb. 12, 2018",14.73B
"Jan. 31, 2018",14.73B
"Jan. 30, 2018",14.66B
"Jan. 29, 2018",14.64B
"Jan. 24, 2018",14.45B
"Jan. 23, 2018",14.45B
"Jan. 22, 2018",14.50B
"Jan. 18, 2018",14.46B
"Jan. 16, 2018",14.66B
"Jan. 11, 2018",14.66B
"Jan. 8, 2018",14.58B
