date,sales_est_0y
"March 17, 2020",44.32B
"March 16, 2020",44.96B
"March 13, 2020",46.84B
"March 11, 2020",47.42B
"March 10, 2020",47.86B
"March 9, 2020",47.88B
"March 6, 2020",48.31B
"March 5, 2020",48.48B
"March 3, 2020",49.01B
"March 2, 2020",49.03B
"Feb. 25, 2020",48.98B
"Feb. 24, 2020",49.05B
"Feb. 7, 2020",48.77B
"Feb. 4, 2020",48.78B
"Jan. 30, 2020",48.87B
"Jan. 29, 2020",48.83B
"Jan. 21, 2020",48.83B
"Jan. 20, 2020",48.79B
"Jan. 16, 2020",48.76B
"Jan. 15, 2020",48.76B
"Jan. 14, 2020",49.06B
"Jan. 13, 2020",49.02B
"Jan. 12, 2020",49.04B
"Jan. 10, 2020",49.04B
"Jan. 8, 2020",49.04B
"Jan. 6, 2020",49.01B
"Jan. 2, 2020",49.01B
"Dec. 31, 2019",46.93B
"Dec. 20, 2019",46.93B
"Dec. 16, 2019",46.93B
"Dec. 13, 2019",46.89B
"Dec. 12, 2019",46.94B
"Nov. 22, 2019",46.93B
"Nov. 13, 2019",46.92B
"Nov. 6, 2019",46.92B
"Nov. 1, 2019",46.92B
"Oct. 31, 2019",46.92B
"Oct. 28, 2019",46.91B
"Oct. 16, 2019",46.91B
"Oct. 14, 2019",46.91B
"Oct. 11, 2019",46.92B
"Oct. 10, 2019",46.95B
"Oct. 9, 2019",46.92B
"Oct. 7, 2019",46.93B
"Oct. 6, 2019",46.93B
"Oct. 3, 2019",46.93B
"Oct. 2, 2019",46.95B
"Oct. 1, 2019",46.95B
"Sept. 29, 2019",46.93B
"Sept. 27, 2019",46.94B
"Sept. 26, 2019",46.94B
"Sept. 24, 2019",46.95B
"Sept. 23, 2019",46.94B
"Sept. 6, 2019",46.93B
"Sept. 5, 2019",46.93B
"Aug. 20, 2019",46.93B
"Aug. 12, 2019",46.92B
"July 30, 2019",46.92B
"July 24, 2019",46.92B
"July 18, 2019",46.94B
"July 15, 2019",46.94B
"July 12, 2019",46.94B
"July 11, 2019",46.99B
"July 10, 2019",46.85B
"July 9, 2019",46.83B
"July 8, 2019",46.84B
"July 3, 2019",46.80B
"July 2, 2019",46.77B
"June 27, 2019",46.72B
"June 19, 2019",46.72B
"June 17, 2019",46.72B
"May 19, 2019",46.70B
"May 6, 2019",46.69B
"April 30, 2019",46.67B
"April 18, 2019",46.65B
"April 17, 2019",46.65B
"April 12, 2019",46.65B
"April 11, 2019",46.63B
"April 10, 2019",46.67B
"April 9, 2019",46.46B
"April 8, 2019",46.44B
"April 5, 2019",46.43B
"April 4, 2019",46.41B
"April 3, 2019",46.34B
"April 2, 2019",46.31B
"April 1, 2019",46.20B
"March 29, 2019",46.18B
"March 28, 2019",46.19B
"March 10, 2019",46.17B
"March 7, 2019",46.17B
"March 6, 2019",46.16B
"March 5, 2019",46.16B
"March 1, 2019",46.15B
"Feb. 27, 2019",46.15B
"Feb. 22, 2019",46.17B
"Feb. 13, 2019",46.13B
"Jan. 28, 2019",46.12B
"Jan. 24, 2019",46.18B
"Jan. 18, 2019",46.18B
"Jan. 16, 2019",46.18B
"Jan. 15, 2019",46.55B
"Jan. 14, 2019",46.35B
"Jan. 12, 2019",46.36B
"Jan. 11, 2019",46.36B
"Jan. 10, 2019",46.36B
"Jan. 9, 2019",46.41B
"Jan. 8, 2019",46.41B
"Jan. 7, 2019",46.58B
"Jan. 4, 2019",46.55B
"Jan. 3, 2019",46.55B
"Jan. 2, 2019",46.71B
"Dec. 31, 2018",44.38B
"Dec. 21, 2018",44.45B
"Dec. 19, 2018",44.45B
"Dec. 17, 2018",44.46B
"Dec. 14, 2018",44.47B
"Dec. 13, 2018",44.43B
"Dec. 10, 2018",44.44B
"Dec. 8, 2018",44.50B
"Dec. 6, 2018",44.50B
