date,sales_est_0y
"Dec. 5, 2018",44.52B
"Dec. 4, 2018",44.51B
"Nov. 28, 2018",44.46B
"Nov. 27, 2018",44.46B
"Nov. 19, 2018",44.48B
"Nov. 12, 2018",44.47B
"Oct. 30, 2018",44.46B
"Oct. 15, 2018",44.44B
"Oct. 12, 2018",44.48B
"Oct. 11, 2018",44.53B
"Oct. 10, 2018",44.31B
"Oct. 8, 2018",44.32B
"Oct. 5, 2018",44.32B
"Oct. 4, 2018",44.32B
"Oct. 3, 2018",44.33B
"Oct. 2, 2018",44.33B
"Oct. 1, 2018",44.31B
"Sept. 28, 2018",44.31B
"Sept. 27, 2018",44.31B
"Sept. 26, 2018",44.30B
"Sept. 10, 2018",44.29B
"Sept. 7, 2018",44.29B
"Sept. 6, 2018",44.28B
"Sept. 4, 2018",44.27B
"Aug. 22, 2018",44.26B
"Aug. 1, 2018",44.32B
"July 31, 2018",44.32B
"July 30, 2018",44.30B
"July 25, 2018",44.32B
"July 17, 2018",44.34B
"July 16, 2018",44.31B
"July 13, 2018",44.30B
"July 12, 2018",44.28B
"July 11, 2018",44.23B
"July 10, 2018",44.20B
"July 6, 2018",44.19B
"July 5, 2018",44.19B
"July 4, 2018",44.17B
"July 3, 2018",44.17B
"June 20, 2018",44.15B
"June 15, 2018",44.13B
"June 11, 2018",44.12B
"June 8, 2018",44.11B
"June 7, 2018",44.09B
"June 6, 2018",44.08B
"June 5, 2018",44.07B
"June 4, 2018",44.07B
"June 1, 2018",44.06B
"May 21, 2018",44.06B
"May 14, 2018",44.07B
"May 9, 2018",44.05B
"May 8, 2018",44.01B
"May 4, 2018",44.01B
"May 3, 2018",44.01B
"May 2, 2018",43.98B
"April 30, 2018",43.97B
"April 19, 2018",43.96B
"April 16, 2018",43.97B
"April 13, 2018",43.93B
"April 12, 2018",43.83B
"April 11, 2018",43.75B
"April 10, 2018",43.75B
"April 9, 2018",43.72B
"April 6, 2018",43.69B
"April 5, 2018",43.69B
"April 4, 2018",43.66B
"April 3, 2018",43.67B
"March 30, 2018",43.63B
"March 29, 2018",43.63B
"March 28, 2018",43.62B
"March 19, 2018",43.61B
"March 15, 2018",43.60B
"March 14, 2018",43.58B
"March 13, 2018",43.57B
"March 12, 2018",43.58B
"March 9, 2018",43.58B
"Feb. 16, 2018",43.57B
"Feb. 15, 2018",43.62B
"Jan. 30, 2018",43.56B
"Jan. 23, 2018",43.53B
"Jan. 22, 2018",43.50B
"Jan. 16, 2018",43.47B
"Jan. 13, 2018",43.45B
"Jan. 12, 2018",43.46B
"Jan. 11, 2018",43.40B
"Jan. 10, 2018",43.27B
"Jan. 9, 2018",43.27B
"Jan. 8, 2018",43.22B
"Jan. 5, 2018",43.22B
"Jan. 4, 2018",43.22B
"Jan. 3, 2018",43.19B
"Jan. 2, 2018",43.19B
