date,eps_est_0q
"March 18, 2020",0.5591
"March 16, 2020",0.6622
"March 13, 2020",0.8114
"March 11, 2020",0.9288
"March 9, 2020",0.9767
"March 6, 2020",1.013
"March 5, 2020",1.030
"March 3, 2020",1.068
"March 2, 2020",1.070
"Feb. 28, 2020",1.067
"Feb. 25, 2020",1.070
"Feb. 24, 2020",1.070
"Feb. 21, 2020",1.067
"Feb. 7, 2020",1.057
"Feb. 4, 2020",1.060
"Jan. 31, 2020",1.056
"Jan. 30, 2020",1.065
"Jan. 29, 2020",1.064
"Jan. 21, 2020",1.058
"Jan. 16, 2020",1.058
"Jan. 15, 2020",1.053
"Jan. 14, 2020",1.017
"Jan. 13, 2020",1.010
"Jan. 10, 2020",1.050
"Jan. 9, 2020",1.055
"Jan. 8, 2020",1.053
"Jan. 6, 2020",1.035
"Jan. 2, 2020",1.034
"Dec. 31, 2019",1.388
"Dec. 19, 2019",1.382
"Dec. 16, 2019",1.378
"Dec. 13, 2019",1.374
"Dec. 12, 2019",1.369
"Dec. 9, 2019",1.364
"Nov. 22, 2019",1.367
"Nov. 13, 2019",1.366
"Nov. 6, 2019",1.366
"Nov. 1, 2019",1.368
"Oct. 28, 2019",1.363
"Oct. 14, 2019",1.358
"Oct. 11, 2019",1.354
"Oct. 10, 2019",1.367
"Oct. 9, 2019",1.50
"Oct. 7, 2019",1.496
"Oct. 6, 2019",1.497
"Oct. 3, 2019",1.503
"Oct. 2, 2019",1.527
"Oct. 1, 2019",1.556
"Sept. 30, 2019",2.266
"Sept. 29, 2019",2.269
"Sept. 27, 2019",2.262
"Sept. 24, 2019",2.259
"Sept. 23, 2019",2.263
"Sept. 6, 2019",2.265
"Sept. 5, 2019",2.265
"Aug. 19, 2019",2.268
"Aug. 16, 2019",2.266
"Aug. 6, 2019",2.268
"Aug. 2, 2019",2.268
"Aug. 1, 2019",2.269
"July 30, 2019",2.269
"July 18, 2019",2.267
"July 16, 2019",2.261
"July 12, 2019",2.261
"July 11, 2019",2.213
"July 10, 2019",2.163
"July 9, 2019",2.126
"July 8, 2019",2.120
