date,revenues_ttm
"Dec. 31, 2019",47.01B
"Sept. 30, 2019",46.31B
"June 30, 2019",45.70B
"March 31, 2019",44.94B
"Dec. 31, 2018",44.44B
"Sept. 30, 2018",43.92B
"June 30, 2018",43.03B
"March 31, 2018",42.00B
"Dec. 31, 2017",41.14B
"Sept. 30, 2017",40.18B
"June 30, 2017",39.60B
"March 31, 2017",39.30B
"Dec. 31, 2016",39.45B
"Sept. 30, 2016",39.68B
"June 30, 2016",40.31B
"March 31, 2016",40.57B
"Dec. 31, 2015",40.70B
"Sept. 30, 2015",40.85B
"June 30, 2015",40.92B
"March 31, 2015",40.83B
"Dec. 31, 2014",40.36B
"Sept. 30, 2014",39.79B
"June 30, 2014",39.10B
"March 31, 2014",38.19B
"Dec. 31, 2013",37.77B
"Sept. 30, 2013",37.30B
"June 30, 2013",36.73B
"March 31, 2013",36.76B
"Dec. 31, 2012",36.67B
"Sept. 30, 2012",36.47B
"June 30, 2012",36.36B
"March 31, 2012",35.78B
"Dec. 31, 2011",35.12B
"Sept. 30, 2011",34.50B
"June 30, 2011",33.64B
"March 31, 2011",32.65B
"Dec. 31, 2010",31.76B
"Sept. 30, 2010",30.77B
"June 30, 2010",29.40B
"March 31, 2010",28.23B
"Dec. 31, 2009",28.06B
"Sept. 30, 2009",27.97B
"June 30, 2009",26.12B
"March 31, 2009",24.62B
"Dec. 31, 2008",22.70B
"Sept. 30, 2008",20.67B
"June 30, 2008",20.18B
"March 31, 2008",19.68B
"Dec. 31, 2007",19.15B
"Sept. 30, 2007",18.72B
"June 30, 2007",18.24B
"March 31, 2007",17.98B
"Dec. 31, 2006",17.46B
"Sept. 30, 2006",17.43B
"June 30, 2006",16.98B
"March 31, 2006",16.49B
"Dec. 31, 2005",16.48B
"Sept. 30, 2005",16.14B
"June 30, 2005",15.70B
"March 31, 2005",15.41B
"Dec. 31, 2004",15.24B
"Sept. 30, 2004",15.19B
"June 30, 2004",14.98B
"March 31, 2004",14.51B
"Dec. 31, 2003",14.14B
"Sept. 30, 2003",14.18B
"June 30, 2003",13.94B
"March 31, 2003",13.92B
"Dec. 31, 2002",13.87B
"Sept. 30, 2002",12.86B
"June 30, 2002",12.84B
"March 31, 2002",13.14B
"Dec. 31, 2001",13.88B
"Sept. 30, 2001",14.93B
"June 30, 2001",14.86B
"March 31, 2001",15.05B
"Sept. 30, 2000",14.92B
"June 30, 2000",14.84B
"March 31, 2000",15.34B
"Dec. 31, 1999",14.89B
"Sept. 30, 1999",14.62B
"June 30, 1999",14.60B
"March 31, 1999",14.52B
"Dec. 31, 1998",14.40B
"Sept. 30, 1998",14.39B
"June 30, 1998",14.14B
"March 31, 1998",13.92B
"Dec. 31, 1997",13.95B
"Sept. 30, 1997",13.72B
"June 30, 1997",13.59B
"March 31, 1997",13.41B
"Dec. 31, 1996",12.95B
"Sept. 30, 1996",12.70B
"June 30, 1996",12.46B
"March 31, 1996",12.31B
"Dec. 31, 1995",12.25B
"Sept. 30, 1995",12.22B
"June 30, 1995",12.19B
"March 31, 1995",12.09B
"Dec. 31, 1994",12.06B
"Sept. 30, 1994",12.10B
"June 30, 1994",12.16B
"March 31, 1994",12.18B
"Dec. 31, 1993",12.23B
"Sept. 30, 1993",12.15B
"June 30, 1993",12.00B
"March 31, 1993",11.69B
"Dec. 31, 1992",11.58B
"Sept. 30, 1992",11.33B
"June 30, 1992",10.84B
"March 31, 1992",10.53B
"Dec. 31, 1991",10.02B
"Sept. 30, 1991",9.526B
"June 30, 1991",9.171B
"March 31, 1991",8.886B
"Dec. 31, 1990",8.708B
"Sept. 30, 1990",8.626B
"June 30, 1990",8.582B
"March 31, 1990",8.654B
"Dec. 31, 1989",8.572B
"Sept. 30, 1989",8.381B
"June 30, 1989",8.090B
"March 31, 1989",7.746B
"Dec. 31, 1988",7.388B
"Sept. 30, 1988",7.194B
"June 30, 1988",6.915B
"March 31, 1988",6.513B
"Dec. 31, 1987",6.287B
"Sept. 30, 1987",5.820B
"June 30, 1987",5.319B
"March 31, 1987",4.772B
"Dec. 31, 1986",4.429B
"Sept. 30, 1986",4.351B
"June 30, 1986",4.372B
"March 31, 1986",4.630B
"Dec. 31, 1985",4.690B
"Sept. 30, 1985",4.698B
"June 30, 1985",4.684B
"March 31, 1985",4.550B
"Dec. 31, 1984",4.459B
