date,shareholders_equity
"Dec. 31, 2019",15.36B
"Sept. 30, 2019",15.07B
"June 30, 2019",13.96B
"March 31, 2019",12.91B
"Dec. 31, 2018",13.69B
"Sept. 30, 2018",13.70B
"June 30, 2018",12.86B
"March 31, 2018",12.56B
"Dec. 31, 2017",12.53B
"Sept. 30, 2017",14.00B
"June 30, 2017",13.48B
"March 31, 2017",12.94B
"Dec. 31, 2016",12.29B
"Sept. 30, 2016",12.51B
"June 30, 2016",11.81B
"March 31, 2016",11.25B
"Dec. 31, 2015",10.85B
"Sept. 30, 2015",10.34B
"June 30, 2015",9.563B
"March 31, 2015",9.046B
"Dec. 31, 2014",8.813B
"Sept. 30, 2014",12.30B
"June 30, 2014",12.20B
"March 31, 2014",11.64B
"Dec. 31, 2013",11.64B
"Sept. 30, 2013",137.00M
"June 30, 2013",-1.184B
"March 31, 2013",-1.943B
"Dec. 31, 2012",-2.131B
"Sept. 30, 2012",-48.00M
"June 30, 2012",-1.135B
"March 31, 2012",-1.011B
"Dec. 31, 2011",-1.396B
"Sept. 30, 2011",1.222B
"June 30, 2011",785.00M
"March 31, 2011",758.00M
"Dec. 31, 2010",897.00M
"Sept. 30, 2010",715.00M
"June 30, 2010",199.00M
"March 31, 2010",72.00M
"Dec. 31, 2009",245.00M
"Sept. 30, 2009",900.00M
"June 30, 2009",980.00M
"March 31, 2009",519.00M
"Dec. 31, 2008",874.00M
"Sept. 30, 2008",2.391B
"June 30, 2008",3.721B
"March 31, 2008",3.951B
"Dec. 31, 2007",10.11B
"Sept. 30, 2007",9.748B
"June 30, 2007",9.472B
"March 31, 2007",-13.68B
"Dec. 31, 2006",-13.59B
"Sept. 30, 2006",-13.87B
"June 30, 2006",-13.87B
"March 31, 2006",-11.66B
"Dec. 31, 2005",-9.895B
"Sept. 30, 2005",-8.463B
"June 30, 2005",-6.985B
"March 31, 2005",-6.629B
"Dec. 31, 2004",-5.796B
"Sept. 30, 2004",-3.577B
"June 30, 2004",-2.952B
"March 31, 2004",-1.028B
"Dec. 31, 2003",-659.00M
"Sept. 30, 2003",497.00M
"June 30, 2003",679.00M
"March 31, 2003",505.00M
"Dec. 31, 2002",893.00M
"Sept. 30, 2002",2.845B
"June 30, 2002",3.179B
"March 31, 2002",3.411B
"Dec. 31, 2001",3.769B
"Sept. 30, 2001",4.635B
"June 30, 2001",5.03B
"March 31, 2001",5.586B
"Sept. 30, 2000",5.475B
"June 30, 2000",5.087B
"March 31, 2000",4.804B
"Dec. 31, 1999",4.985B
"Sept. 30, 1999",4.678B
"June 30, 1999",4.448B
"March 31, 1999",4.421B
"Dec. 31, 1998",4.278B
"Sept. 30, 1998",4.099B
"June 30, 1998",4.023B
"March 31, 1998",3.862B
"Dec. 31, 1997",3.584B
"Sept. 30, 1997",3.409B
"June 30, 1997",3.163B
"March 31, 1997",2.806B
"Dec. 31, 1996",2.629B
"Sept. 30, 1996",2.666B
"June 30, 1996",2.678B
"March 31, 1996",1.972B
"Dec. 31, 1995",2.222B
"Sept. 30, 1995",2.156B
"June 30, 1995",1.947B
"March 31, 1995",1.719B
"Dec. 31, 1994",1.736B
"Sept. 30, 1994",1.787B
"June 30, 1994",1.569B
"March 31, 1994",1.786B
"Dec. 31, 1993",1.888B
"Sept. 30, 1993",2.050B
"June 30, 1993",1.995B
"March 31, 1993",2.632B
"Dec. 31, 1992",2.782B
"Sept. 30, 1992",2.929B
"June 30, 1992",1.965B
"March 31, 1992",2.160B
"Dec. 31, 1991",2.328B
"Sept. 30, 1991",2.522B
"June 30, 1991",2.506B
"March 31, 1991",2.020B
"Dec. 31, 1990",2.081B
"Sept. 30, 1990",2.298B
"June 30, 1990",2.618B
"March 31, 1990",2.720B
"Dec. 31, 1989",2.902B
"Sept. 30, 1989",2.815B
"June 30, 1989",2.620B
"June 30, 1988",2.209B
"June 30, 1987",1.938B
"June 30, 1986",1.302B
"June 30, 1985",1.287B
"June 30, 1984",1.049B
