date,revenues_per_share
"Dec. 31, 2019",17.76
"Sept. 30, 2019",19.38
"June 30, 2019",19.23
"March 31, 2019",15.70
"Dec. 31, 2018",15.68
"Sept. 30, 2018",17.37
"June 30, 2018",16.89
"March 31, 2018",14.12
"Dec. 31, 2017",14.39
"Sept. 30, 2017",15.38
"June 30, 2017",14.70
"March 31, 2017",12.45
"Dec. 31, 2016",12.63
"Sept. 30, 2016",14.09
"June 30, 2016",13.69
"March 31, 2016",11.86
"Dec. 31, 2015",12.14
"Sept. 30, 2015",13.97
"June 30, 2015",13.20
"March 31, 2015",11.37
"Dec. 31, 2014",11.58
"Sept. 30, 2014",13.26
"June 30, 2014",12.50
"March 31, 2014",10.45
"Dec. 31, 2013",10.58
"Sept. 30, 2013",12.18
"June 30, 2013",11.30
"March 31, 2013",9.942
"Dec. 31, 2012",10.08
"Sept. 30, 2012",11.67
"June 30, 2012",11.52
"March 31, 2012",9.933
"Dec. 31, 2011",9.951
"Sept. 30, 2011",11.63
"June 30, 2011",10.84
"March 31, 2011",9.256
"Dec. 31, 2010",9.207
"Sept. 30, 2010",10.63
"June 30, 2010",9.701
"March 31, 2010",8.231
"Dec. 31, 2009",8.199
"Sept. 30, 2009",9.147
"June 30, 2009",8.464
"March 31, 2009",8.102
"Dec. 31, 2008",9.814
"Sept. 30, 2008",14.44
"June 30, 2008",13.89
"March 31, 2008",12.05
"Dec. 31, 2007",11.80
"Sept. 30, 2007",13.23
"June 30, 2007",14.70
"March 31, 2007",21.50
"Dec. 31, 2006",21.51
"Sept. 30, 2006",20.10
"June 30, 2006",24.04
"March 31, 2006",19.18
"Dec. 31, 2005",22.26
"Sept. 30, 2005",25.57
"June 30, 2005",28.91
"March 31, 2005",26.31
"Dec. 31, 2004",28.64
"Sept. 30, 2004",30.69
"June 30, 2004",31.77
"March 31, 2004",28.49
"Dec. 31, 2003",30.98
"Sept. 30, 2003",29.64
"June 30, 2003",26.79
"March 31, 2003",25.58
"Dec. 31, 2002",31.35
"Sept. 30, 2002",27.74
"June 30, 2002",28.19
"March 31, 2002",25.18
"Dec. 31, 2001",23.23
"Sept. 30, 2001",27.59
"June 30, 2001",30.69
"March 31, 2001",31.23
"Sept. 30, 2000",29.96
"June 30, 2000",21.66
"March 31, 2000",29.64
"Dec. 31, 1999",26.60
"Sept. 30, 1999",25.98
"June 30, 1999",25.63
"March 31, 1999",23.25
"Dec. 31, 1998",23.29
"Sept. 30, 1998",51.74
"June 30, 1998",24.20
"March 31, 1998",21.60
"Dec. 31, 1997",22.04
"Sept. 30, 1997",48.19
"June 30, 1997",22.98
"March 31, 1997",22.68
"Dec. 31, 1996",21.31
"Sept. 30, 1996",44.55
"June 30, 1996",32.67
"March 31, 1996",28.74
"Dec. 31, 1995",28.83
"Sept. 30, 1995",62.33
"June 30, 1995",17.32
"March 31, 1995",29.02
"Dec. 31, 1994",29.19
"Sept. 30, 1994",62.39
"June 30, 1994",30.38
"March 31, 1994",28.78
"Dec. 31, 1993",29.35
"Sept. 30, 1993",32.39
"June 30, 1993",31.17
"March 31, 1993",29.32
"Dec. 31, 1992",28.92
"Sept. 30, 1992",30.76
"June 30, 1992",28.39
"March 31, 1992",28.47
"Dec. 31, 1991",26.61
"Sept. 30, 1991",27.24
"June 30, 1991",26.27
"March 31, 1991",27.22
"Dec. 31, 1990",25.16
"Sept. 30, 1990",25.21
"June 30, 1990",20.45
"March 31, 1990",21.38
"Dec. 31, 1989",18.56
"Sept. 30, 1989",20.48
"June 30, 1989",23.48
"March 31, 1989",20.86
"Dec. 31, 1988",18.97
"Sept. 30, 1988",19.19
"June 30, 1988",20.19
"March 31, 1988",17.36
"Dec. 31, 1987",17.15
"Sept. 30, 1987",16.55
"June 30, 1987",16.13
"March 31, 1987",14.86
"Dec. 31, 1986",14.41
"Sept. 30, 1986",13.72
"June 30, 1986",11.94
"March 31, 1986",13.87
"Dec. 31, 1985",17.68
"Sept. 30, 1985",14.09
"June 30, 1985",15.90
"March 31, 1985",14.77
"Dec. 31, 1984",14.19
"Sept. 30, 1984",14.01
"June 30, 1984",14.31
"March 31, 1984",13.69
