date,price_to_book_value
"March 19, 2020",0.8965
"March 18, 2020",0.979
"March 17, 2020",1.323
"March 16, 2020",1.492
"March 13, 2020",1.599
"March 12, 2020",1.405
"March 11, 2020",1.778
"March 10, 2020",1.895
"March 9, 2020",1.814
"March 6, 2020",1.913
"March 5, 2020",1.876
"March 4, 2020",2.021
"March 3, 2020",1.925
"March 2, 2020",1.966
"Feb. 28, 2020",1.923
"Feb. 27, 2020",2.008
"Feb. 26, 2020",2.067
"Feb. 25, 2020",2.121
"Feb. 24, 2020",2.260
"Feb. 21, 2020",2.412
"Feb. 20, 2020",2.433
"Feb. 19, 2020",2.439
"Feb. 18, 2020",2.447
"Feb. 14, 2020",2.455
"Feb. 13, 2020",2.464
"Feb. 12, 2020",2.479
"Feb. 11, 2020",2.445
"Feb. 10, 2020",2.405
"Feb. 7, 2020",2.414
"Feb. 6, 2020",2.425
"Feb. 5, 2020",2.454
"Feb. 4, 2020",2.414
"Feb. 3, 2020",2.336
"Jan. 31, 2020",2.323
"Jan. 30, 2020",2.390
"Jan. 29, 2020",2.371
"Jan. 28, 2020",2.406
"Jan. 27, 2020",2.378
"Jan. 24, 2020",2.461
"Jan. 23, 2020",2.522
"Jan. 22, 2020",2.496
"Jan. 21, 2020",2.525
"Jan. 17, 2020",2.596
"Jan. 16, 2020",2.590
"Jan. 15, 2020",2.579
"Jan. 14, 2020",2.572
"Jan. 13, 2020",2.490
"Jan. 10, 2020",2.479
"Jan. 9, 2020",2.468
"Jan. 8, 2020",2.463
"Jan. 7, 2020",2.411
"Jan. 6, 2020",2.413
"Jan. 3, 2020",2.43
"Jan. 2, 2020",2.471
"Dec. 31, 2019",2.448
"Dec. 30, 2019",2.518
"Dec. 27, 2019",2.536
"Dec. 26, 2019",2.556
"Dec. 24, 2019",2.549
"Dec. 23, 2019",2.551
"Dec. 20, 2019",2.531
"Dec. 19, 2019",2.538
"Dec. 18, 2019",2.514
"Dec. 17, 2019",2.519
"Dec. 16, 2019",2.508
"Dec. 13, 2019",2.435
"Dec. 12, 2019",2.433
"Dec. 11, 2019",2.364
"Dec. 10, 2019",2.383
"Dec. 9, 2019",2.395
"Dec. 6, 2019",2.410
"Dec. 5, 2019",2.398
"Dec. 4, 2019",2.406
"Dec. 3, 2019",2.387
"Dec. 2, 2019",2.436
"Nov. 29, 2019",2.460
"Nov. 27, 2019",2.450
"Nov. 26, 2019",2.466
"Nov. 25, 2019",2.419
"Nov. 22, 2019",2.408
"Nov. 21, 2019",2.374
"Nov. 20, 2019",2.389
"Nov. 19, 2019",2.450
"Nov. 18, 2019",2.45
"Nov. 15, 2019",2.440
"Nov. 14, 2019",2.427
"Nov. 13, 2019",2.425
"Nov. 12, 2019",2.456
"Nov. 11, 2019",2.456
"Nov. 8, 2019",2.471
"Nov. 7, 2019",2.475
"Nov. 6, 2019",2.471
"Nov. 5, 2019",2.468
"Nov. 4, 2019",2.441
"Nov. 1, 2019",2.404
"Oct. 31, 2019",2.364
"Oct. 30, 2019",2.374
"Oct. 29, 2019",2.377
"Oct. 28, 2019",2.368
"Oct. 25, 2019",2.344
