date,market_cap
"March 19, 2020",13.77B
"March 18, 2020",15.04B
"March 17, 2020",20.32B
"March 16, 2020",22.92B
"March 13, 2020",24.55B
"March 12, 2020",21.58B
"March 11, 2020",27.31B
"March 10, 2020",29.11B
"March 9, 2020",27.86B
"March 6, 2020",29.37B
"March 5, 2020",28.81B
"March 4, 2020",31.04B
"March 3, 2020",29.56B
"March 2, 2020",30.19B
"Feb. 28, 2020",29.53B
"Feb. 27, 2020",30.85B
"Feb. 26, 2020",31.74B
"Feb. 25, 2020",32.57B
"Feb. 24, 2020",34.71B
"Feb. 21, 2020",37.04B
"Feb. 20, 2020",37.37B
"Feb. 19, 2020",37.45B
"Feb. 18, 2020",37.59B
"Feb. 14, 2020",37.70B
"Feb. 13, 2020",37.85B
"Feb. 12, 2020",38.07B
"Feb. 11, 2020",37.55B
"Feb. 10, 2020",36.94B
"Feb. 7, 2020",37.07B
"Feb. 6, 2020",37.24B
"Feb. 5, 2020",37.70B
"Feb. 4, 2020",37.08B
"Feb. 3, 2020",35.87B
"Jan. 31, 2020",35.68B
"Jan. 30, 2020",36.70B
"Jan. 29, 2020",36.41B
"Jan. 28, 2020",36.95B
"Jan. 27, 2020",36.53B
"Jan. 24, 2020",37.80B
"Jan. 23, 2020",38.74B
"Jan. 22, 2020",38.33B
"Jan. 21, 2020",38.78B
"Jan. 17, 2020",39.87B
"Jan. 16, 2020",39.77B
"Jan. 15, 2020",39.61B
"Jan. 14, 2020",39.50B
"Jan. 13, 2020",38.24B
"Jan. 10, 2020",38.08B
"Jan. 9, 2020",37.90B
"Jan. 8, 2020",37.83B
"Jan. 7, 2020",37.03B
"Jan. 6, 2020",37.06B
"Jan. 3, 2020",37.32B
"Jan. 2, 2020",37.95B
"Dec. 31, 2019",37.59B
"Dec. 30, 2019",37.94B
"Dec. 27, 2019",38.21B
"Dec. 26, 2019",38.52B
"Dec. 24, 2019",38.41B
"Dec. 23, 2019",38.44B
"Dec. 20, 2019",38.14B
"Dec. 19, 2019",38.25B
"Dec. 18, 2019",37.89B
"Dec. 17, 2019",37.96B
"Dec. 16, 2019",37.78B
"Dec. 13, 2019",36.69B
"Dec. 12, 2019",36.66B
"Dec. 11, 2019",35.62B
"Dec. 10, 2019",35.91B
"Dec. 9, 2019",36.09B
"Dec. 6, 2019",36.31B
"Dec. 5, 2019",36.14B
"Dec. 4, 2019",36.26B
"Dec. 3, 2019",35.97B
"Dec. 2, 2019",36.70B
"Nov. 29, 2019",37.06B
