date,historical_daily_var_5_all
"Feb. 29, 2020",4.67%
"Jan. 31, 2020",4.67%
"Dec. 31, 2019",4.67%
"Nov. 30, 2019",4.68%
"Oct. 31, 2019",4.70%
"Sept. 30, 2019",4.74%
"Aug. 31, 2019",4.75%
"July 31, 2019",4.79%
"June 30, 2019",4.79%
"May 31, 2019",4.81%
"April 30, 2019",4.82%
"March 31, 2019",4.85%
"Feb. 28, 2019",4.87%
"Jan. 31, 2019",4.87%
"Dec. 31, 2018",4.87%
"Nov. 30, 2018",4.87%
"Oct. 31, 2018",4.88%
"Sept. 30, 2018",4.89%
"Aug. 31, 2018",4.90%
"July 31, 2018",4.95%
"June 30, 2018",4.95%
"May 31, 2018",4.96%
"April 30, 2018",4.99%
"March 31, 2018",4.99%
"Feb. 28, 2018",5.01%
"Jan. 31, 2018",5.02%
"Dec. 31, 2017",5.02%
"Nov. 30, 2017",5.03%
"Oct. 31, 2017",5.06%
"Sept. 30, 2017",5.06%
"Aug. 31, 2017",5.07%
"July 31, 2017",5.07%
"June 30, 2017",5.08%
"May 31, 2017",5.11%
"April 30, 2017",5.12%
"March 31, 2017",5.13%
"Feb. 28, 2017",5.13%
"Jan. 31, 2017",5.14%
"Dec. 31, 2016",5.14%
"Nov. 30, 2016",5.15%
"Oct. 31, 2016",5.17%
"Sept. 30, 2016",5.17%
"Aug. 31, 2016",5.25%
"July 31, 2016",5.25%
"June 30, 2016",5.25%
"May 31, 2016",5.25%
"April 30, 2016",5.25%
"March 31, 2016",5.27%
"Feb. 29, 2016",5.28%
"Jan. 31, 2016",5.32%
"Dec. 31, 2015",5.39%
"Nov. 30, 2015",5.41%
"Oct. 31, 2015",5.43%
"Sept. 30, 2015",5.46%
"Aug. 31, 2015",5.46%
"July 31, 2015",5.49%
"June 30, 2015",5.58%
"May 31, 2015",5.60%
"April 30, 2015",5.62%
"March 31, 2015",5.64%
"Feb. 28, 2015",5.65%
"Jan. 31, 2015",5.65%
"Dec. 31, 2014",5.65%
"Nov. 30, 2014",5.66%
"Oct. 31, 2014",5.67%
"Sept. 30, 2014",5.67%
"Aug. 31, 2014",5.72%
"July 31, 2014",5.72%
"June 30, 2014",5.75%
"May 31, 2014",5.79%
"April 30, 2014",5.84%
"March 31, 2014",5.89%
"Feb. 28, 2014",5.89%
"Jan. 31, 2014",5.89%
"Dec. 31, 2013",5.97%
"Nov. 30, 2013",5.99%
"Oct. 31, 2013",6.00%
"Sept. 30, 2013",6.06%
"Aug. 31, 2013",6.07%
"July 31, 2013",6.07%
"June 30, 2013",6.16%
"May 31, 2013",6.29%
"April 30, 2013",6.34%
"March 31, 2013",6.34%
"Feb. 28, 2013",6.47%
"Jan. 31, 2013",6.53%
"Dec. 31, 2012",6.58%
"Nov. 30, 2012",6.61%
"Oct. 31, 2012",6.63%
"Sept. 30, 2012",6.80%
"Aug. 31, 2012",6.84%
"July 31, 2012",6.87%
"June 30, 2012",6.91%
"May 31, 2012",6.91%
"April 30, 2012",6.91%
"March 31, 2012",6.95%
"Feb. 29, 2012",7.01%
"Jan. 31, 2012",7.01%
"Dec. 31, 2011",7.06%
"Nov. 30, 2011",7.09%
"Oct. 31, 2011",7.19%
"Sept. 30, 2011",7.19%
"Aug. 31, 2011",7.24%
"July 31, 2011",7.38%
"June 30, 2011",7.43%
"May 31, 2011",7.53%
"April 30, 2011",7.62%
"March 31, 2011",7.71%
"Feb. 28, 2011",7.79%
"Jan. 31, 2011",7.81%
"Dec. 31, 2010",7.81%
"Nov. 30, 2010",7.83%
"Oct. 31, 2010",7.89%
"Sept. 30, 2010",7.96%
"Aug. 31, 2010",8.22%
"July 31, 2010",8.24%
"June 30, 2010",8.38%
"May 31, 2010",8.63%
"April 30, 2010",8.73%
"March 31, 2010",8.75%
"Feb. 28, 2010",8.82%
"Jan. 31, 2010",9.08%
"Dec. 31, 2009",9.15%
"Nov. 30, 2009",9.17%
"Oct. 31, 2009",9.28%
"Sept. 30, 2009",9.39%
"Aug. 31, 2009",9.50%
"July 31, 2009",9.60%
"June 30, 2009",9.63%
"May 31, 2009",9.71%
"April 30, 2009",9.71%
"March 31, 2009",9.64%
"Feb. 28, 2009",9.58%
"Jan. 31, 2009",9.35%
"Dec. 31, 2008",9.27%
"Nov. 30, 2008",9.18%
"Oct. 31, 2008",8.87%
"Sept. 30, 2008",8.77%
"Aug. 31, 2008",8.43%
"July 31, 2008",8.23%
"June 30, 2008",7.50%
"May 31, 2008",7.01%
"April 30, 2008",7.02%
"March 31, 2008",6.90%
"Feb. 29, 2008",6.58%
"Jan. 31, 2008",6.59%
"Dec. 31, 2007",5.82%
"Nov. 30, 2007",4.86%
"Oct. 31, 2007",3.64%
"Sept. 30, 2007",3.78%
"Aug. 31, 2007",3.78%
"July 31, 2007",3.83%
"June 30, 2007",3.65%
"May 31, 2007",6.87%
"April 30, 2007",13.39%
