date,long_term_debt
"Dec. 31, 2019",8.873B
"Sept. 30, 2019",7.923B
"June 30, 2019",7.71B
"March 31, 2019",7.71B
"Dec. 31, 2018",8.253B
"Sept. 30, 2018",8.115B
"June 30, 2018",8.562B
"March 31, 2018",6.36B
"Dec. 31, 2017",6.592B
"Sept. 30, 2017",7.584B
"June 30, 2017",7.916B
"March 31, 2017",8.187B
"Dec. 31, 2016",6.201B
"Sept. 30, 2016",6.473B
"June 30, 2016",6.689B
"March 31, 2016",6.92B
"Dec. 31, 2015",6.766B
"Sept. 30, 2015",7.096B
"June 30, 2015",7.598B
"March 31, 2015",8.305B
"Dec. 31, 2014",8.477B
"Sept. 30, 2014",8.97B
"June 30, 2014",9.089B
"March 31, 2014",9.466B
"Dec. 31, 2013",9.795B
"Sept. 30, 2013",10.08B
"June 30, 2013",10.53B
"March 31, 2013",10.72B
"Dec. 31, 2012",11.08B
"Sept. 30, 2012",11.11B
"June 30, 2012",11.22B
"March 31, 2012",11.52B
"Dec. 31, 2011",11.85B
"Sept. 30, 2011",12.56B
"June 30, 2011",13.03B
"March 31, 2011",13.45B
"Dec. 31, 2010",13.18B
"Sept. 30, 2010",13.06B
"June 30, 2010",14.23B
"March 31, 2010",15.25B
"Dec. 31, 2009",15.66B
"Sept. 30, 2009",16.66B
"June 30, 2009",14.77B
"March 31, 2009",14.74B
"Dec. 31, 2008",15.41B
"Sept. 30, 2008",9.274B
"June 30, 2008",8.338B
"March 31, 2008",8.387B
"Dec. 31, 2007",7.986B
"Sept. 30, 2007",7.43B
"June 30, 2007",6.913B
"March 31, 2007",4.792B
"Dec. 31, 2006",6.509B
"Sept. 30, 2006",6.422B
"June 30, 2006",6.508B
"March 31, 2006",6.654B
"Dec. 31, 2005",6.557B
"Sept. 30, 2005",6.657B
"June 30, 2005",12.96B
"March 31, 2005",13.04B
"Dec. 31, 2004",13.00B
"Sept. 30, 2004",12.21B
"June 30, 2004",12.05B
"March 31, 2004",11.79B
"Dec. 31, 2003",11.54B
"Sept. 30, 2003",11.44B
"June 30, 2003",11.34B
"March 31, 2003",10.20B
"Dec. 31, 2002",10.17B
"Sept. 30, 2002",9.163B
"June 30, 2002",9.598B
"March 31, 2002",9.147B
"Dec. 31, 2001",8.279B
"Sept. 30, 2001",7.447B
"June 30, 2001",5.86B
"March 31, 2001",5.896B
"Sept. 30, 2000",4.448B
"June 30, 2000",4.525B
"March 31, 2000",4.141B
"Dec. 31, 1999",4.144B
"Sept. 30, 1999",2.276B
"June 30, 1999",1.756B
"March 31, 1999",1.876B
"Dec. 31, 1998",1.524B
"Sept. 30, 1998",1.524B
"June 30, 1998",1.533B
"March 31, 1998",1.408B
"Dec. 31, 1997",1.408B
"Sept. 30, 1997",1.473B
"June 30, 1997",1.475B
"March 31, 1997",1.70B
"Dec. 31, 1996",1.70B
"Sept. 30, 1996",1.701B
"June 30, 1996",1.799B
"March 31, 1996",2.462B
"Dec. 31, 1995",2.577B
"Sept. 30, 1995",2.624B
"June 30, 1995",2.683B
"March 31, 1995",2.827B
"Dec. 31, 1994",2.974B
"Sept. 30, 1994",3.135B
"June 30, 1994",3.142B
"March 31, 1994",3.351B
"Dec. 31, 1993",3.344B
"Sept. 30, 1993",3.465B
"June 30, 1993",3.717B
"March 31, 1993",2.989B
"Dec. 31, 1992",2.491B
"Sept. 30, 1992",2.321B
"June 30, 1992",2.833B
"March 31, 1992",2.538B
"Dec. 31, 1991",2.494B
"Sept. 30, 1991",2.048B
"June 30, 1991",2.059B
"March 31, 1991",1.717B
"Dec. 31, 1990",1.494B
"Sept. 30, 1990",1.308B
"June 30, 1990",1.315B
"March 31, 1990",1.146B
"Dec. 31, 1989",692.40M
"Sept. 30, 1989",702.10M
"June 30, 1989",703.00M
"June 30, 1988",729.50M
"June 30, 1987",1.018B
"June 30, 1986",868.60M
"June 30, 1985",535.20M
"June 30, 1984",690.20M
